department,NACE,NACE_category,Company_count
01,01.13,01,3
01,01.19,01,2
01,01.21,01,1
01,01.30,01,1
01,01.42,01,1
01,01.47,01,1
01,01.49,01,1
01,01.61,01,3
01,01.62,01,3
01,02.20,02,2
01,02.40,02,3
01,03.22,03,2
01,08.12,08,7
01,08.92,08,1
01,10.11,10,4
01,10.12,10,5
01,10.13,10,2
01,10.13,10,3
01,10.20,10,1
01,10.39,10,2
01,10.51,10,1
01,10.51,10,1
01,10.51,10,3
01,10.71,10,2
01,10.71,10,2
01,10.71,10,4
01,10.71,10,5
01,10.72,10,1
01,10.73,10,1
01,10.82,10,1
01,10.83,10,1
01,10.85,10,2
01,10.86,10,1
01,10.89,10,2
01,10.91,10,3
01,11.02,11,2
01,11.07,11,1
01,13.20,13,1
01,13.30,13,2
01,13.91,13,2
01,13.96,13,4
01,13.99,13,2
01,14.13,14,1
01,14.14,14,1
01,14.19,14,1
01,15.12,15,1
01,16.10,16,1
01,16.10,16,6
01,16.23,16,3
01,16.24,16,4
01,16.29,16,2
01,17.12,17,1
01,17.21,17,1
01,17.21,17,3
01,17.21,17,4
01,17.29,17,3
01,18.12,18,8
01,18.13,18,3
01,20.12,20,2
01,20.14,20,4
01,20.15,20,1
01,20.16,20,2
01,20.20,20,1
01,20.30,20,2
01,20.42,20,1
01,20.52,20,2
01,20.53,20,1
01,20.59,20,2
01,21.20,21,2
01,22.19,22,1
01,22.21,22,2
01,22.22,22,15
01,22.23,22,3
01,22.29,22,2
01,22.29,22,2
01,23.12,23,1
01,23.13,23,1
01,23.19,23,1
01,23.20,23,1
01,23.32,23,1
01,23.61,23,8
01,23.63,23,1
01,23.64,23,2
01,23.70,23,2
01,23.91,23,1
01,24.10,24,2
01,24.33,24,1
01,24.34,24,2
01,24.45,24,4
01,24.53,24,2
01,24.54,24,1
01,25.11,25,5
01,25.12,25,5
01,25.21,25,1
01,25.50,25,9
01,25.61,25,8
01,25.62,25,2
01,25.62,25,17
01,25.73,25,2
01,25.73,25,19
01,25.92,25,1
01,25.93,25,3
01,25.94,25,1
01,25.99,25,2
01,26.11,26,3
01,26.12,26,3
01,26.51,26,2
01,27.11,27,2
01,27.12,27,2
01,27.32,27,2
01,27.33,27,3
01,27.40,27,2
01,27.52,27,2
01,27.90,27,7
01,28.13,28,2
01,28.15,28,1
01,28.21,28,1
01,28.22,28,3
01,28.25,28,3
01,28.29,28,2
01,28.29,28,2
01,28.30,28,1
01,28.49,28,1
01,28.92,28,1
01,28.93,28,5
01,28.94,28,1
01,28.96,28,2
01,28.99,28,1
01,28.99,28,4
01,29.10,29,2
01,29.20,29,8
01,29.31,29,2
01,29.32,29,4
01,30.11,30,2
01,30.92,30,1
01,31.01,31,4
01,31.02,31,1
01,31.09,31,1
01,31.09,31,3
01,32.30,32,1
01,32.40,32,2
01,32.50,32,4
01,32.50,32,5
01,32.91,32,1
01,32.99,32,2
01,33.11,33,4
01,33.12,33,3
01,33.13,33,1
01,33.14,33,2
01,33.20,33,2
01,33.20,33,3
01,33.20,33,5
01,33.20,33,5
01,35.11,35,3
01,35.12,35,1
01,35.13,35,2
01,35.22,35,1
01,35.30,35,3
01,36.00,36,4
01,37.00,37,4
01,38.11,38,6
01,38.21,38,5
01,38.22,38,2
01,38.32,38,5
01,39.00,39,3
01,41.10,41,1
01,41.10,41,2
01,41.20,41,8
01,41.20,41,10
01,42.11,42,7
01,42.12,42,2
01,42.21,42,7
01,42.22,42,3
01,42.91,42,1
01,42.99,42,2
01,43.11,43,2
01,43.12,43,3
01,43.12,43,4
01,43.13,43,2
01,43.21,43,1
01,43.21,43,8
01,43.22,43,5
01,43.22,43,14
01,43.29,43,2
01,43.29,43,3
01,43.31,43,18
01,43.32,43,1
01,43.32,43,9
01,43.32,43,20
01,43.33,43,10
01,43.34,43,17
01,43.91,43,10
01,43.91,43,14
01,43.99,43,1
01,43.99,43,2
01,43.99,43,4
01,43.99,43,5
01,43.99,43,47
01,45.11,45,13
01,45.19,45,5
01,45.20,45,1
01,45.20,45,2
01,45.31,45,7
01,45.32,45,9
01,45.40,45,2
01,46.19,46,1
01,46.19,46,2
01,46.21,46,6
01,46.22,46,2
01,46.24,46,1
01,46.31,46,6
01,46.32,46,1
01,46.32,46,1
01,46.33,46,4
01,46.34,46,5
01,46.36,46,1
01,46.38,46,1
01,46.39,46,2
01,46.41,46,1
01,46.42,46,3
01,46.43,46,3
01,46.44,46,2
01,46.45,46,2
01,46.46,46,4
01,46.49,46,8
01,46.51,46,4
01,46.52,46,1
01,46.61,46,10
01,46.62,46,2
01,46.63,46,3
01,46.65,46,1
01,46.66,46,1
01,46.69,46,2
01,46.69,46,2
01,46.69,46,9
01,46.71,46,1
01,46.72,46,8
01,46.73,46,2
01,46.73,46,25
01,46.74,46,4
01,46.74,46,4
01,46.75,46,5
01,46.76,46,5
01,46.77,46,1
01,46.90,46,11
01,47.11,47,1
01,47.11,47,2
01,47.11,47,3
01,47.11,47,22
01,47.19,47,5
01,47.22,47,12
01,47.24,47,6
01,47.29,47,4
01,47.30,47,6
01,47.42,47,5
01,47.43,47,1
01,47.52,47,1
01,47.52,47,9
01,47.54,47,3
01,47.59,47,5
01,47.59,47,7
01,47.61,47,1
01,47.62,47,4
01,47.64,47,8
01,47.71,47,11
01,47.72,47,1
01,47.73,47,20
01,47.74,47,1
01,47.75,47,2
01,47.76,47,5
01,47.77,47,2
01,47.78,47,6
01,47.78,47,6
01,47.79,47,1
01,47.81,47,1
01,47.91,47,2
01,47.91,47,3
01,47.99,47,2
01,47.99,47,4
01,49.10,49,5
01,49.31,49,3
01,49.32,49,4
01,49.39,49,3
01,49.39,49,4
01,49.39,49,4
01,49.41,49,2
01,49.41,49,5
01,49.41,49,6
01,49.42,49,2
01,52.10,52,2
01,52.10,52,4
01,52.21,52,6
01,52.24,52,2
01,52.29,52,2
01,52.29,52,3
01,53.10,53,6
01,53.20,53,2
01,55.10,55,30
01,55.20,55,3
01,55.30,55,1
01,55.90,55,3
01,56.10,56,2
01,56.10,56,3
01,56.10,56,12
01,56.21,56,2
01,56.29,56,1
01,56.29,56,9
01,56.30,56,2
01,58.11,58,1
01,58.12,58,1
01,58.13,58,4
01,58.14,58,1
01,58.29,58,2
01,59.14,59,1
01,61.10,61,3
01,61.20,61,1
01,61.90,61,2
01,62.01,62,3
01,62.02,62,6
01,62.03,62,2
01,63.11,63,2
01,64.11,64,1
01,64.19,64,5
01,64.20,64,5
01,64.30,64,2
01,65.12,65,2
01,66.21,66,1
01,66.22,66,6
01,66.30,66,3
01,68.20,68,2
01,68.20,68,10
01,68.31,68,4
01,68.32,68,4
01,69.10,69,35
01,69.20,69,8
01,70.10,70,4
01,70.22,70,3
01,71.11,71,4
01,71.12,71,2
01,71.12,71,5
01,71.20,71,8
01,72.11,72,1
01,72.19,72,2
01,73.11,73,3
01,73.12,73,2
01,73.20,73,2
01,74.10,74,1
01,74.90,74,3
01,75.00,75,8
01,77.11,77,3
01,77.12,77,2
01,77.29,77,2
01,77.32,77,2
01,78.10,78,2
01,78.20,78,3
01,78.30,78,9
01,79.11,79,1
01,79.90,79,3
01,80.10,80,6
01,81.10,81,2
01,81.21,81,3
01,81.22,81,3
01,81.29,81,1
01,81.30,81,25
01,82.11,82,2
01,82.19,82,1
01,82.20,82,1
01,82.30,82,3
01,82.92,82,6
01,82.99,82,3
01,84.11,84,3
01,84.12,84,3
01,84.13,84,4
01,84.23,84,2
01,84.24,84,3
01,84.25,84,1
01,84.30,84,1
01,84.30,84,3
01,85.10,85,41
01,85.20,85,2
01,85.31,85,12
01,85.32,85,5
01,85.42,85,2
01,85.51,85,2
01,85.52,85,2
01,85.53,85,6
01,85.59,85,3
01,85.59,85,5
01,86.10,86,2
01,86.21,86,4
01,86.22,86,2
01,86.22,86,4
01,86.23,86,5
01,86.90,86,1
01,86.90,86,2
01,86.90,86,3
01,86.90,86,10
01,86.90,86,14
01,87.10,87,5
01,87.10,87,9
01,87.10,87,11
01,87.20,87,5
01,87.30,87,2
01,87.30,87,7
01,87.90,87,2
01,87.90,87,3
01,88.10,88,3
01,88.10,88,4
01,88.10,88,4
01,88.91,88,4
01,88.91,88,8
01,88.99,88,1
01,88.99,88,3
01,90.01,90,3
01,90.02,90,1
01,90.04,90,3
01,91.01,91,1
01,91.03,91,3
01,91.04,91,1
01,92.00,92,2
01,93.11,93,5
01,93.12,93,7
01,93.19,93,2
01,93.21,93,1
01,93.29,93,16
01,94.11,94,3
01,94.12,94,3
01,94.91,94,3
01,94.99,94,4
01,96.01,96,2
01,96.02,96,6
01,96.04,96,1
01,96.09,96,5
02,01.11,01,3
02,01.13,01,3
02,01.21,01,2
02,01.24,01,2
02,01.47,01,1
02,01.61,01,7
02,02.20,02,4
02,02.40,02,7
02,03.22,03,1
02,08.11,08,1
02,08.12,08,3
02,10.11,10,2
02,10.13,10,1
02,10.39,10,2
02,10.39,10,3
02,10.51,10,1
02,10.51,10,3
02,10.51,10,4
02,10.61,10,1
02,10.61,10,1
02,10.62,10,1
02,10.71,10,2
02,10.71,10,4
02,10.71,10,22
02,10.72,10,3
02,10.81,10,2
02,10.85,10,1
02,10.86,10,1
02,10.89,10,2
02,10.91,10,2
02,11.02,11,2
02,11.02,11,2
02,11.07,11,1
02,13.91,13,1
02,13.92,13,1
02,13.96,13,3
02,13.99,13,3
02,14.12,14,1
02,14.13,14,1
02,14.19,14,1
02,14.31,14,1
02,15.12,15,2
02,16.10,16,2
02,16.23,16,1
02,16.24,16,7
02,16.29,16,3
02,17.11,17,1
02,17.12,17,3
02,17.21,17,2
02,17.21,17,3
02,17.23,17,1
02,17.29,17,1
02,18.12,18,3
02,18.13,18,2
02,20.12,20,1
02,20.13,20,2
02,20.15,20,3
02,20.16,20,1
02,20.20,20,1
02,20.41,20,1
02,20.42,20,2
02,20.52,20,1
02,20.59,20,1
02,21.20,21,1
02,22.19,22,2
02,22.21,22,2
02,22.22,22,3
02,22.23,22,2
02,22.29,22,3
02,22.29,22,5
02,23.12,23,2
02,23.13,23,1
02,23.61,23,3
02,23.63,23,1
02,23.70,23,2
02,23.99,23,2
02,24.10,24,1
02,24.20,24,3
02,24.33,24,1
02,24.51,24,1
02,24.52,24,1
02,24.53,24,2
02,24.54,24,1
02,25.11,25,4
02,25.12,25,1
02,25.50,25,1
02,25.50,25,4
02,25.61,25,3
02,25.62,25,15
02,25.73,25,2
02,25.73,25,2
02,25.92,25,1
02,25.93,25,3
02,25.99,25,1
02,25.99,25,2
02,26.12,26,1
02,26.30,26,1
02,27.12,27,4
02,27.32,27,1
02,27.33,27,2
02,27.40,27,2
02,27.51,27,2
02,27.52,27,1
02,27.90,27,3
02,28.13,28,1
02,28.14,28,2
02,28.22,28,3
02,28.25,28,2
02,28.29,28,2
02,28.29,28,3
02,28.30,28,7
02,28.92,28,1
02,28.93,28,2
02,28.99,28,2
02,29.20,29,4
02,29.31,29,1
02,29.32,29,3
02,30.20,30,2
02,30.91,30,1
02,30.92,30,1
02,31.01,31,1
02,31.09,31,1
02,32.50,32,1
02,32.50,32,2
02,32.91,32,2
02,32.99,32,2
02,33.11,33,2
02,33.12,33,6
02,33.14,33,2
02,33.17,33,1
02,33.19,33,2
02,33.20,33,5
02,33.20,33,6
02,35.12,35,1
02,35.13,35,2
02,35.22,35,3
02,35.30,35,2
02,36.00,36,6
02,37.00,37,3
02,38.11,38,3
02,38.21,38,5
02,38.22,38,4
02,38.32,38,3
02,39.00,39,1
02,41.10,41,1
02,41.20,41,3
02,41.20,41,6
02,42.11,42,9
02,42.21,42,4
02,42.22,42,3
02,42.91,42,1
02,42.99,42,1
02,43.11,43,1
02,43.12,43,2
02,43.12,43,3
02,43.21,43,2
02,43.21,43,5
02,43.22,43,4
02,43.22,43,10
02,43.29,43,6
02,43.31,43,2
02,43.32,43,1
02,43.32,43,4
02,43.32,43,18
02,43.33,43,6
02,43.34,43,12
02,43.39,43,1
02,43.91,43,3
02,43.91,43,13
02,43.99,43,1
02,43.99,43,1
02,43.99,43,1
02,43.99,43,11
02,45.11,45,4
02,45.19,45,4
02,45.20,45,2
02,45.20,45,5
02,45.31,45,2
02,45.32,45,13
02,46.18,46,2
02,46.19,46,1
02,46.21,46,5
02,46.23,46,1
02,46.31,46,3
02,46.32,46,2
02,46.33,46,3
02,46.34,46,4
02,46.38,46,1
02,46.39,46,2
02,46.41,46,2
02,46.42,46,1
02,46.43,46,1
02,46.46,46,1
02,46.49,46,2
02,46.51,46,2
02,46.61,46,21
02,46.62,46,1
02,46.63,46,1
02,46.66,46,1
02,46.69,46,2
02,46.69,46,2
02,46.69,46,2
02,46.71,46,4
02,46.72,46,4
02,46.73,46,2
02,46.73,46,7
02,46.74,46,1
02,46.74,46,3
02,46.75,46,3
02,46.77,46,1
02,46.90,46,2
02,47.11,47,1
02,47.11,47,1
02,47.11,47,2
02,47.11,47,2
02,47.11,47,7
02,47.11,47,30
02,47.19,47,3
02,47.22,47,7
02,47.24,47,2
02,47.30,47,6
02,47.42,47,4
02,47.52,47,1
02,47.52,47,8
02,47.54,47,3
02,47.59,47,2
02,47.59,47,9
02,47.61,47,1
02,47.62,47,1
02,47.64,47,7
02,47.71,47,8
02,47.73,47,15
02,47.74,47,3
02,47.75,47,4
02,47.76,47,10
02,47.78,47,1
02,47.78,47,2
02,47.91,47,2
02,47.99,47,1
02,49.10,49,3
02,49.31,49,2
02,49.32,49,3
02,49.39,49,3
02,49.39,49,7
02,49.41,49,1
02,49.41,49,3
02,49.41,49,15
02,49.42,49,4
02,49.50,49,1
02,52.10,52,2
02,52.21,52,3
02,52.24,52,1
02,52.29,52,3
02,52.29,52,4
02,53.10,53,7
02,55.10,55,13
02,55.20,55,1
02,55.30,55,1
02,55.90,55,4
02,56.10,56,2
02,56.10,56,10
02,56.10,56,16
02,56.29,56,1
02,56.29,56,3
02,56.30,56,1
02,58.13,58,2
02,58.29,58,1
02,59.14,59,2
02,59.20,59,1
02,61.10,61,5
02,61.90,61,1
02,62.01,62,2
02,62.02,62,1
02,62.02,62,2
02,62.03,62,1
02,63.11,63,1
02,63.12,63,1
02,64.11,64,1
02,64.19,64,14
02,64.20,64,3
02,64.92,64,1
02,64.99,64,1
02,65.12,65,2
02,66.21,66,3
02,66.22,66,3
02,68.20,68,2
02,68.20,68,2
02,68.31,68,4
02,68.32,68,1
02,69.10,69,15
02,69.20,69,17
02,70.10,70,7
02,70.21,70,1
02,70.22,70,3
02,71.11,71,2
02,71.12,71,2
02,71.12,71,15
02,71.20,71,1
02,71.20,71,4
02,72.19,72,2
02,73.11,73,1
02,73.12,73,2
02,74.10,74,1
02,74.90,74,1
02,77.11,77,1
02,77.12,77,1
02,77.29,77,2
02,77.31,77,1
02,77.32,77,3
02,77.39,77,2
02,78.20,78,1
02,78.30,78,8
02,79.90,79,2
02,80.10,80,6
02,81.10,81,1
02,81.21,81,4
02,81.22,81,2
02,81.29,81,1
02,81.29,81,2
02,81.30,81,11
02,82.11,82,2
02,82.20,82,2
02,82.92,82,5
02,82.99,82,2
02,84.11,84,3
02,84.12,84,2
02,84.13,84,6
02,84.23,84,3
02,84.24,84,5
02,84.25,84,3
02,84.30,84,2
02,84.30,84,3
02,85.10,85,18
02,85.20,85,113
02,85.31,85,11
02,85.32,85,17
02,85.42,85,5
02,85.52,85,1
02,85.59,85,3
02,85.59,85,4
02,86.10,86,4
02,86.21,86,5
02,86.22,86,1
02,86.22,86,2
02,86.23,86,2
02,86.90,86,1
02,86.90,86,3
02,86.90,86,5
02,86.90,86,13
02,87.10,87,2
02,87.10,87,4
02,87.10,87,35
02,87.20,87,2
02,87.20,87,14
02,87.30,87,2
02,87.30,87,2
02,87.90,87,7
02,87.90,87,9
02,88.10,88,4
02,88.10,88,6
02,88.10,88,8
02,88.91,88,6
02,88.91,88,15
02,88.99,88,4
02,88.99,88,9
02,90.01,90,2
02,90.02,90,1
02,90.04,90,2
02,91.01,91,1
02,91.03,91,4
02,93.11,93,5
02,93.12,93,1
02,93.29,93,8
02,94.11,94,3
02,94.12,94,2
02,94.91,94,1
02,94.99,94,11
02,95.11,95,1
02,96.01,96,2
02,96.01,96,2
02,96.02,96,2
02,96.03,96,2
02,96.04,96,1
02,96.09,96,7
03,01.13,01,1
03,01.30,01,2
03,01.49,01,1
03,01.61,01,2
03,01.62,01,1
03,08.12,08,2
03,10.11,10,2
03,10.12,10,2
03,10.13,10,4
03,10.41,10,1
03,10.51,10,2
03,10.61,10,1
03,10.71,10,1
03,10.71,10,1
03,10.71,10,1
03,10.71,10,15
03,10.72,10,1
03,10.82,10,3
03,10.85,10,2
03,10.86,10,1
03,10.89,10,5
03,10.91,10,2
03,10.92,10,1
03,11.02,11,1
03,11.07,11,2
03,14.12,14,1
03,15.12,15,4
03,16.10,16,7
03,16.22,16,1
03,16.23,16,2
03,16.24,16,5
03,16.29,16,1
03,18.12,18,3
03,20.14,20,1
03,20.16,20,1
03,20.42,20,2
03,20.59,20,1
03,21.10,21,1
03,21.20,21,2
03,22.11,22,2
03,22.19,22,1
03,22.21,22,1
03,22.22,22,2
03,22.23,22,3
03,22.29,22,2
03,22.29,22,3
03,23.12,23,1
03,23.19,23,2
03,23.32,23,1
03,23.51,23,1
03,23.52,23,1
03,23.61,23,1
03,23.70,23,2
03,23.99,23,1
03,24.10,24,1
03,24.31,24,1
03,24.33,24,1
03,24.34,24,1
03,24.42,24,1
03,24.51,24,1
03,24.53,24,2
03,24.54,24,1
03,25.11,25,7
03,25.12,25,2
03,25.29,25,1
03,25.50,25,2
03,25.50,25,2
03,25.61,25,2
03,25.62,25,14
03,25.73,25,1
03,25.93,25,2
03,25.94,25,1
03,25.99,25,2
03,25.99,25,2
03,26.11,26,1
03,26.12,26,1
03,26.30,26,1
03,26.51,26,1
03,26.51,26,4
03,27.12,27,2
03,27.40,27,2
03,27.90,27,2
03,28.11,28,1
03,28.15,28,1
03,28.22,28,2
03,28.25,28,1
03,28.30,28,2
03,28.41,28,3
03,28.49,28,1
03,28.92,28,1
03,28.93,28,1
03,28.94,28,1
03,28.99,28,1
03,29.10,29,1
03,29.20,29,2
03,29.32,29,2
03,31.01,31,2
03,31.09,31,2
03,32.12,32,1
03,32.50,32,2
03,32.99,32,2
03,33.11,33,2
03,33.12,33,2
03,33.13,33,1
03,33.14,33,1
03,33.16,33,1
03,33.19,33,1
03,33.20,33,1
03,33.20,33,1
03,33.20,33,3
03,33.20,33,3
03,35.11,35,1
03,35.12,35,1
03,35.13,35,5
03,35.22,35,2
03,35.30,35,1
03,36.00,36,4
03,37.00,37,4
03,38.11,38,4
03,38.12,38,2
03,38.21,38,3
03,38.31,38,1
03,38.32,38,3
03,41.20,41,3
03,41.20,41,3
03,42.11,42,7
03,42.21,42,3
03,42.22,42,4
03,42.99,42,1
03,43.12,43,1
03,43.12,43,6
03,43.21,43,1
03,43.21,43,6
03,43.22,43,5
03,43.22,43,16
03,43.29,43,1
03,43.29,43,3
03,43.31,43,9
03,43.32,43,1
03,43.32,43,5
03,43.32,43,12
03,43.33,43,6
03,43.34,43,5
03,43.39,43,1
03,43.91,43,2
03,43.91,43,2
03,43.99,43,2
03,43.99,43,3
03,43.99,43,9
03,45.11,45,13
03,45.19,45,3
03,45.20,45,3
03,45.20,45,11
03,45.31,45,2
03,45.32,45,6
03,45.40,45,1
03,46.17,46,2
03,46.18,46,1
03,46.19,46,1
03,46.19,46,1
03,46.21,46,3
03,46.23,46,5
03,46.31,46,3
03,46.32,46,1
03,46.33,46,1
03,46.34,46,2
03,46.36,46,1
03,46.38,46,1
03,46.39,46,2
03,46.39,46,2
03,46.41,46,1
03,46.43,46,1
03,46.44,46,2
03,46.45,46,1
03,46.46,46,3
03,46.49,46,1
03,46.61,46,12
03,46.63,46,1
03,46.66,46,1
03,46.69,46,1
03,46.69,46,4
03,46.71,46,1
03,46.72,46,1
03,46.73,46,3
03,46.73,46,11
03,46.74,46,4
03,46.75,46,1
03,46.77,46,2
03,47.11,47,1
03,47.11,47,2
03,47.11,47,2
03,47.11,47,4
03,47.11,47,7
03,47.19,47,2
03,47.22,47,4
03,47.24,47,4
03,47.29,47,1
03,47.30,47,2
03,47.42,47,5
03,47.52,47,2
03,47.52,47,8
03,47.53,47,2
03,47.54,47,3
03,47.59,47,2
03,47.59,47,8
03,47.61,47,1
03,47.62,47,2
03,47.64,47,9
03,47.71,47,11
03,47.72,47,1
03,47.73,47,10
03,47.74,47,3
03,47.75,47,4
03,47.76,47,2
03,47.78,47,1
03,47.78,47,2
03,47.79,47,1
03,47.91,47,2
03,47.91,47,2
03,47.99,47,1
03,47.99,47,3
03,49.10,49,4
03,49.31,49,5
03,49.32,49,2
03,49.39,49,1
03,49.39,49,2
03,49.41,49,3
03,49.41,49,6
03,49.50,49,1
03,52.10,52,2
03,52.10,52,3
03,52.21,52,12
03,52.29,52,1
03,52.29,52,2
03,53.10,53,3
03,55.10,55,4
03,55.90,55,7
03,56.10,56,3
03,56.10,56,13
03,56.10,56,30
03,56.21,56,2
03,56.29,56,2
03,56.29,56,2
03,56.30,56,2
03,58.13,58,2
03,58.29,58,1
03,61.10,61,3
03,61.90,61,1
03,62.01,62,2
03,62.02,62,2
03,64.11,64,1
03,64.19,64,2
03,64.20,64,12
03,65.12,65,3
03,66.19,66,1
03,66.21,66,1
03,66.22,66,2
03,68.20,68,2
03,68.20,68,3
03,68.31,68,5
03,68.32,68,3
03,69.10,69,11
03,69.20,69,10
03,70.10,70,3
03,70.22,70,2
03,71.11,71,1
03,71.12,71,1
03,71.12,71,1
03,71.20,71,2
03,72.19,72,2
03,73.11,73,3
03,73.12,73,2
03,74.30,74,1
03,74.90,74,1
03,75.00,75,2
03,77.29,77,3
03,78.10,78,4
03,78.20,78,1
03,78.30,78,5
03,79.11,79,1
03,79.90,79,1
03,80.20,80,1
03,81.21,81,2
03,81.22,81,1
03,81.30,81,3
03,82.11,82,1
03,82.19,82,1
03,82.20,82,2
03,82.92,82,2
03,82.99,82,2
03,84.11,84,6
03,84.12,84,2
03,84.13,84,3
03,84.23,84,5
03,84.24,84,4
03,84.25,84,3
03,84.30,84,2
03,84.30,84,3
03,85.10,85,13
03,85.20,85,10
03,85.31,85,4
03,85.32,85,4
03,85.42,85,4
03,85.51,85,5
03,85.53,85,2
03,85.59,85,2
03,85.59,85,5
03,85.60,85,1
03,86.10,86,6
03,86.21,86,3
03,86.22,86,2
03,86.22,86,4
03,86.23,86,2
03,86.90,86,1
03,86.90,86,2
03,86.90,86,3
03,86.90,86,9
03,87.10,87,2
03,87.10,87,3
03,87.10,87,9
03,87.20,87,6
03,87.30,87,6
03,87.90,87,5
03,87.90,87,9
03,88.10,88,1
03,88.10,88,4
03,88.10,88,6
03,88.91,88,7
03,88.99,88,1
03,88.99,88,2
03,90.01,90,1
03,90.04,90,4
03,91.01,91,3
03,91.03,91,2
03,91.04,91,1
03,92.00,92,3
03,93.11,93,2
03,93.12,93,5
03,93.21,93,1
03,93.29,93,4
03,94.11,94,2
03,94.91,94,1
03,94.99,94,4
03,95.11,95,3
03,96.01,96,1
03,96.01,96,2
03,96.02,96,4
03,96.03,96,5
03,96.04,96,2
03,96.09,96,4
04,01.21,01,2
04,01.24,01,6
04,01.63,01,1
04,02.20,02,3
04,02.40,02,2
04,10.11,10,3
04,10.13,10,1
04,10.13,10,1
04,10.39,10,2
04,10.39,10,2
04,10.41,10,1
04,10.51,10,1
04,10.71,10,10
04,10.72,10,2
04,10.82,10,2
04,10.85,10,3
04,10.86,10,1
04,11.01,11,1
04,11.07,11,1
04,16.10,16,1
04,16.23,16,1
04,20.13,20,1
04,20.14,20,1
04,20.41,20,3
04,20.42,20,2
04,20.53,20,1
04,23.61,23,1
04,25.11,25,2
04,25.12,25,1
04,25.62,25,1
04,25.93,25,1
04,26.30,26,1
04,28.99,28,1
04,29.10,29,1
04,30.30,30,1
04,31.01,31,1
04,33.11,33,1
04,33.12,33,1
04,33.16,33,1
04,33.20,33,1
04,33.20,33,2
04,35.11,35,2
04,35.12,35,1
04,35.13,35,8
04,36.00,36,4
04,37.00,37,1
04,38.11,38,3
04,38.21,38,2
04,38.22,38,1
04,38.32,38,1
04,41.20,41,3
04,42.11,42,6
04,42.13,42,1
04,42.21,42,1
04,42.22,42,3
04,42.99,42,1
04,43.12,43,1
04,43.12,43,6
04,43.21,43,4
04,43.22,43,4
04,43.22,43,5
04,43.29,43,1
04,43.32,43,2
04,43.32,43,4
04,43.33,43,3
04,43.34,43,2
04,43.91,43,1
04,43.99,43,1
04,43.99,43,1
04,43.99,43,1
04,43.99,43,1
04,43.99,43,13
04,45.11,45,4
04,45.19,45,4
04,45.20,45,3
04,45.31,45,3
04,45.40,45,1
04,46.13,46,1
04,46.18,46,1
04,46.21,46,2
04,46.23,46,1
04,46.24,46,1
04,46.31,46,3
04,46.32,46,1
04,46.32,46,2
04,46.38,46,1
04,46.39,46,2
04,46.39,46,2
04,46.44,46,1
04,46.45,46,3
04,46.49,46,1
04,46.52,46,1
04,46.61,46,6
04,46.63,46,1
04,46.66,46,1
04,46.69,46,1
04,46.69,46,2
04,46.71,46,1
04,46.73,46,3
04,46.74,46,1
04,46.74,46,1
04,46.75,46,1
04,46.90,46,1
04,47.11,47,1
04,47.11,47,1
04,47.11,47,2
04,47.11,47,5
04,47.11,47,14
04,47.22,47,4
04,47.24,47,2
04,47.29,47,4
04,47.30,47,2
04,47.42,47,3
04,47.52,47,5
04,47.54,47,1
04,47.59,47,1
04,47.59,47,2
04,47.64,47,4
04,47.72,47,1
04,47.73,47,7
04,47.74,47,1
04,47.75,47,3
04,47.76,47,4
04,47.78,47,2
04,47.78,47,3
04,47.81,47,1
04,47.99,47,1
04,49.31,49,1
04,49.32,49,1
04,49.39,49,1
04,49.39,49,3
04,49.39,49,6
04,49.41,49,3
04,49.41,49,3
04,49.42,49,1
04,52.10,52,1
04,52.21,52,4
04,52.29,52,1
04,53.10,53,9
04,55.10,55,4
04,55.20,55,4
04,55.30,55,4
04,55.90,55,1
04,56.10,56,1
04,56.10,56,5
04,56.10,56,11
04,56.29,56,3
04,56.30,56,3
04,58.13,58,1
04,58.29,58,1
04,61.10,61,2
04,61.90,61,1
04,62.01,62,1
04,62.02,62,1
04,64.11,64,1
04,64.19,64,5
04,64.20,64,1
04,65.12,65,6
04,66.21,66,1
04,68.20,68,1
04,68.31,68,1
04,68.32,68,2
04,69.10,69,11
04,69.20,69,14
04,70.10,70,1
04,70.22,70,3
04,71.12,71,5
04,71.20,71,2
04,72.19,72,3
04,73.11,73,1
04,75.00,75,1
04,77.29,77,2
04,77.32,77,1
04,78.30,78,6
04,79.11,79,1
04,79.90,79,1
04,80.10,80,3
04,80.20,80,1
04,81.21,81,2
04,81.22,81,2
04,81.29,81,1
04,81.30,81,6
04,82.11,82,2
04,82.19,82,1
04,82.20,82,2
04,82.92,82,1
04,82.99,82,3
04,84.11,84,6
04,84.12,84,3
04,84.13,84,4
04,84.23,84,4
04,84.24,84,1
04,84.25,84,1
04,84.30,84,1
04,84.30,84,3
04,85.10,85,13
04,85.20,85,25
04,85.31,85,4
04,85.32,85,4
04,85.42,85,1
04,85.51,85,1
04,85.53,85,1
04,85.59,85,2
04,85.59,85,3
04,86.10,86,2
04,86.21,86,4
04,86.23,86,1
04,86.90,86,1
04,86.90,86,3
04,86.90,86,6
04,87.10,87,1
04,87.10,87,2
04,87.10,87,9
04,87.20,87,6
04,87.30,87,4
04,87.30,87,6
04,87.90,87,2
04,87.90,87,4
04,88.10,88,1
04,88.10,88,4
04,88.10,88,18
04,88.91,88,14
04,88.99,88,2
04,88.99,88,11
04,90.01,90,1
04,90.02,90,1
04,91.01,91,1
04,91.03,91,2
04,92.00,92,1
04,93.11,93,1
04,93.12,93,1
