department,NACE,workforce
27,47.74,19
27,56.21,19
27,82.30,19
27,88.10,19
27,91.02,19
28,20.16,19
28,20.53,19
28,25.92,19
28,28.25,19
28,33.20,19
28,38.22,19
28,41.10,19
28,43.32,19
28,46.39,19
28,46.52,19
28,47.43,19
28,47.54,19
28,68.31,19
28,74.90,19
28,88.10,19
28,90.04,19
28,91.03,19
28,93.11,19
28,94.91,19
28,96.01,19
29,01.24,19
29,11.03,19
29,13.92,19
29,25.99,19
29,31.01,19
29,31.03,19
29,46.52,19
29,47.11,19
29,47.41,19
29,52.24,19
29,58.14,19
29,81.29,19
29,88.10,19
29,90.02,19
2A,10.13,19
2A,38.11,19
2A,42.21,19
2A,43.32,19
2A,45.31,19
2A,46.31,19
2A,46.73,19
2A,47.29,19
2A,47.76,19
2A,52.21,19
2A,77.32,19
2A,86.22,19
2A,93.11,19
2B,01.13,19
2B,10.71,19
2B,11.07,19
2B,45.19,19
2B,46.32,19
2B,46.38,19
2B,46.39,19
2B,46.73,19
2B,47.59,19
2B,58.13,19
2B,73.11,19
2B,82.92,19
2B,86.90,19
2B,87.20,19
30,10.85,19
30,20.41,19
30,22.21,19
30,23.12,19
30,26.51,19
30,28.30,19
30,33.20,19
30,38.21,19
30,39.00,19
30,43.21,19
30,43.32,19
30,46.17,19
30,46.18,19
30,46.32,19
30,46.48,19
30,46.51,19
30,47.25,19
30,47.30,19
30,47.77,19
30,49.42,19
30,59.14,19
30,71.12,19
30,82.11,19
30,86.22,19
30,94.12,19
30,94.91,19
30,95.22,19
31,01.13,19
31,02.10,19
31,10.13,19
31,10.73,19
31,14.19,19
31,28.49,19
31,28.93,19
31,43.21,19
31,43.99,19
31,52.24,19
31,63.12,19
31,64.91,19
31,87.20,19
31,96.01,19
32,16.24,19
32,28.30,19
32,29.20,19
32,43.22,19
32,46.38,19
32,47.11,19
32,49.31,19
32,80.10,19
32,82.11,19
32,84.23,19
32,87.90,19
32,92.00,19
32,93.29,19
33,01.19,19
33,01.43,19
33,02.10,19
33,10.61,19
33,15.12,19
33,24.33,19
33,26.11,19
33,28.21,19
33,28.22,19
33,28.99,19
33,41.10,19
33,46.16,19
33,46.32,19
33,46.48,19
33,47.78,19
33,49.50,19
33,50.10,19
33,59.12,19
33,59.20,19
33,61.30,19
33,66.29,19
33,71.20,19
33,77.33,19
33,78.10,19
34,10.11,19
34,10.52,19
34,20.11,19
34,20.30,19
34,22.21,19
34,22.22,19
34,25.29,19
34,26.11,19
34,26.20,19
34,27.52,19
34,31.02,19
34,46.21,19
34,46.62,19
34,64.30,19
34,74.30,19
34,74.90,19
34,87.20,19
34,95.21,19
35,01.49,19
35,16.24,19
35,16.29,19
35,20.30,19
35,25.73,19
35,39.00,19
35,46.22,19
35,47.51,19
35,51.10,19
35,58.11,19
35,64.92,19
36,01.49,19
36,10.89,19
36,16.24,19
36,22.29,19
36,25.12,19
36,38.21,19
36,41.20,19
36,42.99,19
36,43.31,19
36,47.11,19
36,47.76,19
36,56.10,19
36,56.21,19
36,66.22,19
36,71.12,19
36,77.32,19
36,82.99,19
36,93.29,19
37,08.12,19
37,10.13,19
37,10.83,19
37,14.13,19
37,23.63,19
37,28.25,19
37,31.09,19
37,33.20,19
37,46.43,19
37,46.75,19
37,47.21,19
37,47.91,19
37,62.02,19
37,66.19,19
37,70.21,19
37,71.12,19
37,77.12,19
37,79.90,19
37,90.02,19
38,08.11,19
38,10.52,19
38,10.89,19
38,17.21,19
38,20.30,19
38,27.40,19
38,39.00,19
38,43.99,19
38,46.23,19
38,46.36,19
38,46.37,19
38,46.43,19
38,64.30,19
38,95.22,19
39,17.21,19
39,17.29,19
39,33.12,19
39,33.20,19
39,42.21,19
39,42.22,19
39,46.18,19
39,46.66,19
39,46.69,19
39,46.74,19
39,47.29,19
39,58.13,19
39,68.32,19
39,85.51,19
39,88.10,19
39,96.03,19
40,25.93,19
40,42.99,19
40,46.63,19
40,46.69,19
40,46.72,19
40,46.74,19
40,46.74,19
40,46.75,19
40,47.99,19
40,49.32,19
40,52.24,19
40,56.29,19
40,85.52,19
40,86.90,19
41,01.24,19
41,16.10,19
41,25.12,19
41,33.12,19
41,43.32,19
41,43.33,19
41,45.19,19
41,46.74,19
41,47.99,19
41,79.11,19
41,82.11,19
41,91.01,19
41,93.19,19
41,96.03,19
42,01.21,19
42,10.32,19
42,10.61,19
42,14.14,19
42,28.21,19
42,28.30,19
42,31.02,19
42,31.09,19
42,38.21,19
42,38.31,19
42,43.99,19
42,47.52,19
42,47.91,19
42,66.21,19
42,74.10,19
42,77.11,19
42,77.39,19
42,86.22,19
42,91.03,19
42,95.11,19
43,01.24,19
43,08.11,19
43,10.71,19
43,18.12,19
43,18.13,19
43,22.29,19
43,31.01,19
43,32.50,19
43,33.12,19
43,43.29,19
43,46.34,19
43,47.74,19
43,49.32,19
43,68.31,19
43,73.11,19
43,81.22,19
43,86.21,19
43,86.22,19
43,94.91,19
43,96.01,19
44,01.30,19
44,10.83,19
44,10.89,19
44,24.33,19
44,28.92,19
44,46.47,19
44,63.99,19
44,74.90,19
45,10.13,19
45,13.92,19
45,13.93,19
45,33.13,19
45,41.10,19
45,45.40,19
45,46.32,19
45,46.62,19
45,47.24,19
45,47.61,19
45,47.74,19
45,47.99,19
45,56.21,19
45,58.11,19
45,72.11,19
45,73.12,19
45,77.39,19
45,87.20,19
45,94.91,19
45,95.22,19
46,10.85,19
46,25.11,19
46,38.11,19
46,38.32,19
46,43.31,19
46,47.29,19
46,56.10,19
46,66.22,19
46,79.90,19
46,84.23,19
46,88.91,19
46,88.99,19
47,10.71,19
47,10.86,19
47,28.12,19
47,28.99,19
47,33.20,19
47,38.21,19
47,43.13,19
47,43.99,19
47,45.32,19
47,46.44,19
47,47.19,19
47,47.76,19
47,56.10,19
47,56.29,19
47,62.02,19
47,68.31,19
47,71.11,19
47,77.12,19
47,77.29,19
47,86.22,19
47,93.21,19
48,16.24,19
48,32.99,19
48,38.11,19
48,43.22,19
48,45.31,19
48,46.39,19
48,79.90,19
48,81.30,19
48,86.90,19
48,93.12,19
49,10.51,19
49,13.94,19
49,21.10,19
49,25.50,19
49,32.30,19
49,35.22,19
49,46.23,19
49,46.43,19
49,46.66,19
49,46.77,19
49,47.43,19
49,62.02,19
49,64.30,19
49,66.30,19
49,88.99,19
50,01.43,19
50,18.13,19
50,39.00,19
50,43.33,19
50,46.18,19
50,46.19,19
50,46.32,19
50,46.39,19
50,46.44,19
50,47.11,19
50,47.29,19
50,77.29,19
50,90.04,19
50,96.04,19
51,01.19,19
51,01.62,19
51,16.10,19
51,24.53,19
51,28.99,19
51,33.20,19
51,41.10,19
51,43.99,19
51,45.20,19
51,46.71,19
51,46.74,19
51,47.21,19
51,47.61,19
51,47.78,19
51,72.19,19
51,73.12,19
51,81.29,19
51,90.02,19
51,93.19,19
51,95.11,19
52,08.12,19
52,22.23,19
52,41.20,19
52,46.69,19
52,86.90,19
52,91.01,19
53,01.43,19
53,16.10,19
53,18.13,19
53,23.63,19
53,25.12,19
53,25.73,19
53,27.12,19
53,31.09,19
53,41.20,19
53,43.12,19
53,43.99,19
53,45.19,19
53,46.51,19
53,46.63,19
53,46.75,19
53,56.10,19
53,58.13,19
53,86.22,19
53,88.99,19
53,90.01,19
53,93.11,19
53,96.02,19
54,10.51,19
54,18.13,19
54,22.19,19
54,22.29,19
54,25.93,19
54,25.99,19
54,28.29,19
54,31.01,19
54,33.14,19
54,41.10,19
54,46.13,19
54,46.32,19
54,46.33,19
54,46.72,19
54,47.11,19
54,49.42,19
54,62.09,19
54,77.12,19
54,78.10,19
55,08.11,19
55,25.93,19
55,42.21,19
55,42.22,19
55,46.75,19
55,47.64,19
55,49.10,19
55,49.31,19
55,65.12,19
55,70.22,19
55,85.59,19
56,10.39,19
56,13.92,19
56,15.12,19
56,31.09,19
56,43.39,19
56,45.40,19
56,46.77,19
56,47.61,19
56,52.23,19
56,58.14,19
56,63.11,19
56,64.11,19
56,66.21,19
56,74.90,19
56,78.20,19
56,82.11,19
56,85.52,19
57,10.13,19
57,22.19,19
57,23.63,19
57,28.29,19
57,33.20,19
57,38.31,19
57,41.10,19
57,43.11,19
57,46.36,19
57,47.61,19
57,47.78,19
57,49.50,19
57,60.20,19
57,62.02,19
57,64.30,19
57,66.19,19
57,79.90,19
57,82.11,19
57,82.30,19
57,95.24,19
58,33.12,19
58,38.11,19
58,43.29,19
58,43.32,19
58,46.23,19
58,46.39,19
58,46.46,19
58,47.11,19
58,47.24,19
58,47.30,19
58,52.10,19
58,52.29,19
58,56.10,19
58,71.20,19
58,77.29,19
58,81.10,19
58,94.91,19
59,11.06,19
59,16.10,19
59,28.12,19
59,31.09,19
59,32.40,19
59,41.10,19
59,46.12,19
59,46.22,19
59,46.32,19
59,46.38,19
59,58.19,19
59,60.20,19
60,13.10,19
60,23.70,19
60,31.09,19
60,43.99,19
60,43.99,19
60,46.41,19
60,46.63,19
60,47.24,19
60,73.12,19
60,77.12,19
60,81.29,19
60,86.22,19
61,10.91,19
61,13.20,19
61,13.99,19
61,22.19,19
61,23.61,19
61,25.99,19
61,33.20,19
61,33.20,19
61,43.31,19
61,52.29,19
61,68.32,19
61,79.90,19
61,82.20,19
61,93.12,19
61,96.01,19
62,01.50,19
62,10.71,19
62,18.14,19
62,28.95,19
62,33.15,19
62,43.13,19
62,46.43,19
62,46.63,19
62,47.11,19
62,47.41,19
62,49.50,19
62,58.29,19
62,62.01,19
62,66.19,19
62,81.29,19
62,82.91,19
63,14.14,19
63,23.63,19
63,25.93,19
63,25.99,19
63,47.61,19
63,47.62,19
63,47.74,19
63,47.91,19
63,59.14,19
63,61.20,19
63,61.90,19
63,71.20,19
63,77.12,19
63,81.10,19
63,82.19,19
63,96.01,19
64,01.45,19
64,17.21,19
64,17.29,19
64,27.90,19
64,46.13,19
64,46.42,19
64,46.52,19
64,46.71,19
64,47.99,19
64,61.20,19
64,66.30,19
64,88.10,19
64,90.04,19
64,91.02,19
65,10.82,19
65,25.50,19
65,32.50,19
65,37.00,19
65,42.22,19
65,46.21,19
65,46.39,19
65,46.39,19
65,46.44,19
65,47.19,19
65,47.29,19
65,47.59,19
65,56.10,19
65,58.13,19
65,77.29,19
65,81.30,19
65,85.52,19
65,93.19,19
66,29.20,19
66,46.22,19
66,46.32,19
66,46.71,19
66,47.19,19
66,47.21,19
66,47.24,19
66,47.29,19
66,47.43,19
66,49.42,19
66,55.90,19
66,56.10,19
66,56.21,19
66,62.02,19
66,68.20,19
66,75.00,19
66,85.51,19
66,85.52,19
66,86.23,19
66,90.04,19
67,01.62,19
67,10.86,19
67,11.06,19
67,17.23,19
67,23.41,19
67,28.99,19
67,41.10,19
67,43.21,19
67,46.15,19
67,46.39,19
67,47.21,19
67,86.22,19
67,96.01,19
68,01.30,19
68,23.12,19
68,28.41,19
68,42.99,19
68,43.12,19
68,43.13,19
68,46.71,19
68,47.78,19
68,59.14,19
68,79.11,19
69,10.20,19
69,10.83,19
69,10.89,19
69,24.54,19
69,27.20,19
69,28.91,19
69,31.09,19
69,32.20,19
69,35.14,19
69,46.16,19
69,47.11,19
69,59.11,19
69,66.19,19
69,68.32,19
69,91.03,19
69,91.04,19
70,02.40,19
70,18.13,19
70,26.30,19
70,36.00,19
70,38.32,19
70,47.19,19
70,56.29,19
70,56.30,19
70,58.13,19
70,62.02,19
70,64.30,19
70,88.10,19
71,02.20,19
71,13.20,19
71,16.29,19
71,20.16,19
71,24.33,19
71,26.11,19
71,39.00,19
71,43.32,19
71,43.99,19
71,46.17,19
71,46.69,19
71,46.71,19
71,46.77,19
71,47.61,19
71,49.42,19
71,64.11,19
71,68.31,19
71,72.19,19
71,79.90,19
71,82.11,19
71,85.52,19
71,86.90,19
72,25.12,19
72,28.22,19
72,33.20,19
72,35.22,19
72,41.10,19
72,42.12,19
72,43.39,19
72,46.47,19
72,47.91,19
72,52.24,19
72,59.14,19
72,79.11,19
72,94.12,19
73,11.01,19
73,11.05,19
73,20.59,19
73,28.13,19
73,28.29,19
73,33.16,19
73,35.14,19
73,46.66,19
73,46.76,19
73,47.19,19
73,47.41,19
73,47.43,19
73,55.30,19
73,60.10,19
73,66.30,19
73,68.10,19
73,78.20,19
73,82.20,19
73,85.53,19
73,86.90,19
73,90.04,19
74,01.19,19
74,10.51,19
74,25.50,19
74,28.22,19
74,28.93,19
74,46.17,19
74,46.43,19
74,46.63,19
74,46.75,19
74,47.52,19
74,58.13,19
74,61.20,19
74,74.10,19
74,74.90,19
74,77.21,19
74,78.10,19
74,82.20,19
74,91.04,19
75,07.29,19
75,10.86,19
75,13.30,19
75,15.11,19
75,22.23,19
75,25.99,19
75,26.70,19
75,28.29,19
75,33.20,19
75,43.13,19
75,46.11,19
75,46.12,19
75,52.23,19
75,55.30,19
75,85.41,19
76,14.14,19
76,24.54,19
76,26.51,19
76,32.30,19
76,38.31,19
76,46.65,19
76,49.32,19
76,82.30,19
76,90.02,19
76,91.02,19
76,95.21,19
77,10.82,19
77,17.21,19
77,17.21,19
77,24.53,19
77,27.33,19
77,28.13,19
77,28.96,19
77,33.13,19
77,46.32,19
77,46.41,19
77,46.47,19
77,46.71,19
77,47.11,19
77,47.51,19
77,47.91,19
77,63.12,19
77,94.91,19
78,10.20,19
78,23.63,19
78,25.73,19
78,32.99,19
78,33.11,19
78,41.10,19
78,46.12,19
78,46.21,19
78,46.22,19
78,46.47,19
78,47.74,19
78,64.30,19
78,68.10,19
79,02.20,19
79,10.13,19
79,22.29,19
79,37.00,19
79,39.00,19
79,43.12,19
79,43.99,19
79,47.11,19
79,55.90,19
79,66.30,19
79,70.21,19
79,85.59,19
79,90.01,19
79,91.03,19
80,01.47,19
80,10.82,19
80,16.24,19
80,23.99,19
80,25.99,19
80,28.99,19
80,31.09,19
80,32.50,19
80,39.00,19
80,43.33,19
80,45.40,19
80,46.13,19
80,46.32,19
80,47.61,19
80,47.78,19
80,52.24,19
80,59.14,19
80,80.20,19
80,85.51,19
80,86.22,19
80,86.90,19
80,90.02,19
80,91.02,19
81,01.30,19
81,01.42,19
81,10.72,19
81,10.89,19
81,13.91,19
81,28.30,19
81,38.22,19
81,43.91,19
81,46.41,19
81,46.69,19
81,46.73,19
81,46.76,19
81,47.19,19
81,47.24,19
81,49.32,19
81,52.10,19
81,86.22,19
81,88.91,19
81,96.03,19
82,18.13,19
82,22.23,19
82,26.51,19
82,28.25,19
82,31.01,19
82,33.20,19
82,42.21,19
82,45.19,19
82,46.72,19
82,47.62,19
82,56.10,19
82,68.31,19
82,74.90,19
82,78.10,19
82,81.22,19
82,82.99,19
82,85.42,19
83,10.41,19
83,14.13,19
83,15.20,19
83,22.29,19
83,23.12,19
83,25.73,19
83,30.12,19
83,43.11,19
83,43.21,19
83,46.36,19
83,46.38,19
83,46.66,19
83,46.74,19
83,47.62,19
83,47.78,19
83,49.32,19
83,61.20,19
83,62.03,19
83,77.40,19
83,90.02,19
83,94.91,19
84,18.13,19
84,23.63,19
84,23.99,19
84,25.99,19
84,28.99,19
84,29.20,19
84,35.12,19
84,42.12,19
84,43.11,19
84,43.21,19
84,43.32,19
84,46.23,19
84,46.42,19
84,47.51,19
84,77.39,19
84,96.02,19
85,01.24,19
85,10.51,19
85,10.51,19
85,16.24,19
85,28.29,19
85,33.20,19
85,43.29,19
85,43.29,19
85,47.11,19
85,47.91,19
85,58.14,19
85,74.90,19
85,77.39,19
85,96.04,19
86,01.62,19
86,17.21,19
86,27.40,19
86,28.99,19
86,31.09,19
86,35.22,19
86,47.43,19
86,47.61,19
86,49.41,19
87,01.62,19
87,10.71,19
87,10.91,19
87,14.19,19
87,27.32,19
87,28.30,19
87,28.99,19
87,35.12,19
87,37.00,19
87,41.10,19
87,43.39,19
87,45.20,19
87,46.66,19
87,47.24,19
87,47.61,19
87,47.78,19
87,58.29,19
87,63.11,19
87,68.20,19
87,81.29,19
87,85.51,19
87,86.90,19
87,91.04,19
87,96.01,19
87,96.03,19
88,10.91,19
88,13.91,19
88,28.30,19
88,39.00,19
88,46.32,19
88,46.69,19
88,47.19,19
88,47.78,19
88,49.41,19
88,49.42,19
88,52.10,19
88,73.12,19
89,01.13,19
89,22.29,19
89,25.73,19
89,33.11,19
89,35.22,19
89,43.29,19
89,43.33,19
89,46.66,19
89,47.11,19
89,47.91,19
89,49.39,19
89,68.20,19
89,68.31,19
89,70.22,19
89,73.12,19
89,85.59,19
89,86.90,19
89,96.01,19
90,23.61,19
90,33.20,19
90,41.20,19
90,43.91,19
90,46.39,19
90,46.69,19
90,49.42,19
90,55.90,19
90,56.29,19
90,68.20,19
90,68.31,19
90,90.02,19
91,01.30,19
91,10.71,19
91,15.12,19
91,20.11,19
91,22.23,19
91,23.12,19
91,32.12,19
91,35.12,19
91,47.51,19
91,47.52,19
91,59.14,19
91,62.09,19
91,82.91,19
91,95.21,19
92,10.72,19
92,18.20,19
92,20.13,19
92,27.32,19
92,47.23,19
92,47.43,19
92,47.72,19
92,52.23,19
92,86.90,19
92,86.90,19
92,95.21,19
92,95.22,19
93,16.23,19
93,25.73,19
93,28.29,19
93,28.41,19
93,32.12,19
93,45.19,19
93,47.65,19
93,58.29,19
93,58.29,19
93,59.13,19
93,70.21,19
93,92.00,19
93,95.12,19
94,10.39,19
94,22.19,19
94,23.63,19
94,23.99,19
94,27.90,19
94,32.99,19
94,38.12,19
94,43.12,19
94,43.13,19
94,45.20,19
94,46.65,19
94,47.11,19
94,58.29,19
94,59.11,19
94,61.30,19
94,63.12,19
94,70.21,19
94,74.20,19
94,81.10,19
94,82.91,19
94,87.30,19
94,93.19,19
94,95.12,19
95,08.11,19
95,10.11,19
95,10.61,19
95,16.24,19
95,17.12,19
95,17.23,19
95,23.12,19
95,28.96,19
95,32.30,19
95,32.99,19
95,41.10,19
95,46.71,19
95,74.90,19
95,94.91,19
971,10.32,19
971,43.21,19
971,43.32,19
971,43.34,19
971,43.99,19
971,46.39,19
971,46.63,19
971,46.66,19
971,46.69,19
971,56.29,19
971,61.90,19
971,65.11,19
971,79.12,19
971,81.29,19
971,84.30,19
971,93.11,19
971,93.19,19
972,10.13,19
972,16.10,19
972,20.15,19
972,24.33,19
972,33.20,19
972,38.21,19
972,42.99,19
972,46.49,19
972,46.74,19
972,47.59,19
972,47.74,19
972,49.42,19
972,66.19,19
972,86.23,19
972,87.20,19
972,88.10,19
973,38.11,19
973,43.12,19
973,46.39,19
973,46.39,19
973,46.73,19
973,52.22,19
973,88.99,19
973,96.01,19
974,01.61,19
974,22.22,19
974,24.34,19
974,27.40,19
974,31.01,19
974,41.10,19
974,43.11,19
974,43.39,19
974,46.41,19
974,46.61,19
974,46.63,19
974,46.65,19
974,47.25,19
974,52.29,19
974,56.10,19
974,62.03,19
974,73.12,19
974,78.10,19
974,96.04,19
976,18.12,19
976,43.99,19
976,45.32,19
976,46.73,19
976,46.74,19
976,47.78,19
976,79.11,19
01,47.42,22.5
01,86.23,22.5
03,47.42,22.5
03,96.03,22.5
04,64.19,22.5
05,64.20,22.5
06,10.71,22.5
06,78.20,22.5
06,96.01,22.5
09,43.34,22.5
09,64.19,22.5
10,23.61,22.5
11,56.30,22.5
12,47.42,22.5
14,96.03,22.5
15,10.71,22.5
16,46.69,22.5
16,96.02,22.5
17,16.23,22.5
17,41.10,22.5
17,47.22,22.5
17,93.11,22.5
18,16.24,22.5
18,33.20,22.5
18,56.29,22.5
19,96.02,22.5
22,47.75,22.5
24,47.71,22.5
24,85.53,22.5
24,96.02,22.5
25,49.32,22.5
25,79.90,22.5
26,75.00,22.5
26,79.90,22.5
27,86.23,22.5
28,86.22,22.5
29,10.71,22.5
29,23.63,22.5
29,47.74,22.5
29,52.21,22.5
29,79.11,22.5
2A,47.78,22.5
2A,56.30,22.5
2A,88.91,22.5
2B,56.30,22.5
30,25.12,22.5
30,47.59,22.5
32,45.20,22.5
33,47.65,22.5
33,49.32,22.5
34,47.52,22.5
34,47.72,22.5
34,47.78,22.5
34,47.81,22.5
35,45.40,22.5
36,71.20,22.5
37,78.20,22.5
38,47.74,22.5
39,85.10,22.5
40,47.22,22.5
42,46.52,22.5
42,47.21,22.5
42,96.03,22.5
43,45.20,22.5
44,43.39,22.5
44,45.40,22.5
44,46.65,22.5
44,47.72,22.5
45,49.32,22.5
45,56.30,22.5
45,75.00,22.5
45,96.02,22.5
46,16.10,22.5
47,08.12,22.5
47,37.00,22.5
49,01.43,22.5
49,47.78,22.5
49,78.20,22.5
50,23.70,22.5
50,66.22,22.5
51,68.31,22.5
51,86.23,22.5
52,45.32,22.5
52,69.10,22.5
52,69.20,22.5
53,47.71,22.5
53,66.22,22.5
54,46.52,22.5
57,49.32,22.5
58,43.32,22.5
58,45.31,22.5
58,56.29,22.5
59,47.21,22.5
60,47.29,22.5
60,47.78,22.5
60,80.20,22.5
61,43.99,22.5
61,66.22,22.5
61,93.19,22.5
62,59.14,22.5
63,45.40,22.5
63,47.78,22.5
64,01.61,22.5
64,47.21,22.5
64,66.21,22.5
65,47.71,22.5
66,47.11,22.5
66,47.75,22.5
67,47.62,22.5
67,47.72,22.5
67,58.13,22.5
67,77.11,22.5
68,56.30,22.5
69,46.14,22.5
69,47.79,22.5
70,88.91,22.5
71,47.29,22.5
71,56.29,22.5
73,56.29,22.5
74,64.30,22.5
76,43.12,22.5
76,66.21,22.5
77,33.14,22.5
77,79.11,22.5
77,96.02,22.5
78,10.13,22.5
78,10.71,22.5
78,96.02,22.5
78,96.03,22.5
79,45.20,22.5
80,47.75,22.5
81,33.20,22.5
81,43.29,22.5
82,46.49,22.5
83,01.30,22.5
83,47.41,22.5
83,77.32,22.5
83,77.39,22.5
83,88.10,22.5
84,08.11,22.5
84,41.20,22.5
84,45.20,22.5
84,71.11,22.5
88,47.75,22.5
88,81.30,22.5
89,85.53,22.5
91,25.61,22.5
91,43.99,22.5
91,88.10,22.5
93,46.39,22.5
93,96.02,22.5
94,10.71,22.5
94,47.30,22.5
95,25.73,22.5
971,33.12,22.5
971,41.20,22.5
971,47.42,22.5
972,96.02,22.5
973,70.22,22.5
974,10.71,22.5
974,32.50,22.5
974,47.75,22.5
974,47.78,22.5
974,49.32,22.5
974,71.12,22.5
974,71.20,22.5
974,75.00,22.5
01,01.13,23.5
01,01.61,23.5
01,01.62,23.5
01,10.91,23.5
01,25.93,23.5
01,26.11,23.5
01,39.00,23.5
01,46.63,23.5
01,49.31,23.5
01,55.90,23.5
01,74.90,23.5
01,82.30,23.5
01,91.03,23.5
02,01.11,23.5
02,08.12,23.5
02,37.00,23.5
02,43.91,23.5
02,46.75,23.5
02,47.74,23.5
03,22.23,23.5
03,33.20,23.5
03,33.20,23.5
03,43.29,23.5
03,45.19,23.5
03,68.32,23.5
03,86.90,23.5
04,02.20,23.5
04,38.11,23.5
04,43.33,23.5
04,46.31,23.5
04,70.22,23.5
04,72.19,23.5
04,80.10,23.5
05,45.32,23.5
05,56.29,23.5
06,01.13,23.5
06,17.29,23.5
06,26.51,23.5
06,31.09,23.5
06,33.20,23.5
06,46.14,23.5
06,46.47,23.5
06,60.10,23.5
06,64.92,23.5
06,93.19,23.5
07,01.30,23.5
07,10.51,23.5
07,11.02,23.5
07,45.20,23.5
07,47.42,23.5
07,90.01,23.5
07,91.04,23.5
08,16.10,23.5
08,20.41,23.5
08,22.21,23.5
08,43.12,23.5
08,46.39,23.5
08,49.32,23.5
08,80.10,23.5
08,93.12,23.5
09,43.21,23.5
09,45.20,23.5
09,46.73,23.5
09,55.20,23.5
09,91.01,23.5
10,02.20,23.5
10,25.12,23.5
10,43.29,23.5
10,45.31,23.5
10,46.49,23.5
10,47.72,23.5
10,47.99,23.5
10,74.90,23.5
11,25.11,23.5
11,33.20,23.5
11,43.99,23.5
11,45.19,23.5
11,46.18,23.5
11,46.69,23.5
11,47.54,23.5
11,56.29,23.5
11,63.11,23.5
11,75.00,23.5
11,93.11,23.5
12,02.20,23.5
12,47.29,23.5
12,52.10,23.5
12,56.10,23.5
12,56.29,23.5
12,73.12,23.5
12,77.39,23.5
12,78.30,23.5
12,81.30,23.5
12,86.23,23.5
13,17.29,23.5
13,27.12,23.5
13,28.22,23.5
13,46.47,23.5
13,47.25,23.5
13,47.65,23.5
13,59.11,23.5
13,81.10,23.5
13,84.30,23.5
13,93.21,23.5
13,95.29,23.5
14,10.13,23.5
14,22.22,23.5
14,43.99,23.5
14,46.65,23.5
14,46.71,23.5
14,47.29,23.5
14,49.41,23.5
14,49.42,23.5
14,58.11,23.5
14,73.12,23.5
14,74.90,23.5
14,77.12,23.5
14,77.32,23.5
14,82.19,23.5
14,88.99,23.5
15,02.40,23.5
15,43.33,23.5
15,47.19,23.5
15,47.73,23.5
15,47.76,23.5
15,52.21,23.5
15,75.00,23.5
15,86.22,23.5
16,25.29,23.5
16,31.01,23.5
16,33.20,23.5
16,43.39,23.5
16,46.23,23.5
16,46.51,23.5
16,46.76,23.5
16,47.42,23.5
16,56.10,23.5
16,77.32,23.5
16,85.53,23.5
17,10.61,23.5
17,42.21,23.5
17,43.29,23.5
17,46.69,23.5
17,46.72,23.5
17,47.74,23.5
17,55.90,23.5
17,58.14,23.5
17,66.30,23.5
17,77.32,23.5
17,82.30,23.5
17,86.22,23.5
18,28.30,23.5
18,43.32,23.5
18,46.51,23.5
18,47.19,23.5
18,47.78,23.5
18,66.21,23.5
18,77.12,23.5
18,78.20,23.5
18,91.03,23.5
19,10.71,23.5
19,31.01,23.5
19,43.12,23.5
19,43.91,23.5
19,46.74,23.5
19,46.76,23.5
19,47.73,23.5
19,47.76,23.5
19,56.29,23.5
19,79.11,23.5
21,26.11,23.5
21,46.74,23.5
21,46.77,23.5
21,47.11,23.5
21,47.52,23.5
21,47.62,23.5
21,49.39,23.5
21,64.92,23.5
21,71.12,23.5
21,75.00,23.5
21,77.32,23.5
21,88.10,23.5
21,93.11,23.5
21,96.03,23.5
21,96.09,23.5
22,31.01,23.5
22,33.20,23.5
22,33.20,23.5
22,47.61,23.5
22,58.13,23.5
22,59.14,23.5
22,66.19,23.5
22,68.32,23.5
22,77.32,23.5
22,82.11,23.5
22,88.91,23.5
23,25.11,23.5
23,43.91,23.5
23,47.59,23.5
23,88.91,23.5
23,94.11,23.5
24,03.22,23.5
24,31.01,23.5
24,33.12,23.5
24,38.32,23.5
24,43.33,23.5
24,46.90,23.5
24,47.61,23.5
24,47.76,23.5
24,55.20,23.5
24,56.29,23.5
24,56.30,23.5
24,62.02,23.5
24,71.12,23.5
24,86.21,23.5
24,88.99,23.5
24,93.11,23.5
25,18.13,23.5
25,23.63,23.5
25,41.10,23.5
25,47.52,23.5
25,47.78,23.5
25,64.30,23.5
25,72.11,23.5
25,86.22,23.5
26,10.91,23.5
26,16.10,23.5
26,16.10,23.5
26,27.12,23.5
26,35.22,23.5
26,43.91,23.5
26,46.63,23.5
26,47.11,23.5
26,47.29,23.5
26,47.91,23.5
26,49.42,23.5
26,58.13,23.5
27,10.91,23.5
27,24.33,23.5
27,33.11,23.5
27,43.31,23.5
27,43.32,23.5
27,43.99,23.5
27,46.32,23.5
27,46.63,23.5
27,46.72,23.5
27,47.81,23.5
27,65.12,23.5
27,68.20,23.5
28,08.12,23.5
28,43.12,23.5
28,45.20,23.5
28,46.49,23.5
28,47.11,23.5
28,72.11,23.5
28,82.30,23.5
28,91.01,23.5
29,03.11,23.5
29,10.89,23.5
29,18.13,23.5
29,46.39,23.5
29,49.32,23.5
29,49.41,23.5
29,72.11,23.5
29,77.11,23.5
29,82.30,23.5
2A,01.21,23.5
2A,10.11,23.5
2A,43.12,23.5
2A,46.69,23.5
2A,47.11,23.5
2A,49.39,23.5
2A,49.42,23.5
2A,63.11,23.5
2A,70.10,23.5
2A,79.12,23.5
2A,82.11,23.5
2B,25.11,23.5
