department,NACE,workforce
71,94.91,28
71,96.03,28
72,01.43,28
72,33.11,28
72,46.69,28
72,86.22,28
72,93.29,28
72,94.91,28
72,96.03,28
73,01.24,28
73,26.12,28
73,28.25,28
73,28.99,28
73,47.11,28
73,47.75,28
73,66.22,28
73,77.32,28
73,82.11,28
73,86.90,28
74,33.20,28
74,43.29,28
74,46.51,28
74,47.30,28
74,47.74,28
74,47.81,28
75,27.40,28
75,33.20,28
75,47.81,28
75,87.30,28
76,01.30,28
76,23.61,28
76,46.77,28
77,43.91,28
77,46.45,28
78,18.12,28
78,31.01,28
78,55.20,28
78,95.11,28
79,10.13,28
79,41.20,28
79,45.32,28
79,46.31,28
79,46.69,28
79,46.74,28
79,49.39,28
79,68.31,28
79,85.53,28
80,10.71,28
80,47.19,28
80,56.29,28
80,62.01,28
81,02.20,28
81,33.12,28
81,47.54,28
81,55.90,28
82,29.20,28
82,47.22,28
82,47.52,28
82,93.29,28
83,26.12,28
83,46.18,28
83,66.19,28
83,78.20,28
84,10.71,28
84,25.12,28
84,43.39,28
84,46.21,28
84,46.77,28
84,47.42,28
84,79.90,28
84,85.53,28
85,10.13,28
85,25.93,28
85,43.39,28
85,46.69,28
85,47.24,28
85,56.21,28
86,08.11,28
86,46.72,28
86,47.42,28
86,49.39,28
86,55.90,28
86,63.11,28
86,68.32,28
87,43.29,28
87,47.19,28
87,47.78,28
87,49.42,28
87,77.32,28
88,35.13,28
88,47.76,28
88,86.23,28
89,18.12,28
89,38.32,28
89,45.19,28
89,46.74,28
89,47.59,28
89,56.21,28
89,68.32,28
89,71.20,28
89,88.99,28
90,47.73,28
91,08.12,28
91,43.11,28
91,47.74,28
91,55.20,28
92,47.53,28
93,13.92,28
93,31.01,28
93,46.71,28
93,59.20,28
93,85.53,28
94,23.70,28
94,43.11,28
94,46.32,28
94,46.63,28
94,78.20,28
94,94.12,28
95,85.60,28
971,46.74,28
971,88.99,28
972,10.11,28
972,33.12,28
972,43.22,28
972,46.69,28
972,52.21,28
972,87.20,28
973,47.42,28
973,47.78,28
973,68.31,28
973,69.20,28
974,01.13,28
974,10.20,28
974,31.09,28
974,43.99,28
974,52.10,28
974,56.21,28
974,71.11,28
974,94.91,28
976,25.11,28
976,56.10,28
976,94.99,28
01,02.20,29
01,20.59,29
01,27.11,29
01,29.31,29
01,32.40,29
01,46.22,29
01,58.29,29
01,62.03,29
01,63.11,29
02,10.11,29
02,22.21,29
02,24.53,29
02,25.73,29
02,28.14,29
02,28.25,29
02,28.99,29
02,30.20,29
02,32.99,29
02,33.19,29
02,35.30,29
02,43.21,29
02,46.39,29
02,47.78,29
02,72.19,29
02,86.22,29
02,86.23,29
02,87.20,29
02,87.30,29
02,94.12,29
03,16.23,29
03,23.19,29
03,25.99,29
03,33.11,29
03,38.12,29
03,46.39,29
03,46.44,29
03,47.11,29
03,47.76,29
03,52.10,29
03,52.29,29
03,66.22,29
03,72.19,29
03,86.22,29
04,10.39,29
04,10.39,29
04,10.72,29
04,46.39,29
04,46.39,29
04,47.30,29
04,47.59,29
04,82.20,29
04,88.99,29
04,91.03,29
05,41.20,29
05,68.20,29
05,71.20,29
05,88.10,29
06,01.19,29
06,02.40,29
06,22.22,29
06,25.11,29
06,25.99,29
06,26.60,29
06,28.93,29
06,32.30,29
06,35.11,29
06,45.19,29
06,46.13,29
06,60.20,29
06,68.10,29
06,73.20,29
06,86.90,29
07,10.31,29
07,11.07,29
07,17.21,29
07,22.29,29
07,23.61,29
07,41.20,29
07,42.91,29
07,43.12,29
07,46.33,29
07,49.41,29
07,77.12,29
07,91.03,29
08,02.40,29
08,10.91,29
08,16.23,29
08,17.21,29
08,27.52,29
08,28.12,29
08,28.30,29
08,49.39,29
08,84.23,29
08,86.21,29
08,90.01,29
09,02.40,29
09,23.99,29
09,24.42,29
09,26.51,29
09,56.29,29
09,68.20,29
09,79.11,29
10,10.51,29
10,20.59,29
10,28.30,29
10,28.93,29
10,46.69,29
10,47.11,29
10,85.51,29
10,96.02,29
11,10.13,29
11,10.41,29
11,10.52,29
11,10.71,29
11,23.12,29
11,25.12,29
11,46.44,29
11,47.11,29
11,47.21,29
11,49.41,29
11,72.19,29
11,77.21,29
11,86.22,29
12,16.29,29
12,31.03,29
12,42.99,29
12,46.11,29
12,46.31,29
12,47.11,29
12,47.11,29
12,49.41,29
12,58.29,29
12,93.12,29
13,10.41,29
13,10.84,29
13,17.21,29
13,17.23,29
13,20.51,29
13,22.21,29
13,27.40,29
13,30.12,29
13,32.13,29
13,46.17,29
13,46.19,29
13,47.89,29
13,66.12,29
13,95.11,29
14,10.12,29
14,11.03,29
14,17.23,29
14,20.14,29
14,23.32,29
14,27.40,29
14,29.20,29
14,32.30,29
14,33.11,29
14,33.13,29
14,35.30,29
14,46.32,29
14,46.39,29
14,46.43,29
14,47.22,29
14,47.43,29
14,52.23,29
14,58.29,29
14,64.99,29
14,65.11,29
14,70.21,29
14,78.10,29
14,79.11,29
14,91.02,29
15,10.85,29
15,36.00,29
15,46.23,29
15,49.10,29
15,61.10,29
15,71.20,29
15,85.42,29
15,85.52,29
15,85.59,29
16,20.14,29
16,22.19,29
16,27.90,29
16,33.20,29
16,46.49,29
16,47.99,29
16,49.42,29
16,52.10,29
16,52.23,29
17,28.12,29
17,46.39,29
17,46.52,29
17,47.11,29
17,47.62,29
17,49.41,29
17,52.23,29
17,86.90,29
18,01.50,29
18,25.62,29
18,29.20,29
18,35.30,29
18,39.00,29
18,42.21,29
18,46.33,29
18,46.49,29
18,46.90,29
18,66.22,29
18,70.10,29
18,82.11,29
18,85.51,29
19,10.82,29
19,42.21,29
19,43.32,29
19,43.99,29
19,46.23,29
19,46.69,29
19,49.31,29
19,71.20,29
21,16.21,29
21,16.29,29
21,23.63,29
21,25.12,29
21,25.72,29
21,30.12,29
21,30.30,29
21,31.01,29
21,32.40,29
21,33.19,29
21,38.21,29
21,47.11,29
21,47.41,29
21,47.99,29
21,52.24,29
21,60.10,29
21,62.09,29
21,66.19,29
21,73.12,29
21,81.29,29
21,86.22,29
21,93.19,29
22,11.03,29
22,20.15,29
22,20.53,29
22,22.29,29
22,25.61,29
22,26.70,29
22,27.90,29
22,43.13,29
22,46.19,29
22,47.30,29
22,52.22,29
22,55.30,29
22,91.01,29
22,94.91,29
23,13.93,29
23,33.20,29
23,38.32,29
23,46.23,29
23,81.21,29
24,01.30,29
24,02.20,29
24,10.39,29
24,23.12,29
24,23.52,29
24,23.70,29
24,33.20,29
24,46.32,29
24,46.45,29
24,58.11,29
24,71.20,29
24,82.92,29
25,22.23,29
25,28.13,29
25,43.99,29
25,46.23,29
25,46.34,29
25,46.39,29
25,46.63,29
25,46.74,29
25,46.90,29
25,47.11,29
25,47.79,29
25,81.29,29
25,96.01,29
26,16.29,29
26,20.30,29
26,20.59,29
26,25.12,29
26,26.30,29
26,46.22,29
26,73.12,29
26,81.29,29
26,95.11,29
26,96.09,29
27,10.71,29
27,10.89,29
27,14.19,29
27,17.29,29
27,26.51,29
27,31.01,29
27,31.09,29
27,32.50,29
27,42.21,29
27,47.11,29
27,49.10,29
27,58.14,29
28,01.46,29
28,26.12,29
28,35.22,29
28,38.32,29
28,43.99,29
28,46.44,29
28,47.11,29
28,47.22,29
28,52.10,29
28,96.01,29
29,01.30,29
29,17.29,29
29,20.16,29
29,29.10,29
29,39.00,29
29,64.11,29
29,78.10,29
29,81.29,29
29,85.51,29
29,91.01,29
2A,10.39,29
2A,22.29,29
2A,38.21,29
2A,43.31,29
2A,52.24,29
2A,68.20,29
2B,10.13,29
2B,42.21,29
2B,46.75,29
2B,46.90,29
2B,49.31,29
2B,49.39,29
2B,52.10,29
2B,52.29,29
30,10.39,29
30,16.24,29
30,20.42,29
30,27.11,29
30,38.12,29
30,46.38,29
30,46.43,29
30,47.11,29
30,47.99,29
30,56.10,29
30,72.11,29
30,91.01,29
30,91.04,29
31,01.47,29
31,02.20,29
31,38.31,29
31,43.13,29
31,46.19,29
31,47.11,29
31,59.11,29
31,77.11,29
31,77.33,29
31,91.04,29
32,10.83,29
32,22.22,29
32,38.32,29
32,47.64,29
32,47.91,29
32,49.41,29
32,84.24,29
32,91.01,29
33,08.11,29
33,11.07,29
33,20.20,29
33,20.41,29
33,26.20,29
33,26.60,29
33,42.12,29
33,42.91,29
33,43.13,29
33,43.21,29
33,52.24,29
33,58.12,29
33,62.03,29
33,63.91,29
34,10.39,29
34,11.01,29
34,14.19,29
34,17.21,29
34,22.29,29
34,25.99,29
34,26.40,29
34,26.70,29
34,28.29,29
34,28.93,29
34,33.17,29
34,33.20,29
34,42.13,29
34,43.29,29
34,53.20,29
34,59.11,29
34,66.19,29
34,90.02,29
34,94.91,29
34,96.01,29
35,10.51,29
35,10.83,29
35,11.01,29
35,17.21,29
35,20.20,29
35,28.11,29
35,31.03,29
35,42.12,29
35,47.11,29
36,10.51,29
36,25.29,29
36,35.30,29
36,46.42,29
36,46.51,29
36,47.11,29
36,49.31,29
36,58.13,29
36,68.32,29
37,01.61,29
37,11.02,29
37,14.19,29
37,18.14,29
37,28.92,29
37,35.22,29
37,43.11,29
37,47.62,29
37,94.91,29
38,01.61,29
38,11.01,29
38,13.10,29
38,15.20,29
38,23.70,29
38,28.94,29
38,31.09,29
38,35.12,29
38,46.33,29
38,52.10,29
38,65.11,29
38,66.19,29
38,86.90,29
38,91.04,29
38,93.19,29
38,93.21,29
38,96.01,29
39,38.12,29
39,46.43,29
39,72.11,29
39,82.11,29
39,82.92,29
39,84.23,29
40,22.29,29
40,24.33,29
40,25.61,29
40,45.19,29
40,46.34,29
40,49.10,29
40,77.29,29
40,80.10,29
40,80.20,29
40,86.22,29
41,10.11,29
41,17.29,29
41,25.73,29
41,27.90,29
41,28.99,29
41,29.20,29
41,46.31,29
41,46.51,29
41,46.63,29
41,46.90,29
41,56.29,29
41,88.99,29
42,01.62,29
42,14.31,29
42,23.63,29
42,27.11,29
42,35.12,29
42,42.13,29
42,46.19,29
42,46.45,29
42,46.75,29
42,52.24,29
42,64.11,29
42,72.20,29
43,10.89,29
43,20.53,29
43,35.11,29
43,43.32,29
43,43.99,29
43,45.19,29
43,46.49,29
43,49.39,29
43,82.92,29
43,91.01,29
43,93.11,29
44,16.10,29
44,17.21,29
44,23.51,29
44,23.64,29
44,25.30,29
44,43.11,29
44,43.21,29
44,46.13,29
44,81.10,29
44,87.20,29
45,01.61,29
45,25.93,29
45,28.92,29
45,31.01,29
45,42.13,29
45,42.99,29
45,43.11,29
45,58.29,29
45,61.90,29
45,82.19,29
45,87.30,29
46,08.12,29
46,10.51,29
46,25.50,29
46,25.61,29
46,33.20,29
46,46.74,29
46,61.10,29
47,10.72,29
47,10.92,29
47,22.22,29
47,26.12,29
47,43.12,29
47,46.39,29
47,47.54,29
47,49.10,29
47,49.42,29
47,62.02,29
47,86.90,29
47,91.01,29
48,41.20,29
48,45.20,29
48,84.23,29
48,85.42,29
48,86.90,29
48,91.04,29
48,94.11,29
48,96.01,29
49,02.10,29
49,11.02,29
49,15.11,29
49,20.16,29
49,25.94,29
49,26.51,29
49,26.52,29
49,28.29,29
49,31.09,29
49,35.12,29
49,43.32,29
49,43.99,29
49,46.32,29
49,47.62,29
49,47.91,29
49,52.10,29
49,68.20,29
49,73.12,29
49,82.91,29
49,86.22,29
49,91.01,29
49,96.01,29
50,28.13,29
50,43.99,29
50,46.46,29
50,55.90,29
50,60.10,29
50,73.12,29
50,88.99,29
50,96.09,29
51,10.61,29
51,11.06,29
51,14.39,29
51,35.12,29
51,37.00,29
51,43.11,29
51,46.39,29
51,58.29,29
51,60.10,29
51,64.11,29
51,72.11,29
51,73.20,29
51,91.03,29
51,96.01,29
52,14.39,29
52,25.12,29
52,37.00,29
52,43.33,29
52,46.33,29
52,46.63,29
52,52.29,29
52,52.29,29
52,66.22,29
52,73.12,29
52,82.92,29
52,84.23,29
52,87.90,29
53,01.47,29
53,23.52,29
53,46.31,29
53,46.34,29
53,46.74,29
53,49.39,29
53,68.32,29
53,77.12,29
54,10.13,29
54,10.61,29
54,20.16,29
54,24.33,29
54,28.14,29
54,33.13,29
54,38.22,29
54,46.75,29
54,47.11,29
54,47.19,29
54,47.43,29
54,47.61,29
54,47.91,29
54,87.30,29
54,91.04,29
54,95.22,29
55,22.19,29
55,38.21,29
55,46.33,29
55,52.10,29
55,61.10,29
55,66.22,29
55,71.20,29
55,77.29,29
55,78.30,29
55,85.42,29
56,02.10,29
56,14.39,29
56,35.11,29
56,35.22,29
56,38.22,29
56,46.32,29
56,47.43,29
56,47.78,29
56,58.13,29
56,73.20,29
56,86.90,29
57,24.54,29
57,25.73,29
57,32.99,29
57,61.90,29
57,82.19,29
57,87.30,29
57,96.01,29
57,96.04,29
58,23.61,29
58,33.20,29
58,73.11,29
58,86.22,29
58,88.91,29
59,01.49,29
59,10.31,29
59,20.15,29
59,23.51,29
59,28.29,29
59,28.95,29
59,46.17,29
59,46.23,29
59,63.91,29
60,13.92,29
60,14.19,29
60,16.23,29
60,18.13,29
60,23.99,29
60,32.99,29
60,33.20,29
60,46.13,29
60,47.43,29
60,49.50,29
60,59.11,29
60,86.90,29
60,96.01,29
61,20.59,29
61,25.72,29
61,32.50,29
61,37.00,29
61,41.20,29
61,46.75,29
61,49.10,29
61,92.00,29
62,03.11,29
62,10.12,29
62,10.61,29
62,22.19,29
62,25.29,29
62,30.11,29
62,32.40,29
62,42.13,29
62,46.47,29
62,47.62,29
62,85.52,29
63,01.62,29
63,20.59,29
63,25.21,29
63,35.12,29
63,43.99,29
63,46.38,29
63,46.44,29
63,46.51,29
63,47.43,29
63,79.90,29
64,09.10,29
64,10.12,29
64,11.02,29
64,16.10,29
64,20.20,29
64,23.12,29
64,25.73,29
64,25.92,29
64,25.93,29
64,28.93,29
64,43.32,29
64,47.53,29
64,47.62,29
64,52.24,29
64,53.20,29
64,64.11,29
64,82.30,29
65,02.40,29
65,10.12,29
65,10.91,29
65,23.61,29
65,33.20,29
65,38.21,29
65,71.20,29
65,73.11,29
65,87.90,29
65,90.04,29
65,91.01,29
66,10.71,29
66,13.92,29
66,16.24,29
66,26.20,29
66,27.33,29
66,46.43,29
66,49.41,29
66,80.20,29
66,85.53,29
66,93.19,29
67,20.41,29
67,23.49,29
67,23.70,29
67,26.52,29
67,38.22,29
67,46.14,29
67,47.11,29
67,60.10,29
67,62.09,29
67,73.20,29
67,91.03,29
67,92.00,29
67,95.11,29
68,10.11,29
68,10.73,29
68,20.52,29
68,27.90,29
68,28.29,29
68,32.99,29
68,38.22,29
68,43.11,29
68,47.62,29
68,58.29,29
68,64.11,29
68,81.29,29
68,82.30,29
68,86.90,29
69,10.12,29
69,10.51,29
69,17.23,29
69,25.21,29
69,25.50,29
69,26.70,29
69,27.33,29
69,50.30,29
69,77.40,29
69,93.21,29
70,10.91,29
70,11.01,29
70,23.61,29
70,25.72,29
70,25.73,29
70,25.99,29
70,31.02,29
70,55.90,29
70,71.20,29
70,82.99,29
70,84.23,29
70,85.59,29
70,94.12,29
71,02.40,29
71,10.85,29
71,24.52,29
71,25.73,29
71,27.33,29
71,28.49,29
71,35.12,29
71,35.30,29
71,43.29,29
71,49.50,29
71,52.22,29
71,56.30,29
71,58.11,29
71,73.12,29
71,90.01,29
71,91.04,29
71,96.04,29
72,01.19,29
72,23.19,29
72,26.11,29
72,28.29,29
72,35.11,29
72,42.99,29
72,46.34,29
72,46.43,29
72,46.66,29
72,52.10,29
72,71.20,29
72,87.30,29
72,91.04,29
72,95.29,29
73,22.21,29
73,23.12,29
73,27.33,29
73,29.10,29
73,35.12,29
73,38.22,29
73,43.99,29
73,46.32,29
73,46.38,29
73,47.11,29
73,47.21,29
73,63.11,29
73,63.12,29
74,10.89,29
74,23.12,29
74,23.70,29
74,25.92,29
74,31.09,29
74,35.11,29
74,43.32,29
74,46.71,29
74,47.11,29
74,59.11,29
74,84.30,29
74,86.22,29
75,10.13,29
75,23.99,29
75,26.60,29
75,33.13,29
75,33.14,29
75,33.16,29
75,41.10,29
75,46.32,29
76,02.40,29
76,10.11,29
76,10.91,29
76,13.96,29
76,20.11,29
76,20.20,29
76,35.12,29
76,42.91,29
76,46.32,29
76,47.62,29
76,47.99,29
76,49.20,29
76,70.21,29
76,73.20,29
76,91.03,29
76,94.91,29
77,01.19,29
77,10.61,29
77,10.85,29
77,15.11,29
77,23.64,29
77,24.54,29
77,28.29,29
77,32.30,29
77,38.31,29
77,42.91,29
77,46.14,29
77,46.15,29
77,46.65,29
77,58.14,29
78,01.11,29
78,20.11,29
78,24.45,29
78,27.33,29
78,27.40,29
78,28.92,29
78,46.32,29
78,46.71,29
78,47.43,29
78,47.62,29
78,58.11,29
78,59.12,29
78,62.09,29
78,65.11,29
78,74.30,29
78,77.21,29
78,90.03,29
78,91.04,29
79,01.50,29
79,10.61,29
79,13.92,29
79,33.20,29
79,46.66,29
79,49.41,29
79,82.92,29
79,85.51,29
80,10.72,29
80,10.91,29
80,13.10,29
80,17.21,29
80,19.20,29
80,28.25,29
80,29.20,29
80,31.01,29
80,32.99,29
80,33.14,29
80,35.22,29
80,43.21,29
80,46.42,29
80,46.51,29
80,58.29,29
80,65.11,29
80,78.10,29
80,91.01,29
81,02.10,29
81,13.10,29
81,13.99,29
81,20.30,29
81,22.22,29
81,22.29,29
81,24.20,29
81,35.11,29
81,41.20,29
81,46.71,29
81,47.76,29
81,49.31,29
81,81.10,29
81,82.11,29
81,85.51,29
81,90.04,29
82,10.71,29
82,16.23,29
82,18.12,29
82,22.29,29
82,24.42,29
82,41.20,29
82,43.29,29
82,46.17,29
82,46.52,29
82,47.54,29
82,47.59,29
82,52.29,29
82,66.22,29
82,86.22,29
83,26.11,29
83,42.99,29
83,46.71,29
83,47.43,29
83,47.99,29
83,65.11,29
83,91.01,29
84,10.73,29
84,17.21,29
84,20.41,29
84,20.42,29
84,22.29,29
84,33.14,29
84,35.30,29
84,43.99,29
84,46.39,29
84,46.74,29
84,47.43,29
84,52.23,29
84,58.13,29
84,60.10,29
84,81.10,29
84,88.10,29
85,14.19,29
85,22.19,29
85,22.22,29
85,23.69,29
85,23.70,29
85,43.99,29
85,47.11,29
85,47.11,29
85,49.10,29
85,72.19,29
85,82.20,29
85,87.30,29
86,10.71,29
86,10.72,29
86,10.89,29
86,14.13,29
86,14.14,29
86,16.10,29
86,25.93,29
86,26.51,29
86,27.11,29
86,29.20,29
86,41.20,29
86,46.51,29
86,47.11,29
86,82.92,29
86,91.04,29
87,14.14,29
87,17.21,29
87,22.23,29
87,23.12,29
87,25.93,29
87,28.12,29
87,38.21,29
87,47.11,29
87,47.19,29
87,47.76,29
87,47.99,29
87,47.99,29
87,61.90,29
87,66.22,29
87,72.19,29
87,74.90,29
87,91.03,29
87,94.91,29
88,01.13,29
88,10.39,29
88,14.13,29
88,22.22,29
88,27.12,29
88,27.40,29
88,33.19,29
88,43.99,29
88,46.33,29
88,46.39,29
88,46.41,29
88,71.20,29
88,72.19,29
88,77.39,29
88,84.25,29
88,87.30,29
89,01.47,29
89,10.61,29
89,13.92,29
89,25.73,29
89,28.25,29
89,43.12,29
89,43.29,29
89,45.20,29
89,47.29,29
89,47.54,29
89,55.20,29
89,62.02,29
89,86.22,29
90,27.32,29
90,35.30,29
90,42.21,29
90,43.32,29
90,73.11,29
90,84.23,29
90,87.20,29
90,94.11,29
91,24.33,29
91,28.99,29
91,43.21,29
91,46.63,29
91,46.77,29
91,49.20,29
91,58.14,29
91,87.20,29
92,13.20,29
92,20.14,29
92,23.13,29
92,28.22,29
92,33.15,29
92,43.12,29
92,45.19,29
92,46.13,29
92,46.33,29
92,50.10,29
92,66.11,29
92,66.12,29
92,87.20,29
93,10.73,29
93,14.19,29
93,22.19,29
93,28.14,29
93,38.12,29
93,46.11,29
93,46.15,29
93,47.43,29
93,47.51,29
93,72.11,29
93,91.02,29
93,94.12,29
94,10.52,29
94,27.40,29
94,33.11,29
94,35.12,29
94,43.99,29
94,47.24,29
94,79.12,29
94,94.20,29
95,13.96,29
95,14.19,29
95,20.14,29
95,20.16,29
95,22.22,29
95,33.13,29
95,38.31,29
95,46.19,29
95,47.11,29
95,58.13,29
95,62.09,29
95,96.01,29
971,08.12,29
971,11.07,29
971,20.30,29
971,24.33,29
971,38.32,29
971,46.62,29
971,46.71,29
971,47.54,29
971,52.10,29
971,78.30,29
971,82.20,29
972,10.61,29
972,11.07,29
972,20.11,29
972,46.69,29
972,46.71,29
972,46.77,29
972,47.54,29
972,60.20,29
972,96.01,29
973,46.46,29
973,46.69,29
973,47.52,29
973,52.24,29
973,56.29,29
973,61.10,29
973,87.10,29
974,10.61,29
974,17.22,29
974,23.99,29
974,42.13,29
974,46.72,29
974,46.77,29
974,77.39,29
974,93.11,29
974,93.19,29
976,37.00,29
976,45.11,29
976,71.12,29
01,08.12,31.5
02,47.22,31.5
06,46.19,31.5
06,47.52,31.5
08,45.20,31.5
10,33.12,31.5
13,43.91,31.5
15,43.32,31.5
21,71.11,31.5
22,01.61,31.5
24,47.42,31.5
25,86.23,31.5
29,47.11,31.5
29,96.02,31.5
34,33.20,31.5
37,71.11,31.5
40,47.42,31.5
42,85.53,31.5
46,01.21,31.5
46,10.71,31.5
52,16.10,31.5
53,10.71,31.5
53,46.19,31.5
56,03.21,31.5
56,86.23,31.5
58,46.69,31.5
59,45.40,31.5
59,47.24,31.5
60,96.02,31.5
61,45.20,31.5
62,47.11,31.5
62,47.29,31.5
62,47.61,31.5
62,47.99,31.5
62,96.02,31.5
63,56.30,31.5
64,47.11,31.5
64,47.75,31.5
65,45.20,31.5
66,47.78,31.5
66,70.10,31.5
67,47.30,31.5
67,47.78,31.5
68,47.72,31.5
69,45.40,31.5
71,45.19,31.5
71,68.32,31.5
72,47.75,31.5
72,68.31,31.5
75,10.71,31.5
76,47.11,31.5
76,85.53,31.5
78,45.40,31.5
81,47.71,31.5
83,46.73,31.5
84,43.22,31.5
85,70.22,31.5
92,47.22,31.5
93,47.81,31.5
974,68.31,31.5
01,47.59,32.5
01,71.12,32.5
02,33.20,32.5
02,93.11,32.5
03,43.22,32.5
03,68.31,32.5
03,93.12,32.5
05,47.22,32.5
05,86.21,32.5
06,47.99,32.5
07,25.11,32.5
07,33.20,32.5
07,43.22,32.5
07,43.32,32.5
07,43.91,32.5
07,47.29,32.5
07,81.30,32.5
07,93.12,32.5
08,33.20,32.5
08,43.31,32.5
09,10.51,32.5
09,43.32,32.5
10,58.29,32.5
11,43.32,32.5
11,47.59,32.5
11,49.32,32.5
11,85.53,32.5
11,93.29,32.5
12,43.31,32.5
12,46.69,32.5
13,46.44,32.5
13,46.62,32.5
13,47.51,32.5
13,47.72,32.5
14,43.99,32.5
14,46.69,32.5
14,78.20,32.5
15,43.22,32.5
16,33.20,32.5
16,87.90,32.5
18,43.31,32.5
18,81.30,32.5
19,47.59,32.5
19,81.30,32.5
21,49.32,32.5
21,58.14,32.5
21,68.20,32.5
21,96.02,32.5
22,33.12,32.5
22,37.00,32.5
22,46.49,32.5
22,62.01,32.5
22,96.02,32.5
24,43.99,32.5
24,49.39,32.5
25,33.20,32.5
25,43.33,32.5
25,46.51,32.5
25,47.11,32.5
25,68.20,32.5
26,16.24,32.5
26,20.41,32.5
26,47.11,32.5
26,55.20,32.5
27,47.19,32.5
27,93.12,32.5
28,46.69,32.5
28,96.03,32.5
29,01.50,32.5
29,29.20,32.5
29,46.73,32.5
2A,43.22,32.5
2B,45.20,32.5
2B,46.69,32.5
2B,93.29,32.5
30,13.92,32.5
30,43.31,32.5
30,45.40,32.5
30,47.29,32.5
30,68.32,32.5
30,96.03,32.5
31,55.20,32.5
31,93.19,32.5
32,42.22,32.5
32,45.32,32.5
32,49.39,32.5
33,10.13,32.5
33,33.14,32.5
33,47.11,32.5
33,85.53,32.5
34,43.91,32.5
34,58.14,32.5
35,46.76,32.5
35,47.74,32.5
35,55.20,32.5
36,10.11,32.5
36,88.91,32.5
37,25.50,32.5
37,55.20,32.5
37,77.32,32.5
38,47.61,32.5
39,80.10,32.5
39,85.59,32.5
40,43.91,32.5
41,01.21,32.5
41,46.34,32.5
41,88.10,32.5
42,01.30,32.5
42,13.99,32.5
42,43.29,32.5
42,47.19,32.5
42,47.42,32.5
43,46.21,32.5
43,62.02,32.5
43,69.10,32.5
44,81.29,32.5
45,22.21,32.5
45,43.31,32.5
45,43.33,32.5
45,85.52,32.5
45,93.11,32.5
46,45.20,32.5
46,46.73,32.5
48,16.10,32.5
48,46.61,32.5
49,43.99,32.5
49,86.22,32.5
50,43.29,32.5
50,46.90,32.5
50,47.11,32.5
50,56.30,32.5
50,77.32,32.5
50,93.29,32.5
51,46.69,32.5
52,43.22,32.5
52,88.91,32.5
53,25.61,32.5
53,46.23,32.5
53,55.90,32.5
53,56.30,32.5
53,85.51,32.5
54,86.23,32.5
55,52.21,32.5
56,18.12,32.5
56,46.23,32.5
56,47.79,32.5
56,64.30,32.5
56,71.12,32.5
57,46.31,32.5
57,46.39,32.5
57,46.76,32.5
57,71.11,32.5
57,71.12,32.5
58,08.12,32.5
58,36.00,32.5
59,23.70,32.5
59,28.41,32.5
59,96.02,32.5
60,47.52,32.5
61,02.20,32.5
61,47.64,32.5
61,56.29,32.5
61,80.10,32.5
62,43.99,32.5
62,46.38,32.5
62,66.30,32.5
62,75.00,32.5
63,58.14,32.5
64,18.12,32.5
64,45.20,32.5
64,46.75,32.5
64,85.51,32.5
66,43.33,32.5
66,43.99,32.5
66,45.32,32.5
66,46.61,32.5
66,47.11,32.5
66,62.02,32.5
66,68.31,32.5
67,46.63,32.5
67,47.11,32.5
67,47.24,32.5
67,47.52,32.5
68,43.99,32.5
69,47.65,32.5
69,75.00,32.5
70,16.24,32.5
70,43.91,32.5
71,26.30,32.5
71,46.66,32.5
71,68.20,32.5
71,94.12,32.5
72,01.47,32.5
72,32.50,32.5
72,43.29,32.5
72,47.54,32.5
72,86.23,32.5
72,86.90,32.5
73,10.13,32.5
73,10.71,32.5
73,46.69,32.5
73,47.78,32.5
74,45.40,32.5
74,73.12,32.5
74,77.32,32.5
75,43.29,32.5
76,46.72,32.5
76,47.91,32.5
76,86.22,32.5
77,66.30,32.5
77,95.11,32.5
78,47.24,32.5
78,79.11,32.5
79,43.91,32.5
79,47.76,32.5
80,46.69,32.5
80,46.71,32.5
80,47.59,32.5
80,68.31,32.5
80,71.11,32.5
81,47.22,32.5
81,52.21,32.5
81,56.29,32.5
81,93.29,32.5
81,94.91,32.5
82,10.13,32.5
83,45.40,32.5
83,46.61,32.5
84,24.33,32.5
84,37.00,32.5
84,56.29,32.5
84,85.59,32.5
84,96.02,32.5
85,10.61,32.5
85,43.99,32.5
85,47.75,32.5
85,68.32,32.5
85,79.90,32.5
86,43.91,32.5
86,46.21,32.5
86,68.31,32.5
86,85.52,32.5
86,96.02,32.5
88,25.61,32.5
88,47.30,32.5
88,47.64,32.5
89,41.20,32.5
90,45.20,32.5
90,65.12,32.5
90,86.21,32.5
91,68.20,32.5
91,77.11,32.5
91,85.53,32.5
92,68.10,32.5
93,25.73,32.5
93,79.90,32.5
94,14.13,32.5
94,47.91,32.5
95,43.91,32.5
95,59.14,32.5
95,66.21,32.5
95,71.12,32.5
971,16.23,32.5
971,43.99,32.5
971,46.49,32.5
971,47.62,32.5
971,47.78,32.5
971,73.11,32.5
972,01.50,32.5
972,23.61,32.5
972,43.91,32.5
972,46.45,32.5
972,52.24,32.5
972,72.19,32.5
972,93.19,32.5
973,46.90,32.5
973,47.71,32.5
973,82.99,32.5
974,46.45,32.5
974,46.69,32.5
974,47.54,32.5
976,43.21,32.5
01,02.40,33.5
01,17.29,33.5
01,26.12,33.5
01,33.20,33.5
01,35.30,33.5
01,46.42,33.5
01,56.10,33.5
01,62.01,33.5
