"annee","departement","naf","taille","nombre",
2018,"36","01.62Z","11",1,"01"
2018,"36","02.20Z","11",1,"02"
2018,"36","08.12Z","11",2,"08"
2018,"36","10.11Z","11",4,"10"
2018,"36","10.39B","11",1,"10"
2018,"36","10.51C","11",1,"10"
2018,"36","10.71C","11",9,"10"
2018,"36","10.89Z","11",1,"10"
2018,"36","13.92Z","11",1,"13"
2018,"36","14.14Z","11",1,"14"
2018,"36","14.19Z","11",1,"14"
2018,"36","15.11Z","11",1,"15"
2018,"36","15.12Z","11",4,"15"
2018,"36","16.10A","11",1,"16"
2018,"36","16.23Z","11",1,"16"
2018,"36","16.24Z","11",1,"16"
2018,"36","18.12Z","11",3,"18"
2018,"36","18.13Z","11",1,"18"
2018,"36","22.29B","11",1,"22"
2018,"36","23.99Z","11",1,"23"
2018,"36","25.11Z","11",2,"25"
2018,"36","25.12Z","11",1,"25"
2018,"36","25.50B","11",1,"25"
2018,"36","25.61Z","11",1,"25"
2018,"36","25.62A","11",1,"25"
2018,"36","25.62B","11",4,"25"
2018,"36","28.13Z","11",2,"28"
2018,"36","28.22Z","11",1,"28"
2018,"36","28.30Z","11",3,"28"
2018,"36","29.20Z","11",2,"29"
2018,"36","31.01Z","11",3,"31"
2018,"36","32.50A","11",4,"32"
2018,"36","33.11Z","11",1,"33"
2018,"36","33.14Z","11",2,"33"
2018,"36","33.20A","11",1,"33"
2018,"36","35.13Z","11",3,"35"
2018,"36","35.22Z","11",1,"35"
2018,"36","35.30Z","11",1,"35"
2018,"36","36.00Z","11",4,"36"
2018,"36","38.11Z","11",3,"38"
2018,"36","38.21Z","11",1,"38"
2018,"36","41.20A","11",2,"41"
2018,"36","41.20B","11",1,"41"
2018,"36","42.22Z","11",1,"42"
2018,"36","42.99Z","11",1,"42"
2018,"36","43.12A","11",6,"43"
2018,"36","43.12B","11",2,"43"
2018,"36","43.21A","11",6,"43"
2018,"36","43.22A","11",4,"43"
2018,"36","43.22B","11",6,"43"
2018,"36","43.31Z","11",1,"43"
2018,"36","43.32A","11",4,"43"
2018,"36","43.32B","11",3,"43"
2018,"36","43.34Z","11",8,"43"
2018,"36","43.91A","11",3,"43"
2018,"36","43.91B","11",7,"43"
2018,"36","43.99C","11",10,"43"
2018,"36","43.99D","11",1,"43"
2018,"36","45.11Z","11",8,"45"
2018,"36","45.20A","11",7,"45"
2018,"36","45.20B","11",1,"45"
2018,"36","45.31Z","11",2,"45"
2018,"36","45.32Z","11",4,"45"
2018,"36","46.13Z","11",1,"46"
2018,"36","46.21Z","11",5,"46"
2018,"36","46.23Z","11",1,"46"
2018,"36","46.31Z","11",1,"46"
2018,"36","46.34Z","11",2,"46"
2018,"36","46.38B","11",1,"46"
2018,"36","46.41Z","11",3,"46"
2018,"36","46.52Z","11",2,"46"
2018,"36","46.61Z","11",7,"46"
2018,"36","46.63Z","11",1,"46"
2018,"36","46.69A","11",2,"46"
2018,"36","46.69B","11",3,"46"
2018,"36","46.71Z","11",1,"46"
2018,"36","46.73A","11",7,"46"
2018,"36","46.73B","11",1,"46"
2018,"36","46.74A","11",3,"46"
2018,"36","46.90Z","11",2,"46"
2018,"36","47.11B","11",1,"47"
2018,"36","47.11C","11",1,"47"
2018,"36","47.11D","11",7,"47"
2018,"36","47.19B","11",1,"47"
2018,"36","47.23Z","11",1,"47"
2018,"36","47.29Z","11",1,"47"
2018,"36","47.42Z","11",1,"47"
2018,"36","47.52A","11",1,"47"
2018,"36","47.52B","11",2,"47"
2018,"36","47.59A","11",1,"47"
2018,"36","47.59B","11",2,"47"
2018,"36","47.71Z","11",5,"47"
2018,"36","47.72A","11",1,"47"
2018,"36","47.73Z","11",3,"47"
2018,"36","47.74Z","11",1,"47"
2018,"36","47.76Z","11",1,"47"
2018,"36","47.78B","11",1,"47"
2018,"36","47.79Z","11",2,"47"
2018,"36","47.99B","11",1,"47"
2018,"36","49.31Z","11",1,"49"
2018,"36","49.32Z","11",1,"49"
2018,"36","49.39A","11",1,"49"
2018,"36","49.39B","11",1,"49"
2018,"36","49.41A","11",7,"49"
2018,"36","49.41B","11",8,"49"
2018,"36","49.42Z","11",2,"49"
2018,"36","52.10B","11",2,"52"
2018,"36","52.21Z","11",3,"52"
2018,"36","53.10Z","11",15,"53"
2018,"36","55.10Z","11",7,"55"
2018,"36","55.90Z","11",1,"55"
2018,"36","56.10A","11",12,"56"
2018,"36","56.10B","11",1,"56"
2018,"36","56.10C","11",5,"56"
2018,"36","56.21Z","11",1,"56"
2018,"36","56.29A","11",1,"56"
2018,"36","56.30Z","11",1,"56"
2018,"36","58.29C","11",2,"58"
2018,"36","62.02A","11",1,"62"
2018,"36","64.19Z","11",5,"64"
2018,"36","64.20Z","11",2,"64"
2018,"36","65.12Z","11",2,"65"
2018,"36","66.22Z","11",1,"66"
2018,"36","66.30Z","11",1,"66"
2018,"36","68.31Z","11",2,"68"
2018,"36","69.10Z","11",10,"69"
2018,"36","69.20Z","11",10,"69"
2018,"36","70.10Z","11",4,"70"
2018,"36","70.22Z","11",1,"70"
2018,"36","71.12B","11",1,"71"
2018,"36","71.20B","11",5,"71"
2018,"36","73.11Z","11",3,"73"
2018,"36","75.00Z","11",1,"75"
2018,"36","77.29Z","11",1,"77"
2018,"36","77.32Z","11",1,"77"
2018,"36","78.20Z","11",2,"78"
2018,"36","78.30Z","11",7,"78"
2018,"36","80.10Z","11",3,"80"
2018,"36","80.20Z","11",2,"80"
2018,"36","81.21Z","11",1,"81"
2018,"36","81.29A","11",1,"81"
2018,"36","82.11Z","11",1,"82"
2018,"36","82.99Z","11",1,"82"
2018,"36","84.11Z","11",66,"84"
2018,"36","84.12Z","11",3,"84"
2018,"36","84.13Z","11",5,"84"
2018,"36","84.23Z","11",1,"84"
2018,"36","84.30A","11",2,"84"
2018,"36","85.10Z","11",12,"85"
2018,"36","85.20Z","11",36,"85"
2018,"36","85.31Z","11",2,"85"
2018,"36","85.32Z","11",1,"85"
2018,"36","85.42Z","11",2,"85"
2018,"36","85.52Z","11",1,"85"
2018,"36","85.53Z","11",1,"85"
2018,"36","85.59A","11",2,"85"
2018,"36","85.59B","11",1,"85"
2018,"36","86.21Z","11",4,"86"
2018,"36","86.22A","11",1,"86"
2018,"36","86.22C","11",1,"86"
2018,"36","86.90A","11",11,"86"
2018,"36","86.90B","11",6,"86"
2018,"36","86.90D","11",3,"86"
2018,"36","86.90F","11",1,"86"
2018,"36","87.10A","11",3,"87"
2018,"36","87.10B","11",1,"87"
2018,"36","87.20A","11",1,"87"
2018,"36","87.30A","11",4,"87"
2018,"36","87.90A","11",2,"87"
2018,"36","87.90B","11",3,"87"
2018,"36","88.10A","11",17,"88"
2018,"36","88.91A","11",4,"88"
2018,"36","88.99A","11",2,"88"
2018,"36","88.99B","11",5,"88"
2018,"36","90.01Z","11",2,"90"
2018,"36","91.01Z","11",2,"91"
2018,"36","91.03Z","11",3,"91"
2018,"36","93.12Z","11",3,"93"
2018,"36","93.29Z","11",1,"93"
2018,"36","94.99Z","11",13,"94"
2018,"36","96.02A","11",1,"96"
2018,"36","96.03Z","11",3,"96"
2018,"36","96.09Z","11",1,"96"
2018,"37","01.11Z","11",2,"01"
2018,"37","01.13Z","11",3,"01"
2018,"37","01.21Z","11",17,"01"
2018,"37","01.24Z","11",3,"01"
2018,"37","01.45Z","11",1,"01"
2018,"37","01.46Z","11",1,"01"
2018,"37","01.47Z","11",1,"01"
2018,"37","01.49Z","11",1,"01"
2018,"37","02.40Z","11",1,"02"
2018,"37","08.12Z","11",1,"08"
2018,"37","10.11Z","11",1,"10"
2018,"37","10.12Z","11",1,"10"
2018,"37","10.13B","11",1,"10"
2018,"37","10.39B","11",1,"10"
2018,"37","10.51D","11",1,"10"
2018,"37","10.61A","11",3,"10"
2018,"37","10.71A","11",1,"10"
2018,"37","10.71C","11",19,"10"
2018,"37","10.71D","11",2,"10"
2018,"37","10.83Z","11",1,"10"
2018,"37","11.02A","11",2,"11"
2018,"37","11.07A","11",1,"11"
2018,"37","13.20Z","11",1,"13"
2018,"37","13.92Z","11",2,"13"
2018,"37","14.13Z","11",1,"14"
2018,"37","14.14Z","11",1,"14"
2018,"37","15.12Z","11",1,"15"
2018,"37","16.10A","11",3,"16"
2018,"37","16.23Z","11",2,"16"
2018,"37","16.24Z","11",2,"16"
2018,"37","18.12Z","11",6,"18"
2018,"37","18.13Z","11",4,"18"
2018,"37","20.14Z","11",1,"20"
2018,"37","20.15Z","11",1,"20"
2018,"37","20.30Z","11",1,"20"
2018,"37","22.19Z","11",1,"22"
2018,"37","22.22Z","11",1,"22"
2018,"37","22.23Z","11",2,"22"
2018,"37","22.29A","11",2,"22"
2018,"37","22.29B","11",1,"22"
2018,"37","23.12Z","11",2,"23"
2018,"37","23.19Z","11",1,"23"
2018,"37","23.61Z","11",2,"23"
2018,"37","23.63Z","11",1,"23"
2018,"37","23.70Z","11",1,"23"
2018,"37","25.11Z","11",6,"25"
2018,"37","25.50B","11",4,"25"
2018,"37","25.61Z","11",3,"25"
2018,"37","25.62A","11",1,"25"
2018,"37","25.62B","11",8,"25"
2018,"37","25.73B","11",1,"25"
2018,"37","25.93Z","11",1,"25"
2018,"37","25.99B","11",3,"25"
2018,"37","26.12Z","11",1,"26"
2018,"37","26.51B","11",4,"26"
2018,"37","27.11Z","11",2,"27"
2018,"37","27.40Z","11",1,"27"
2018,"37","27.90Z","11",1,"27"
2018,"37","28.13Z","11",2,"28"
2018,"37","28.22Z","11",1,"28"
2018,"37","28.25Z","11",1,"28"
2018,"37","28.29A","11",2,"28"
2018,"37","28.29B","11",2,"28"
2018,"37","28.96Z","11",1,"28"
2018,"37","28.99B","11",2,"28"
2018,"37","29.20Z","11",3,"29"
2018,"37","30.92Z","11",1,"30"
2018,"37","30.99Z","11",1,"30"
2018,"37","31.01Z","11",1,"31"
2018,"37","31.09B","11",1,"31"
2018,"37","32.12Z","11",1,"32"
2018,"37","32.50A","11",5,"32"
2018,"37","33.12Z","11",6,"33"
2018,"37","33.13Z","11",1,"33"
2018,"37","33.14Z","11",1,"33"
2018,"37","33.19Z","11",1,"33"
2018,"37","33.20A","11",3,"33"
2018,"37","33.20B","11",2,"33"
2018,"37","33.20C","11",2,"33"
2018,"37","33.20D","11",1,"33"
2018,"37","35.12Z","11",1,"35"
2018,"37","35.13Z","11",5,"35"
2018,"37","36.00Z","11",4,"36"
2018,"37","37.00Z","11",1,"37"
2018,"37","38.11Z","11",4,"38"
2018,"37","38.12Z","11",1,"38"
2018,"37","38.21Z","11",1,"38"
2018,"37","38.32Z","11",6,"38"
2018,"37","39.00Z","11",1,"39"
2018,"37","41.10D","11",1,"41"
2018,"37","41.20A","11",8,"41"
2018,"37","41.20B","11",2,"41"
2018,"37","42.11Z","11",3,"42"
2018,"37","42.21Z","11",5,"42"
2018,"37","42.22Z","11",1,"42"
2018,"37","43.12A","11",6,"43"
2018,"37","43.12B","11",1,"43"
2018,"37","43.21A","11",16,"43"
2018,"37","43.22A","11",7,"43"
2018,"37","43.22B","11",8,"43"
2018,"37","43.29A","11",2,"43"
2018,"37","43.29B","11",2,"43"
2018,"37","43.31Z","11",7,"43"
2018,"37","43.32A","11",16,"43"
2018,"37","43.32B","11",10,"43"
2018,"37","43.32C","11",3,"43"
2018,"37","43.33Z","11",8,"43"
2018,"37","43.34Z","11",15,"43"
2018,"37","43.39Z","11",2,"43"
2018,"37","43.91A","11",19,"43"
2018,"37","43.91B","11",17,"43"
2018,"37","43.99A","11",3,"43"
2018,"37","43.99C","11",18,"43"
2018,"37","43.99D","11",2,"43"
2018,"37","45.11Z","11",15,"45"
2018,"37","45.19Z","11",3,"45"
2018,"37","45.20A","11",14,"45"
2018,"37","45.20B","11",3,"45"
2018,"37","45.31Z","11",6,"45"
2018,"37","45.32Z","11",4,"45"
2018,"37","45.40Z","11",1,"45"
2018,"37","46.11Z","11",1,"46"
2018,"37","46.13Z","11",1,"46"
2018,"37","46.14Z","11",3,"46"
2018,"37","46.18Z","11",2,"46"
2018,"37","46.19B","11",1,"46"
2018,"37","46.21Z","11",3,"46"
2018,"37","46.22Z","11",1,"46"
2018,"37","46.24Z","11",1,"46"
2018,"37","46.31Z","11",2,"46"
2018,"37","46.32A","11",1,"46"
2018,"37","46.34Z","11",2,"46"
2018,"37","46.38B","11",1,"46"
2018,"37","46.39B","11",2,"46"
2018,"37","46.42Z","11",3,"46"
2018,"37","46.43Z","11",1,"46"
2018,"37","46.44Z","11",3,"46"
2018,"37","46.46Z","11",2,"46"
2018,"37","46.49Z","11",2,"46"
2018,"37","46.51Z","11",1,"46"
2018,"37","46.52Z","11",1,"46"
2018,"37","46.61Z","11",11,"46"
2018,"37","46.63Z","11",2,"46"
2018,"37","46.65Z","11",1,"46"
2018,"37","46.66Z","11",3,"46"
2018,"37","46.69A","11",3,"46"
2018,"37","46.69B","11",13,"46"
2018,"37","46.69C","11",4,"46"
2018,"37","46.72Z","11",1,"46"
2018,"37","46.73A","11",9,"46"
2018,"37","46.73B","11",3,"46"
2018,"37","46.74A","11",3,"46"
2018,"37","46.74B","11",5,"46"
2018,"37","46.75Z","11",1,"46"
2018,"37","46.77Z","11",2,"46"
2018,"37","46.90Z","11",5,"46"
2018,"37","47.11B","11",2,"47"
2018,"37","47.11C","11",1,"47"
2018,"37","47.11D","11",26,"47"
2018,"37","47.19B","11",2,"47"
2018,"37","47.21Z","11",1,"47"
2018,"37","47.22Z","11",4,"47"
2018,"37","47.24Z","11",3,"47"
2018,"37","47.26Z","11",1,"47"
2018,"37","47.29Z","11",3,"47"
2018,"37","47.42Z","11",3,"47"
2018,"37","47.52A","11",1,"47"
2018,"37","47.52B","11",4,"47"
2018,"37","47.53Z","11",1,"47"
2018,"37","47.54Z","11",1,"47"
2018,"37","47.59A","11",4,"47"
2018,"37","47.59B","11",5,"47"
2018,"37","47.64Z","11",1,"47"
2018,"37","47.65Z","11",2,"47"
2018,"37","47.71Z","11",11,"47"
2018,"37","47.72A","11",4,"47"
2018,"37","47.73Z","11",16,"47"
2018,"37","47.75Z","11",9,"47"
2018,"37","47.76Z","11",4,"47"
2018,"37","47.78A","11",4,"47"
2018,"37","47.78C","11",8,"47"
2018,"37","47.79Z","11",2,"47"
2018,"37","47.81Z","11",1,"47"
2018,"37","47.91A","11",1,"47"
2018,"37","47.91B","11",3,"47"
2018,"37","47.99B","11",1,"47"
2018,"37","49.10Z","11",3,"49"
2018,"37","49.31Z","11",1,"49"
2018,"37","49.32Z","11",2,"49"
2018,"37","49.39A","11",1,"49"
2018,"37","49.39B","11",1,"49"
2018,"37","49.41A","11",15,"49"
2018,"37","49.41B","11",8,"49"
2018,"37","49.41C","11",2,"49"
2018,"37","49.42Z","11",2,"49"
2018,"37","49.50Z","11",1,"49"
2018,"37","51.10Z","11",1,"51"
2018,"37","52.10A","11",2,"52"
2018,"37","52.10B","11",5,"52"
2018,"37","52.21Z","11",8,"52"
2018,"37","52.23Z","11",1,"52"
2018,"37","52.29A","11",1,"52"
2018,"37","52.29B","11",3,"52"
2018,"37","53.10Z","11",19,"53"
2018,"37","53.20Z","11",1,"53"
2018,"37","55.10Z","11",24,"55"
2018,"37","55.20Z","11",4,"55"
2018,"37","55.90Z","11",3,"55"
2018,"37","56.10A","11",47,"56"
2018,"37","56.10B","11",1,"56"
2018,"37","56.10C","11",17,"56"
2018,"37","56.21Z","11",3,"56"
2018,"37","56.29A","11",6,"56"
2018,"37","56.29B","11",8,"56"
2018,"37","56.30Z","11",4,"56"
2018,"37","58.14Z","11",1,"58"
2018,"37","58.29C","11",2,"58"
2018,"37","59.11A","11",1,"59"
2018,"37","59.14Z","11",2,"59"
2018,"37","61.10Z","11",2,"61"
2018,"37","61.90Z","11",1,"61"
2018,"37","62.01Z","11",9,"62"
2018,"37","62.02A","11",11,"62"
2018,"37","62.02B","11",1,"62"
2018,"37","62.09Z","11",1,"62"
2018,"37","63.11Z","11",1,"63"
2018,"37","63.99Z","11",1,"63"
2018,"37","64.19Z","11",18,"64"
2018,"37","64.20Z","11",19,"64"
2018,"37","64.30Z","11",2,"64"
2018,"37","64.92Z","11",2,"64"
2018,"37","65.11Z","11",2,"65"
2018,"37","65.12Z","11",4,"65"
2018,"37","66.19B","11",1,"66"
2018,"37","66.21Z","11",3,"66"
2018,"37","66.22Z","11",6,"66"
2018,"37","66.30Z","11",1,"66"
2018,"37","68.20A","11",1,"68"
2018,"37","68.31Z","11",2,"68"
2018,"37","68.32A","11",4,"68"
2018,"37","69.10Z","11",22,"69"
2018,"37","69.20Z","11",20,"69"
2018,"37","70.10Z","11",6,"70"
2018,"37","70.21Z","11",1,"70"
2018,"37","70.22Z","11",15,"70"
2018,"37","71.11Z","11",7,"71"
2018,"37","71.12A","11",1,"71"
2018,"37","71.12B","11",18,"71"
2018,"37","71.20B","11",12,"71"
2018,"37","72.19Z","11",2,"72"
2018,"37","73.11Z","11",9,"73"
2018,"37","74.10Z","11",1,"74"
2018,"37","74.90A","11",2,"74"
2018,"37","74.90B","11",1,"74"
2018,"37","77.11A","11",1,"77"
2018,"37","77.12Z","11",1,"77"
2018,"37","77.29Z","11",6,"77"
2018,"37","77.32Z","11",4,"77"
2018,"37","78.20Z","11",5,"78"
2018,"37","78.30Z","11",9,"78"
2018,"37","79.90Z","11",1,"79"
2018,"37","80.10Z","11",7,"80"
2018,"37","80.20Z","11",3,"80"
2018,"37","80.30Z","11",1,"80"
2018,"37","81.21Z","11",10,"81"
2018,"37","81.22Z","11",5,"81"
2018,"37","81.29A","11",1,"81"
2018,"37","81.30Z","11",11,"81"
2018,"37","82.11Z","11",2,"82"
2018,"37","82.19Z","11",2,"82"
2018,"37","82.20Z","11",2,"82"
2018,"37","82.91Z","11",1,"82"
2018,"37","82.92Z","11",2,"82"
2018,"37","82.99Z","11",6,"82"
2018,"37","84.11Z","11",105,"84"
2018,"37","84.12Z","11",11,"84"
2018,"37","84.13Z","11",10,"84"
2018,"37","84.23Z","11",2,"84"
2018,"37","84.30A","11",2,"84"
2018,"37","85.10Z","11",44,"85"
2018,"37","85.20Z","11",107,"85"
2018,"37","85.31Z","11",7,"85"
2018,"37","85.32Z","11",7,"85"
2018,"37","85.42Z","11",2,"85"
2018,"37","85.51Z","11",3,"85"
2018,"37","85.52Z","11",1,"85"
2018,"37","85.53Z","11",2,"85"
2018,"37","85.59A","11",12,"85"
2018,"37","85.59B","11",7,"85"
2018,"37","86.21Z","11",5,"86"
2018,"37","86.22B","11",1,"86"
2018,"37","86.22C","11",2,"86"
2018,"37","86.23Z","11",2,"86"
2018,"37","86.90A","11",9,"86"
2018,"37","86.90B","11",10,"86"
2018,"37","86.90D","11",13,"86"
2018,"37","86.90E","11",1,"86"
2018,"37","87.10A","11",6,"87"
2018,"37","87.10B","11",3,"87"
2018,"37","87.20A","11",4,"87"
2018,"37","87.30A","11",7,"87"
2018,"37","87.90A","11",4,"87"
2018,"37","87.90B","11",3,"87"
2018,"37","88.10A","11",18,"88"
2018,"37","88.10B","11",2,"88"
2018,"37","88.10C","11",6,"88"
2018,"37","88.91A","11",30,"88"
2018,"37","88.91B","11",4,"88"
2018,"37","88.99A","11",1,"88"
2018,"37","88.99B","11",18,"88"
2018,"37","90.01Z","11",6,"90"
2018,"37","90.02Z","11",1,"90"
2018,"37","90.04Z","11",3,"90"
2018,"37","91.03Z","11",3,"91"
2018,"37","93.11Z","11",2,"93"
2018,"37","93.12Z","11",15,"93"
2018,"37","93.29Z","11",9,"93"
2018,"37","94.11Z","11",1,"94"
2018,"37","94.12Z","11",3,"94"
2018,"37","94.99Z","11",27,"94"
2018,"37","95.11Z","11",2,"95"
2018,"37","95.22Z","11",1,"95"
2018,"37","96.01A","11",2,"96"
2018,"37","96.02A","11",8,"96"
2018,"37","96.02B","11",1,"96"
2018,"37","96.03Z","11",2,"96"
2018,"37","96.09Z","11",5,"96"
2018,"38","01.13Z","11",1,"01"
2018,"38","01.19Z","11",2,"01"
2018,"38","01.24Z","11",1,"01"
2018,"38","01.30Z","11",2,"01"
2018,"38","01.41Z","11",1,"01"
2018,"38","01.47Z","11",3,"01"
2018,"38","01.50Z","11",2,"01"
2018,"38","02.20Z","11",2,"02"
2018,"38","02.40Z","11",2,"02"
2018,"38","03.22Z","11",1,"03"
2018,"38","08.11Z","11",1,"08"
2018,"38","08.12Z","11",7,"08"
2018,"38","08.92Z","11",2,"08"
2018,"38","10.11Z","11",2,"10"
2018,"38","10.13B","11",3,"10"
2018,"38","10.51C","11",2,"10"
2018,"38","10.52Z","11",1,"10"
2018,"38","10.71A","11",1,"10"
2018,"38","10.71B","11",6,"10"
2018,"38","10.71C","11",49,"10"
2018,"38","10.71D","11",3,"10"
2018,"38","10.72Z","11",2,"10"
2018,"38","10.82Z","11",1,"10"
2018,"38","10.89Z","11",1,"10"
2018,"38","11.01Z","11",1,"11"
2018,"38","13.10Z","11",1,"13"
2018,"38","13.20Z","11",2,"13"
2018,"38","13.91Z","11",2,"13"
2018,"38","13.92Z","11",2,"13"
2018,"38","16.10A","11",5,"16"
2018,"38","16.10B","11",2,"16"
2018,"38","16.23Z","11",7,"16"
2018,"38","16.24Z","11",1,"16"
2018,"38","16.29Z","11",2,"16"
2018,"38","17.12Z","11",1,"17"
2018,"38","17.21A","11",1,"17"
2018,"38","17.21B","11",2,"17"
2018,"38","17.21C","11",1,"17"
2018,"38","17.29Z","11",4,"17"
2018,"38","18.12Z","11",4,"18"
2018,"38","18.13Z","11",6,"18"
2018,"38","20.11Z","11",3,"20"
2018,"38","20.15Z","11",1,"20"
2018,"38","20.16Z","11",1,"20"
2018,"38","20.30Z","11",1,"20"
2018,"38","20.51Z","11",1,"20"
2018,"38","20.59Z","11",4,"20"
2018,"38","22.19Z","11",3,"22"
2018,"38","22.21Z","11",4,"22"
2018,"38","22.22Z","11",3,"22"
2018,"38","22.23Z","11",2,"22"
2018,"38","22.29A","11",12,"22"
2018,"38","22.29B","11",6,"22"
2018,"38","23.14Z","11",1,"23"
2018,"38","23.52Z","11",3,"23"
2018,"38","23.61Z","11",2,"23"
2018,"38","23.63Z","11",1,"23"
2018,"38","24.33Z","11",2,"24"
2018,"38","24.44Z","11",1,"24"
2018,"38","24.53Z","11",1,"24"
2018,"38","24.54Z","11",4,"24"
2018,"38","25.11Z","11",19,"25"
2018,"38","25.12Z","11",1,"25"
2018,"38","25.29Z","11",2,"25"
2018,"38","25.50B","11",12,"25"
2018,"38","25.61Z","11",7,"25"
2018,"38","25.62A","11",2,"25"
2018,"38","25.62B","11",34,"25"
2018,"38","25.72Z","11",1,"25"
2018,"38","25.73A","11",6,"25"
2018,"38","25.73B","11",1,"25"
2018,"38","25.92Z","11",1,"25"
2018,"38","25.93Z","11",3,"25"
2018,"38","25.99B","11",7,"25"
2018,"38","26.11Z","11",3,"26"
2018,"38","26.12Z","11",4,"26"
2018,"38","26.20Z","11",1,"26"
2018,"38","26.30Z","11",4,"26"
2018,"38","26.51B","11",6,"26"
2018,"38","26.60Z","11",2,"26"
2018,"38","27.11Z","11",3,"27"
2018,"38","27.12Z","11",4,"27"
2018,"38","27.33Z","11",1,"27"
2018,"38","27.40Z","11",1,"27"
2018,"38","27.51Z","11",1,"27"
2018,"38","27.90Z","11",2,"27"
2018,"38","28.12Z","11",2,"28"
2018,"38","28.15Z","11",1,"28"
2018,"38","28.21Z","11",1,"28"
2018,"38","28.22Z","11",1,"28"
2018,"38","28.25Z","11",5,"28"
2018,"38","28.29B","11",2,"28"
2018,"38","28.30Z","11",4,"28"
2018,"38","28.41Z","11",3,"28"
2018,"38","28.91Z","11",1,"28"
2018,"38","28.92Z","11",1,"28"
2018,"38","28.93Z","11",3,"28"
2018,"38","28.94Z","11",1,"28"
2018,"38","28.95Z","11",1,"28"
2018,"38","28.99B","11",3,"28"
2018,"38","29.20Z","11",2,"29"
2018,"38","30.12Z","11",1,"30"
2018,"38","31.01Z","11",2,"31"
2018,"38","31.09B","11",3,"31"
2018,"38","32.30Z","11",3,"32"
2018,"38","32.50A","11",9,"32"
2018,"38","33.11Z","11",2,"33"
2018,"38","33.12Z","11",4,"33"
2018,"38","33.13Z","11",2,"33"
2018,"38","33.14Z","11",3,"33"
2018,"38","33.19Z","11",2,"33"
2018,"38","33.20A","11",11,"33"
2018,"38","33.20B","11",6,"33"
2018,"38","33.20C","11",3,"33"
2018,"38","33.20D","11",5,"33"
2018,"38","35.11Z","11",2,"35"
2018,"38","35.12Z","11",1,"35"
2018,"38","35.13Z","11",7,"35"
2018,"38","35.22Z","11",1,"35"
2018,"38","36.00Z","11",6,"36"
2018,"38","37.00Z","11",3,"37"
2018,"38","38.11Z","11",7,"38"
2018,"38","38.12Z","11",1,"38"
2018,"38","38.21Z","11",3,"38"
2018,"38","38.32Z","11",9,"38"
2018,"38","39.00Z","11",1,"39"
2018,"38","41.10A","11",5,"41"
2018,"38","41.10C","11",1,"41"
2018,"38","41.20A","11",9,"41"
2018,"38","41.20B","11",8,"41"
2018,"38","42.11Z","11",1,"42"
2018,"38","42.21Z","11",3,"42"
2018,"38","42.22Z","11",2,"42"
2018,"38","42.99Z","11",4,"42"
2018,"38","43.11Z","11",2,"43"
2018,"38","43.12A","11",23,"43"
2018,"38","43.12B","11",1,"43"
2018,"38","43.13Z","11",1,"43"
2018,"38","43.21A","11",40,"43"
2018,"38","43.21B","11",2,"43"
2018,"38","43.22A","11",26,"43"
2018,"38","43.22B","11",32,"43"
2018,"38","43.29A","11",12,"43"
2018,"38","43.29B","11",2,"43"
2018,"38","43.31Z","11",15,"43"
2018,"38","43.32A","11",21,"43"
2018,"38","43.32B","11",17,"43"
2018,"38","43.32C","11",2,"43"
2018,"38","43.33Z","11",11,"43"
2018,"38","43.34Z","11",23,"43"
2018,"38","43.39Z","11",4,"43"
2018,"38","43.91A","11",25,"43"
2018,"38","43.91B","11",7,"43"
2018,"38","43.99A","11",6,"43"
2018,"38","43.99B","11",3,"43"
2018,"38","43.99C","11",56,"43"
2018,"38","43.99D","11",3,"43"
2018,"38","43.99E","11",1,"43"
2018,"38","45.11Z","11",16,"45"
2018,"38","45.19Z","11",1,"45"
2018,"38","45.20A","11",49,"45"
2018,"38","45.20B","11",5,"45"
2018,"38","45.31Z","11",10,"45"
2018,"38","45.32Z","11",10,"45"
2018,"38","45.40Z","11",4,"45"
2018,"38","46.11Z","11",1,"46"
2018,"38","46.13Z","11",2,"46"
2018,"38","46.14Z","11",2,"46"
2018,"38","46.15Z","11",1,"46"
2018,"38","46.18Z","11",2,"46"
2018,"38","46.19A","11",1,"46"
2018,"38","46.19B","11",2,"46"
2018,"38","46.21Z","11",2,"46"
2018,"38","46.23Z","11",1,"46"
2018,"38","46.31Z","11",5,"46"
2018,"38","46.32A","11",2,"46"
2018,"38","46.33Z","11",1,"46"
2018,"38","46.34Z","11",4,"46"
2018,"38","46.36Z","11",1,"46"
2018,"38","46.37Z","11",1,"46"
2018,"38","46.38B","11",2,"46"
2018,"38","46.39A","11",1,"46"
2018,"38","46.39B","11",5,"46"
2018,"38","46.41Z","11",1,"46"
2018,"38","46.42Z","11",3,"46"
2018,"38","46.43Z","11",1,"46"
2018,"38","46.44Z","11",1,"46"
2018,"38","46.46Z","11",4,"46"
2018,"38","46.49Z","11",9,"46"
2018,"38","46.51Z","11",10,"46"
2018,"38","46.52Z","11",7,"46"
2018,"38","46.61Z","11",13,"46"
2018,"38","46.62Z","11",1,"46"
2018,"38","46.63Z","11",7,"46"
2018,"38","46.66Z","11",4,"46"
2018,"38","46.69A","11",7,"46"
2018,"38","46.69B","11",30,"46"
2018,"38","46.69C","11",7,"46"
2018,"38","46.72Z","11",3,"46"
2018,"38","46.73A","11",34,"46"
2018,"38","46.73B","11",6,"46"
2018,"38","46.74A","11",8,"46"
