,src,dest,weight
39933,23.20,25.94,0.780718554130289
39951,23.20,27.40,0.8003677114909395
39952,23.20,27.51,0.752096359009178
39957,23.20,28.13,0.7562852036690365
39959,23.20,28.15,0.8264800552693403
39960,23.20,28.21,0.7559412507931043
39976,23.20,29.10,0.7582089996752033
39979,23.20,29.32,0.8129099163793232
39982,23.20,30.20,0.8407480010306305
39986,23.20,30.92,0.7847774005208885
40344,23.32,10.13,0.7784563473427062
40352,23.32,10.52,0.7997145443534207
40420,23.32,20.41,0.7773456981893099
40455,23.32,23.69,0.756575805743737
40475,23.32,25.21,0.7620085100795626
40483,23.32,25.92,0.776933467300599
40523,23.32,28.93,0.7809501382255295
40561,23.32,58.13,0.81263150927612
40562,23.32,58.14,0.81263150927612
40652,23.41,13.20,0.7546808864894614
41025,23.42,25.11,0.7837886320233839
41026,23.42,25.12,0.7864283415864669
41052,23.42,27.31,0.8434697094725843
41053,23.42,27.32,0.8521021167962439
41057,23.42,27.52,0.7627132268796457
41058,23.42,27.90,0.7666868012669428
41082,23.42,29.31,0.79566654374487
41092,23.42,31.01,0.7609220885775856
41093,23.42,31.02,0.7609220885775856
41095,23.42,31.09,0.7597212423242463
41258,23.43,22.19,0.768929952441523
41285,23.43,23.91,0.826485922080072
41308,23.43,25.72,0.7781356456760785
41313,23.43,25.94,0.7651614140068959
41325,23.43,27.11,0.7724766903608048
41330,23.43,27.33,0.7924715368795412
41331,23.43,27.40,0.8084895208847878
41332,23.43,27.51,0.7965127846468866
41337,23.43,28.13,0.7861990414251432
41339,23.43,28.15,0.8050578507843517
41344,23.43,28.25,0.806130748247182
41359,23.43,29.32,0.8211008631000916
41366,23.43,30.92,0.8433253547734216
41624,23.44,28.49,0.7646056736151035
41894,23.49,28.23,0.7753699431276369
41956,23.51,01.15,0.7515860542966657
41964,23.51,01.26,0.7928845146397724
42003,23.51,10.32,0.7664457000467264
42004,23.51,10.39,0.7637727042571149
42011,23.51,10.71,0.7808821040308739
42012,23.51,10.72,0.7808821040308739
42014,23.51,10.81,0.7566793365557922
42017,23.51,10.84,0.7792616412521286
42027,23.51,11.05,0.7697561117706492
42029,23.51,11.07,0.8058666435778046
42030,23.51,12.00,0.7537050697643
42041,23.51,14.12,0.7669154595480189
42043,23.51,14.14,0.7500525278239983
42059,23.51,17.21,0.7778332256773139
42088,23.51,22.22,0.7835819889059559
42105,23.51,23.52,0.752277072094333
42209,23.51,35.11,0.768932719444188
42240,23.52,01.26,0.7613531562462215
42252,23.52,01.49,0.757345931774345
42268,23.52,08.11,0.7919760444261137
42279,23.52,10.32,0.7531968179433204
42280,23.52,10.39,0.7930517506083472
42282,23.52,10.42,0.770142282599114
42284,23.52,10.52,0.7564389306273809
42285,23.52,10.61,0.7851673566816175
42287,23.52,10.71,0.8049047696006048
42288,23.52,10.72,0.8049047696006048
42291,23.52,10.82,0.7566236229638588
42293,23.52,10.84,0.7844825496809955
42303,23.52,11.05,0.7607530245860417
42305,23.52,11.07,0.7733172203454595
42306,23.52,12.00,0.7765589921211111
42328,23.52,16.21,0.7547058909029141
42364,23.52,22.22,0.7750594240439828
42380,23.52,23.51,0.752277072094333
42405,23.52,25.11,0.7509378410437122
42414,23.52,25.91,0.7643587177502431
42415,23.52,25.92,0.7732682531785184
42488,23.52,38.11,0.7657000527309481
42521,23.61,01.41,0.7615453247542073
42522,23.61,01.42,0.7571679915690454
42531,23.61,02.20,0.7524679466295152
42552,23.61,10.13,0.7822021951276277
42560,23.61,10.52,0.7570732705568108
42581,23.61,11.07,0.7662728604588
42603,23.61,16.10,0.7599435433192441
42604,23.61,16.21,0.8003053447766788
42605,23.61,16.22,0.8577332618561538
42606,23.61,16.23,0.9813339508020834
42611,23.61,17.21,0.8121667142907532
42639,23.61,22.21,0.7744243508858197
42640,23.61,22.22,0.7531508615329423
42663,23.61,23.69,0.8696229124758874
42671,23.61,24.33,0.7927404958222684
42681,23.61,25.11,0.9312019459408798
42682,23.61,25.12,0.885228262600321
42684,23.61,25.29,0.7603046784510761
42690,23.61,25.91,0.8004534996795262
42691,23.61,25.92,0.7620440763659133
42708,23.61,27.31,0.7626787153744924
42709,23.61,27.32,0.7814935854113607
42710,23.61,27.33,0.7990266806065035
42747,23.61,30.99,0.8032897388951448
42748,23.61,31.01,0.7818610856524149
42749,23.61,31.02,0.7818610856524149
42761,23.61,35.11,0.7611782199556164
42769,23.61,58.13,0.7557055013286041
42770,23.61,58.14,0.7557055013286041
42771,23.61,58.19,0.7591484241767099
42939,23.62,23.69,0.8215017689291882
43767,23.65,23.69,0.7782629407442592
43775,23.65,24.33,0.750471641433891
43786,23.65,25.12,0.7598268361156262
43907,23.69,01.47,0.784112960353649
43908,23.69,01.49,0.7686165993276939
43932,23.69,10.13,0.8134521598230169
43938,23.69,10.42,0.7570245073000098
43940,23.69,10.52,0.8230244798422574
43941,23.69,10.61,0.765745676067769
43943,23.69,10.71,0.7823377715739076
43944,23.69,10.72,0.7823377715739076
43951,23.69,10.86,0.7711685179650213
43952,23.69,10.89,0.7560625893537445
43959,23.69,11.05,0.7796034367346956
43961,23.69,11.07,0.7780086629422553
43984,23.69,16.21,0.8305846982273013
43985,23.69,16.22,0.8456178920883983
43986,23.69,16.23,0.8294699872474303
43991,23.69,17.21,0.7965325501487712
44008,23.69,20.41,0.7706546730928914
44019,23.69,22.21,0.8223954173560117
44020,23.69,22.22,0.8058163749832312
44030,23.69,23.32,0.756575805743737
44038,23.69,23.61,0.8696229124758874
44039,23.69,23.62,0.8215017689291882
44042,23.69,23.65,0.7782629407442592
44051,23.69,24.33,0.8213039059784726
44061,23.69,25.11,0.8958670542466587
44062,23.69,25.12,0.899450813532937
44070,23.69,25.91,0.8435506132385697
44071,23.69,25.92,0.8202418383367054
44088,23.69,27.31,0.7550014636497452
44089,23.69,27.32,0.7755916422221776
44090,23.69,27.33,0.8406776201782502
44093,23.69,27.52,0.7942677859222145
44127,23.69,30.99,0.7926371928509482
44128,23.69,31.01,0.7929022899413518
44129,23.69,31.02,0.7929022899413518
44131,23.69,31.09,0.7581306094131084
44141,23.69,35.11,0.7790698363492748
44149,23.69,58.13,0.761389134918669
44150,23.69,58.14,0.761389134918669
44200,23.70,08.11,0.7517514730162611
44542,23.91,17.12,0.7510009864882088
44570,23.91,22.19,0.7814605510564413
44580,23.91,23.20,0.7547568748148925
44585,23.91,23.43,0.826485922080072
44601,23.91,24.31,0.7570527961101549
44602,23.91,24.32,0.8154651931985095
44612,23.91,24.52,0.7661721977163086
44621,23.91,25.73,0.8424727817282898
44625,23.91,25.94,0.8265451110339881
44643,23.91,27.40,0.773424045771383
44644,23.91,27.51,0.7633932136588533
44647,23.91,28.11,0.8054829453324219
44648,23.91,28.12,0.8415487139827025
44649,23.91,28.13,0.8005949202858973
44650,23.91,28.14,0.8467453935486245
44651,23.91,28.15,0.8112005345813535
44652,23.91,28.21,0.8178490477527207
44659,23.91,28.41,0.7579924286456265
44661,23.91,28.91,0.7572181264679989
44664,23.91,28.94,0.7820438713580266
44665,23.91,28.95,0.7660069347858405
44667,23.91,28.99,0.7986852859533886
44668,23.91,29.10,0.7886189221801705
44671,23.91,29.32,0.8682339582308631
44674,23.91,30.20,0.7618212655387531
44678,23.91,30.92,0.7873104923362337
44707,23.91,71.11,0.7532797250155718
45094,24.10,17.12,0.7514416559594979
45101,24.10,19.10,0.7734956989324357
45154,24.10,24.32,0.8607866997708966
45398,24.20,22.19,0.7804766210671936
45408,24.20,23.20,0.7796325648460227
45429,24.20,24.31,0.7613362083158965
45439,24.20,24.51,0.7789604961924335
45440,24.20,24.52,0.7831661823596726
45453,24.20,25.94,0.75495309314577
45479,24.20,28.15,0.7959154485828654
45489,24.20,28.91,0.7866476402695961
45499,24.20,29.32,0.7811797465988995
45506,24.20,30.92,0.7621154234433617
45674,24.31,22.19,0.7502420392433056
45684,24.31,23.20,0.8002452732351821
45701,24.31,23.91,0.7570527961101549
45704,24.31,24.20,0.7613362083158965
45706,24.31,24.32,0.7942918294183974
45707,24.31,24.33,0.8203973298022065
45756,24.31,28.21,0.7939537740201481
45765,24.31,28.91,0.7781609757501425
45775,24.31,29.32,0.7735271869777363
45778,24.31,30.20,0.8036459726167706
45922,24.32,17.12,0.8342854262564159
45936,24.32,20.16,0.7659273518147232
45960,24.32,23.20,0.7763590691811159
45977,24.32,23.91,0.8154651931985095
45979,24.32,24.10,0.8607866997708966
45981,24.32,24.31,0.7942918294183974
46005,24.32,25.94,0.7645342314919459
46023,24.32,27.40,0.7588687797750941
46029,24.32,28.13,0.7642906151118083
46031,24.32,28.15,0.8432521444229437
46032,24.32,28.21,0.7665912579777956
46033,24.32,28.22,0.7849818939206836
46041,24.32,28.91,0.7848756447927333
46044,24.32,28.94,0.7893811617511097
46045,24.32,28.95,0.7829808595909378
46051,24.32,29.32,0.777761799658482
46054,24.32,30.20,0.7580435306304246
46148,24.33,10.52,0.7734939184679859
46192,24.33,16.21,0.7516531977224659
46193,24.33,16.22,0.820317450266798
46194,24.33,16.23,0.8009693014248573
46216,24.33,20.41,0.7711997423465089
46227,24.33,22.21,0.795659809831244
46229,24.33,22.23,0.7709715957701131
46246,24.33,23.61,0.7927404958222684
46250,24.33,23.65,0.750471641433891
46251,24.33,23.69,0.8213039059784726
46257,24.33,24.31,0.8203973298022065
46269,24.33,25.11,0.9110299270300732
46270,24.33,25.12,0.9250279496660493
46272,24.33,25.29,0.7627889028128504
46278,24.33,25.91,0.8252151624478634
46279,24.33,25.92,0.8042005334764706
46297,24.33,27.32,0.7528156236845935
46298,24.33,27.33,0.8285429111417945
46301,24.33,27.52,0.7873025504288305
46326,24.33,29.31,0.7782253750232614
46336,24.33,31.01,0.7688561407091811
46337,24.33,31.02,0.7688561407091811
46357,24.33,58.13,0.7673622578373502
46358,24.33,58.14,0.7673622578373502
46652,24.41,01.22,0.7967098974305415
46655,24.41,01.25,0.7781988294302158
46657,24.41,01.27,0.7637194570881157
46708,24.41,10.83,0.760537929663772
47865,24.45,20.13,0.802454553774092
47877,24.45,20.59,0.8279275334190386
47922,24.45,24.46,0.7946373179653986
47959,24.45,28.11,0.7607176114590708
47965,24.45,28.22,0.7754491744521679
47987,24.45,30.30,0.8351463495315643
48011,24.45,38.32,0.7522046855233759
48020,24.45,74.20,0.7593152402109749
48021,24.45,90.03,0.81806013423224
48057,24.46,05.10,0.767954610731417
48141,24.46,20.13,0.9645841255189616
48197,24.46,24.45,0.7946373179653986
48263,24.46,30.30,0.7563245444141564
48444,24.51,23.20,0.782403972748998
48464,24.51,24.20,0.7789604961924335
48476,24.51,24.52,0.9307628048240622
48489,24.51,25.94,0.7882617448162068
48737,24.52,23.91,0.7661721977163086
48740,24.52,24.20,0.7831661823596726
48751,24.52,24.51,0.9307628048240622
48765,24.52,25.94,0.781087267267265
48788,24.52,28.12,0.7901846326037328
48790,24.52,28.14,0.7837634462140612
48791,24.52,28.15,0.7629969896895733
48807,24.52,28.99,0.7633226456739848
48869,25.11,01.41,0.754171598256924
48900,25.11,10.13,0.810382578407285
48906,25.11,10.42,0.7574086456356481
48908,25.11,10.52,0.7977850348665863
48911,25.11,10.71,0.7581211163466167
48912,25.11,10.72,0.7581211163466167
48927,25.11,11.05,0.769530384224354
48929,25.11,11.07,0.8009913112608862
48946,25.11,14.31,0.7715776667774268
48952,25.11,16.21,0.8351349517411892
48953,25.11,16.22,0.9151036263503175
48954,25.11,16.23,0.9390086074628103
48959,25.11,17.21,0.8194720618828928
48961,25.11,17.23,0.7531065006672553
48976,25.11,20.41,0.7817526213562287
48987,25.11,22.21,0.8135157509681039
48988,25.11,22.22,0.7764782001152983
48989,25.11,22.23,0.7965160892864135
49000,25.11,23.42,0.7837886320233839
49005,25.11,23.52,0.7509378410437122
49006,25.11,23.61,0.9312019459408798
49011,25.11,23.69,0.8958670542466587
49019,25.11,24.33,0.9110299270300732
49030,25.11,25.12,0.9926227200820985
49032,25.11,25.29,0.7724769068085888
49038,25.11,25.91,0.8512962918049864
49039,25.11,25.92,0.8239453699496693
49056,25.11,27.31,0.8037536757698229
49057,25.11,27.32,0.8204534455254964
49058,25.11,27.33,0.8728616807684311
49061,25.11,27.52,0.7986173125700495
49085,25.11,29.20,0.7592510624650847
49086,25.11,29.31,0.7863050212567798
49095,25.11,30.99,0.816775246437286
49096,25.11,31.01,0.8332343843951664
49097,25.11,31.02,0.8332343843951664
49099,25.11,31.09,0.7894665525292792
49109,25.11,35.11,0.7904924196981715
49117,25.11,58.13,0.7993387247641057
49118,25.11,58.14,0.7993387247641057
49119,25.11,58.19,0.7652936772315848
49176,25.12,10.13,0.8072882829642549
49182,25.12,10.42,0.7510306173803625
49184,25.12,10.52,0.8027445077740996
49187,25.12,10.71,0.7617864855820433
49188,25.12,10.72,0.7617864855820433
49203,25.12,11.05,0.77073976392636
49205,25.12,11.07,0.800156809650794
49222,25.12,14.31,0.7764563192247887
49228,25.12,16.21,0.8317875183277121
49229,25.12,16.22,0.9120379518187481
49230,25.12,16.23,0.8956591536984765
49235,25.12,17.21,0.8084043771426405
49252,25.12,20.41,0.7827461680433359
49263,25.12,22.21,0.8143087536128366
49264,25.12,22.22,0.778657207072983
49265,25.12,22.23,0.8113755532747746
49276,25.12,23.42,0.7864283415864669
49282,25.12,23.61,0.885228262600321
49286,25.12,23.65,0.7598268361156262
49287,25.12,23.69,0.899450813532937
49295,25.12,24.33,0.9250279496660493
49305,25.12,25.11,0.9926227200820985
49307,25.12,25.21,0.7540529382947224
49308,25.12,25.29,0.7604547671052565
49314,25.12,25.91,0.8554289655916714
49315,25.12,25.92,0.8308349169610213
49332,25.12,27.31,0.7995680161862748
49333,25.12,27.32,0.8151440344717114
49334,25.12,27.33,0.8824313510728322
49337,25.12,27.52,0.8095596330600466
49361,25.12,29.20,0.7522744140414903
49362,25.12,29.31,0.796823780748359
49371,25.12,30.99,0.8066249493892232
49372,25.12,31.01,0.8355009505482043
49373,25.12,31.02,0.8355009505482043
49375,25.12,31.09,0.7912067829298208
49385,25.12,35.11,0.7893662054054513
49393,25.12,58.13,0.7986625857368541
49394,25.12,58.14,0.7986625857368541
49395,25.12,58.19,0.7561938027555005
49427,25.21,01.47,0.770712299214783
49505,25.21,16.22,0.780078803023398
49538,25.21,22.19,0.7632168881426518
49550,25.21,23.32,0.7620085100795626
49582,25.21,25.12,0.7540529382947224
49588,25.21,25.72,0.8319808481776423
49610,25.21,27.33,0.8650674534076777
49612,25.21,27.51,0.8219264981356036
49613,25.21,27.52,0.8496968617815039
49617,25.21,28.13,0.7553030328639665
49619,25.21,28.15,0.7637993782461793
49620,25.21,28.21,0.8167230663265029
49624,25.21,28.25,0.7994912929962528
49631,25.21,28.93,0.838038919138641
49637,25.21,29.20,0.7939895707257615
49639,25.21,29.32,0.7734528136528405
49642,25.21,30.20,0.83814666321511
49647,25.21,30.99,0.7881144897805359
49648,25.21,31.01,0.8358270806941613
49649,25.21,31.02,0.8358270806941613
49651,25.21,31.09,0.8300560637848249
49669,25.21,58.13,0.8165777077159713
49670,25.21,58.14,0.8165777077159713
49736,25.29,10.52,0.766708053045982
49739,25.29,10.71,0.7534475174008366
49740,25.29,10.72,0.7534475174008366
49782,25.29,16.23,0.7638619746329962
49787,25.29,17.21,0.7732519193369467
49804,25.29,20.41,0.8407137474232997
49815,25.29,22.21,0.8176271436710244
49816,25.29,22.22,0.7661448680595221
49834,25.29,23.61,0.7603046784510761
49847,25.29,24.33,0.7627889028128504
49857,25.29,25.11,0.7724769068085888
49858,25.29,25.12,0.7604547671052565
49866,25.29,25.91,0.810770856671051
49867,25.29,25.92,0.7973353889681238
49947,25.29,58.19,0.7620589805095154
50417,25.40,25.73,0.7777236694597776
50448,25.40,28.21,0.7515692131312566
50918,25.72,22.19,0.8015703789214106
50924,25.72,23.12,0.7673519937145865
50928,25.72,23.20,0.7749294753750516
50933,25.72,23.43,0.7781356456760785
50963,25.72,25.21,0.8319808481776423
50972,25.72,25.93,0.8282384643538868
50985,25.72,27.11,0.7787353281609859
50990,25.72,27.33,0.819770019853916
50991,25.72,27.40,0.7948867806083044
50992,25.72,27.51,0.8555129806851777
50993,25.72,27.52,0.8223036566559292
50999,25.72,28.15,0.782460293911347
51000,25.72,28.21,0.7740368590168513
51004,25.72,28.25,0.8259552901836062
51009,25.72,28.91,0.7578630092357604
51018,25.72,29.31,0.8080633000865004
51019,25.72,29.32,0.8441949109613986
51022,25.72,30.20,0.7510336815067704
51026,25.72,30.92,0.8291271745633988
51028,25.72,31.01,0.8318800420925699
51029,25.72,31.02,0.8318800420925699
51031,25.72,31.09,0.8398613637397618
51221,25.73,23.91,0.8424727817282898
51242,25.73,25.40,0.7777236694597776
51249,25.73,25.94,0.8102656119635212
51272,25.73,28.12,0.7802301824104989
51274,25.73,28.14,0.7999552403644046
51276,25.73,28.21,0.8029241411403527
51283,25.73,28.41,0.7833588183994638
51285,25.73,28.91,0.7564697127079644
51289,25.73,28.95,0.7670422584948826
51291,25.73,28.99,0.7797591915775345
51359,25.91,01.47,0.7618225198509849
51360,25.91,01.49,0.7825361621678312
51384,25.91,10.13,0.8001366287977265
51387,25.91,10.32,0.7701531586034143
51390,25.91,10.42,0.7577948606525327
51392,25.91,10.52,0.8257847462472503
51393,25.91,10.61,0.7852879297333948
51395,25.91,10.71,0.8381679991254591
51396,25.91,10.72,0.8381679991254591
51401,25.91,10.84,0.7763038371813951
51403,25.91,10.86,0.766128653848531
51405,25.91,10.91,0.7808272555137525
51406,25.91,10.92,0.7829518566422381
51411,25.91,11.05,0.8132329320481286
51413,25.91,11.07,0.7953157760326847
51437,25.91,16.22,0.7784733294638586
51438,25.91,16.23,0.7793260603192369
51443,25.91,17.21,0.863287161291351
51459,25.91,20.30,0.7783170043101093
51460,25.91,20.41,0.8408707746690953
51471,25.91,22.21,0.8213606724190606
51472,25.91,22.22,0.7987029895620541
51489,25.91,23.52,0.7643587177502431
51490,25.91,23.61,0.8004534996795262
51495,25.91,23.69,0.8435506132385697
51503,25.91,24.33,0.8252151624478634
51513,25.91,25.11,0.8512962918049864
51514,25.91,25.12,0.8554289655916714
51516,25.91,25.29,0.810770856671051
51523,25.91,25.92,0.8902001906835648
51541,25.91,27.32,0.7577250187823039
51542,25.91,27.33,0.7578119440333695
51593,25.91,35.11,0.7688899651990486
51601,25.91,58.13,0.7549762927517519
51602,25.91,58.14,0.7549762927517519
51603,25.91,58.19,0.8074870954189302
51629,25.92,01.41,0.7562457192347544
51630,25.92,01.42,0.7551241097091264
51635,25.92,01.47,0.7778213188348686
51636,25.92,01.49,0.7565930777956685
51660,25.92,10.13,0.8011905697106996
51668,25.92,10.52,0.8265735308358442
51669,25.92,10.61,0.8196056916609984
51671,25.92,10.71,0.7986060309553871
51672,25.92,10.72,0.7986060309553871
51679,25.92,10.86,0.7912073410911584
51680,25.92,10.89,0.7797233403629857
51681,25.92,10.91,0.824664625642826
51682,25.92,10.92,0.8264222937536765
51687,25.92,11.05,0.8102234671595125
51689,25.92,11.07,0.7644957925310516
51713,25.92,16.22,0.778041211623721
51714,25.92,16.23,0.7575522705019202
51719,25.92,17.21,0.7885789062181126
51735,25.92,20.30,0.783972831656822
51736,25.92,20.41,0.8682335391536318
51747,25.92,22.21,0.8082338168252835
51748,25.92,22.22,0.7771380910862641
51758,25.92,23.32,0.776933467300599
51765,25.92,23.52,0.7732682531785184
51766,25.92,23.61,0.7620440763659133
51771,25.92,23.69,0.8202418383367054
51779,25.92,24.33,0.8042005334764706
51789,25.92,25.11,0.8239453699496693
51790,25.92,25.12,0.8308349169610213
51792,25.92,25.29,0.7973353889681238
51798,25.92,25.91,0.8902001906835648
51816,25.92,27.31,0.7636967394081235
51817,25.92,27.32,0.7861206369229072
51818,25.92,27.33,0.7820411905008708
51821,25.92,27.52,0.750236806909927
51839,25.92,28.93,0.7564596453452942
51846,25.92,29.31,0.7809576276626788
51855,25.92,30.99,0.7676056907711513
51869,25.92,35.11,0.7955147842147501
51877,25.92,58.13,0.8170372740657911
51878,25.92,58.14,0.8170372740657911
51879,25.92,58.19,0.8439307724323979
51974,25.93,13.96,0.7623324777846507
52022,25.93,22.19,0.7622329004612857
52072,25.93,25.72,0.8282384643538868
52095,25.93,27.40,0.7596228540804573
52096,25.93,27.51,0.763864712875908
52104,25.93,28.21,0.7541443688271665
52122,25.93,29.31,0.750032530487986
52123,25.93,29.32,0.8234559750965316
52130,25.93,30.92,0.8003860510485687
52298,25.94,22.19,0.7514537960163753
52308,25.94,23.20,0.780718554130289
52313,25.94,23.43,0.7651614140068959
52325,25.94,23.91,0.8265451110339881
52328,25.94,24.20,0.75495309314577
52330,25.94,24.32,0.7645342314919459
52339,25.94,24.51,0.7882617448162068
52340,25.94,24.52,0.781087267267265
52349,25.94,25.73,0.8102656119635212
52376,25.94,28.12,0.7728699116344346
52377,25.94,28.13,0.7907598934435761
52378,25.94,28.14,0.7986538492395598
52379,25.94,28.15,0.8343867317714913
52389,25.94,28.91,0.8041746769835924
52392,25.94,28.94,0.8042472945137196
52399,25.94,29.32,0.7702659336816119
52402,25.94,30.20,0.7687998382622938
52406,25.94,30.92,0.7891868136251871
52520,25.99,13.20,0.8035673031843706
53185,26.12,26.20,0.9821348077361428
53186,26.12,26.30,0.7772546892886524
53187,26.12,26.40,0.7844408625295028
53188,26.12,26.51,0.7668098817271642
53191,26.12,26.70,0.8481486263523663
53192,26.12,26.80,0.9821348077361428
53216,26.12,28.49,0.7864300121111462
53246,26.12,32.50,0.7511429943762494
53260,26.12,58.29,0.9821348077361428
53261,26.12,59.11,0.9821382015278881
53262,26.12,59.20,0.9820900468652607
53397,26.20,20.59,0.7637740677712639
53460,26.20,26.12,0.9821348077361428
53464,26.20,26.51,0.7716514754497686
53467,26.20,26.70,0.7784471684750103
53468,26.20,26.80,1.0000000000000002
53536,26.20,58.29,1.0000000000000002
53537,26.20,59.11,0.9999999449972974
53538,26.20,59.20,0.9999993275036074
53736,26.30,26.12,0.7772546892886524
53739,26.30,26.40,0.9993120690079919
53743,26.30,26.70,0.9602120939234824
53768,26.30,28.49,0.7715864936931278
54012,26.40,26.12,0.7844408625295028
54014,26.40,26.30,0.9993120690079919
54019,26.40,26.70,0.9641074282476735
54044,26.40,28.49,0.7790399455201379
54208,26.51,18.13,0.7642330984300738
54225,26.51,20.59,0.8013186628438975
54288,26.51,26.12,0.7668098817271642
54289,26.51,26.20,0.7716514754497686
54294,26.51,26.60,0.8035825786552739
54296,26.51,26.80,0.7716514754497688
54307,26.51,28.11,0.8128025600075693
54308,26.51,28.12,0.8719876470833363
54309,26.51,28.13,0.794617779593725
54310,26.51,28.14,0.8324293864956605
54313,26.51,28.22,0.7833471988220049
54317,26.51,28.29,0.7949497757730647
54320,26.51,28.49,0.7590320510812332
54327,26.51,28.99,0.8343503823463825
54364,26.51,58.29,0.7716514754497688
54365,26.51,59.11,0.7717135533985371
54366,26.51,59.20,0.7718997663559707
54469,26.52,15.12,0.7506526547154874
54626,26.52,32.50,0.7784138821297789
54645,26.52,90.03,0.773290380282602
54760,26.60,18.13,0.7666461151700135
54777,26.60,20.59,0.8437177602626603
54779,26.60,21.10,0.770681119234327
54780,26.60,21.20,0.7641518256586668
54844,26.60,26.51,0.8035825786552739
54865,26.60,28.22,0.7650483295512405
54869,26.60,28.29,0.7503379859683338
54902,26.60,32.50,0.7801588804258643
55116,26.70,26.12,0.8481486263523663
55117,26.70,26.20,0.7784471684750103
55118,26.70,26.30,0.9602120939234824
55119,26.70,26.40,0.9641074282476735
55124,26.70,26.80,0.7784471684750103
55148,26.70,28.49,0.8559723623449671
55192,26.70,58.29,0.7784471684750103
55193,26.70,59.11,0.7784237967936428
55194,26.70,59.20,0.7783937007306069
55329,26.80,20.59,0.7637740677712639
55392,26.80,26.12,0.9821348077361428
55393,26.80,26.20,1.0000000000000002
55396,26.80,26.51,0.7716514754497688
55399,26.80,26.70,0.7784471684750103
55468,26.80,58.29,1.0000000000000002
55469,26.80,59.11,0.9999999449972974
55470,26.80,59.20,0.9999993275036075
55610,27.11,22.19,0.7900102407259058
55625,27.11,23.43,0.7724766903608048
55660,27.11,25.72,0.7787353281609859
55684,27.11,27.51,0.7674903006998367
55686,27.11,27.90,0.7622031768958182
55689,27.11,28.13,0.7685833055558751
55690,27.11,28.14,0.7623629328949648
55696,27.11,28.25,0.8023929291760233
55710,27.11,29.31,0.7718459631023805
55711,27.11,29.32,0.764972841544348
56393,27.31,14.12,0.7966196353020687
56394,27.31,14.13,0.7822858640631438
56395,27.31,14.14,0.7762357391913883
56398,27.31,14.31,0.7558080162888761
56399,27.31,14.39,0.7841719017510095
56405,27.31,16.22,0.7693165220167366
56406,27.31,16.23,0.7723450003318287
56411,27.31,17.21,0.7642863513452826
56452,27.31,23.42,0.8434697094725843
56458,27.31,23.61,0.7626787153744924
56463,27.31,23.69,0.7550014636497452
56481,27.31,25.11,0.8037536757698229
56482,27.31,25.12,0.7995680161862748
56491,27.31,25.92,0.7636967394081235
56509,27.31,27.32,0.9939523322987529
56513,27.31,27.52,0.7514601641098639
56514,27.31,27.90,0.9280313921352609
56538,27.31,29.31,0.9029513266951079
56548,27.31,31.01,0.7790997956624997
56549,27.31,31.02,0.7790997956624997
56551,27.31,31.09,0.7749425426007384
56639,27.32,10.71,0.7504986102422576
56640,27.32,10.72,0.7504986102422576
56669,27.32,14.12,0.8081420607144665
56670,27.32,14.13,0.7916207771368089
56671,27.32,14.14,0.7840239866671416
56674,27.32,14.31,0.7723898651222765
56675,27.32,14.39,0.7906231258681818
56681,27.32,16.22,0.7775819077434195
56682,27.32,16.23,0.7871889230530696
56687,27.32,17.21,0.7842919292989903
56728,27.32,23.42,0.8521021167962439
56734,27.32,23.61,0.7814935854113607
56739,27.32,23.69,0.7755916422221776
56747,27.32,24.33,0.7528156236845935
56757,27.32,25.11,0.8204534455254964
56758,27.32,25.12,0.8151440344717114
56766,27.32,25.91,0.7577250187823039
56767,27.32,25.92,0.7861206369229072
56784,27.32,27.31,0.9939523322987529
56789,27.32,27.52,0.7742016169985828
56790,27.32,27.90,0.9091110145209367
56814,27.32,29.31,0.893835900397334
56824,27.32,31.01,0.7905252593499926
56825,27.32,31.02,0.7905252593499926
56827,27.32,31.09,0.7849819263421491
56879,27.33,01.47,0.7822644623243379
56904,27.33,10.13,0.7639290226195974
56950,27.33,14.31,0.7547115212471318
56956,27.33,16.21,0.8031102970806863
56957,27.33,16.22,0.8631564311486013
56958,27.33,16.23,0.8083423427434043
56990,27.33,22.19,0.7573167410350132
56993,27.33,22.23,0.834748895411775
56997,27.33,23.13,0.7547844305651922
57005,27.33,23.43,0.7924715368795412
57010,27.33,23.61,0.7990266806065035
57015,27.33,23.69,0.8406776201782502
57023,27.33,24.33,0.8285429111417945
57033,27.33,25.11,0.8728616807684311
57034,27.33,25.12,0.8824313510728322
57035,27.33,25.21,0.8650674534076777
57040,27.33,25.72,0.819770019853916
57042,27.33,25.91,0.7578119440333695
57043,27.33,25.92,0.7820411905008708
57064,27.33,27.51,0.8362659063090921
57065,27.33,27.52,0.8372253443597102
57066,27.33,27.90,0.7567138098877373
57076,27.33,28.25,0.8397377046002165
57089,27.33,29.20,0.8012763192610389
57090,27.33,29.31,0.8137570852787445
57091,27.33,29.32,0.7986591957950199
57099,27.33,30.99,0.8056244547150797
57100,27.33,31.01,0.8551922858280079
57101,27.33,31.02,0.8551922858280079
57103,27.33,31.09,0.837222537498149
57113,27.33,35.11,0.7616179815481517
57121,27.33,58.13,0.7533334478993089
57122,27.33,58.14,0.7533334478993089
57266,27.40,22.19,0.7606848489494353
57270,27.40,22.29,0.8609692331161329
57272,27.40,23.12,0.8252036003465861
57275,27.40,23.19,0.7810433050249819
57276,27.40,23.20,0.8003677114909395
