src,dest,weight
01.49,01.50,0.756329578696072
01.49,02.20,0.7529695370571652
01.49,03.21,0.7728651567143618
01.49,03.22,0.7728651567143618
01.49,08.93,0.7650439415180312
01.49,10.13,0.7807730123866343
01.49,10.31,0.7717462399333788
01.49,10.39,0.7874582148767801
01.49,10.41,0.7611958949940374
01.49,10.52,0.7552609596666272
01.49,10.61,0.7872122519296447
01.49,10.71,0.7745267703399357
01.49,10.72,0.7745267703399357
01.49,10.81,0.7541436146634983
01.49,10.89,0.7507216712772755
01.49,11.05,0.7783594966886103
01.49,12.00,0.7737716576593516
01.49,16.10,0.7519815743594928
01.49,17.21,0.7595834175940266
01.49,22.22,0.759805978475411
01.49,23.52,0.757345931774345
01.49,23.69,0.7686165993276939
01.49,25.91,0.7825361621678312
01.49,25.92,0.7565930777956685
01.50,01.11,0.9457972217342872
01.50,01.13,0.7650988436526212
01.50,01.41,0.8210237160422726
01.50,01.42,0.8225434660620452
01.50,01.45,0.7685797942432825
01.50,01.49,0.756329578696072
01.50,10.41,0.8312149653915549
01.50,10.81,0.7893854587089404
01.50,11.05,0.7547027042207779
01.50,16.10,0.7530607571412034
01.50,20.15,0.7841532132275253
02.10,01.13,0.8593134462366823
02.10,01.19,0.9791193966196907
02.10,01.25,0.9688820104853227
02.10,01.30,0.7516883917233697
02.20,01.41,0.7661637208202893
02.20,01.42,0.7648641772042
02.20,01.49,0.7529695370571652
02.20,16.10,0.9755045940160005
02.20,16.21,0.827359868717694
02.20,16.22,0.7874799725640433
02.20,16.23,0.7679175068188906
02.20,16.29,0.7510648831041997
02.20,20.15,0.7963847975819245
02.20,23.61,0.7524679466295152
02.20,35.11,0.7789855533302071
02.30,01.27,0.784955045449949
02.30,01.29,0.8942182133528911
02.30,03.11,0.7724487398339603
02.30,03.12,0.7724487398339603
02.30,10.83,0.8061093292654026
03.11,01.22,0.7756130189709394
03.11,01.28,0.7587819528800956
03.11,01.44,0.7738022377453024
03.11,02.30,0.7724487398339603
03.11,03.12,1.0
03.11,03.21,0.7796751096053665
03.11,03.22,0.7796751096053665
03.11,08.93,0.770337338107809
03.11,10.20,0.9383823646169505
03.11,10.84,0.8005128017815749
03.11,12.00,0.7563729686024774
03.11,13.94,0.7572646525510071
03.11,14.14,0.7522560693257029
03.12,01.22,0.7756130189709394
03.12,01.28,0.7587819528800956
03.12,01.44,0.7738022377453024
03.12,02.30,0.7724487398339603
03.12,03.11,1.0
03.12,03.21,0.7796751096053665
03.12,03.22,0.7796751096053665
03.12,08.93,0.770337338107809
03.12,10.20,0.9383823646169505
03.12,10.84,0.8005128017815749
03.12,12.00,0.7563729686024774
03.12,13.94,0.7572646525510071
03.12,14.14,0.7522560693257029
03.21,01.44,0.9969815972766
03.21,01.49,0.7728651567143618
03.21,03.11,0.7796751096053665
03.21,03.12,0.7796751096053665
03.21,03.22,0.9999999999999999
03.22,01.44,0.9969815972766
03.22,01.49,0.7728651567143618
03.22,03.11,0.7796751096053665
03.22,03.12,0.7796751096053665
03.22,03.21,0.9999999999999999
05.10,07.10,0.7640469413568041
05.10,24.46,0.767954610731417
06.10,06.20,0.7693599265200999
06.10,19.20,0.7711618034154625
06.20,06.10,0.7693599265200999
06.20,19.20,0.8111233667320905
07.10,05.10,0.7640469413568041
07.10,07.29,0.7725231576334644
07.29,07.10,0.7725231576334644
08.11,01.13,0.7924061995842644
08.11,01.21,0.7561450877944262
08.11,08.91,0.7528114679071873
08.11,10.39,0.8043550866641972
08.11,23.52,0.7919760444261137
08.11,23.70,0.7517514730162611
08.12,10.41,0.7678073003056809
08.12,35.11,0.7663851535418823
08.12,38.11,0.7698274832928869
08.91,08.11,0.7528114679071873
08.92,01.46,0.7566237547508563
08.93,01.13,0.7715156119200273
08.93,01.14,0.7547053089372375
08.93,01.22,0.7545005107832026
08.93,01.23,0.7632781675087639
08.93,01.26,0.7742609010409827
08.93,01.49,0.7650439415180312
08.93,03.11,0.770337338107809
08.93,03.12,0.770337338107809
08.93,10.20,0.7888474434664167
08.93,10.39,0.7628476501868444
08.93,10.84,0.8076847535795005
08.93,12.00,0.7571438944224387
08.99,35.21,0.7602380943754062
10.11,01.43,0.8189246771456887
10.11,01.46,0.7697528055445855
10.11,10.12,0.7583241414996118
10.11,10.51,0.8292261440968336
10.11,10.89,0.7739426158088378
10.11,11.06,0.7682959426347006
10.11,28.30,0.7901492187901193
10.12,10.11,0.7583241414996118
10.12,28.30,0.7600716411091372
10.13,01.41,0.8345671736604593
10.13,01.42,0.8335724155811433
10.13,01.47,0.7836349555585033
10.13,01.49,0.7807730123866343
10.13,10.32,0.7502325090561585
10.13,10.51,0.8690856439089321
10.13,10.52,0.8185900844839515
10.13,10.61,0.8140377815620615
10.13,10.71,0.768492614928626
10.13,10.72,0.768492614928626
10.13,10.86,0.8820480836890237
10.13,10.89,0.8279389994547436
10.13,10.91,0.8235809632727598
10.13,10.92,0.8292520012184306
10.13,11.03,0.7882259831341678
10.13,11.05,0.8650647511836813
10.13,11.07,0.8284561360245175
10.13,16.21,0.8070697182338903
10.13,16.22,0.7950510653044582
10.13,16.23,0.7826685757516469
10.13,17.21,0.7543743007900594
10.13,20.41,0.7835840685073994
10.13,22.22,0.7910328533868025
10.13,23.32,0.7784563473427062
10.13,23.61,0.7822021951276277
10.13,23.69,0.8134521598230169
10.13,25.11,0.810382578407285
10.13,25.12,0.8072882829642549
10.13,25.91,0.8001366287977265
10.13,25.92,0.8011905697106996
10.13,27.33,0.7639290226195974
10.13,31.03,0.7635353954685412
10.13,58.13,0.7518223418982973
10.13,58.14,0.7518223418982973
10.20,01.14,0.7532346871093942
10.20,01.22,0.784183228561774
10.20,01.28,0.7769058433386199
10.20,03.11,0.9383823646169505
10.20,03.12,0.9383823646169505
10.20,08.93,0.7888474434664167
10.20,10.42,0.7561471516789066
10.20,10.84,0.8033219642726246
10.20,13.94,0.804987809504925
10.20,14.14,0.7538179451947211
10.31,01.13,0.7731215879447015
10.31,01.49,0.7717462399333788
10.31,10.39,0.8592468301172592
10.32,01.13,0.7812035811812834
10.32,01.15,0.7586039050520913
10.32,01.22,0.8106174522698317
10.32,01.25,0.753690871308941
10.32,01.26,0.8138550326170151
10.32,10.13,0.7502325090561585
10.32,10.39,0.8814783221684205
10.32,10.42,0.7712534686243456
10.32,10.52,0.7525145796128572
10.32,10.61,0.7855958566317334
10.32,10.71,0.7927819175070684
10.32,10.72,0.7927819175070684
10.32,10.81,0.7573652385448604
10.32,10.84,0.8061163569158416
10.32,11.05,0.7810665063619215
10.32,11.07,0.7746411705070446
10.32,12.00,0.7624352174805664
10.32,20.41,0.7709113384656814
10.32,22.22,0.7868286871101461
10.32,23.51,0.7664457000467264
10.32,23.52,0.7531968179433204
10.32,25.91,0.7701531586034143
10.39,01.13,0.8718925627153744
10.39,01.14,0.7729366516439509
10.39,01.15,0.7990746030750777
10.39,01.21,0.7738903739991252
10.39,01.22,0.9089638062430303
10.39,01.23,0.8286766359005038
10.39,01.24,0.7883763943392519
10.39,01.25,0.7993842143796699
10.39,01.26,0.8815701863385028
10.39,01.49,0.7874582148767801
10.39,08.11,0.8043550866641972
10.39,08.93,0.7628476501868444
10.39,10.31,0.8592468301172592
10.39,10.32,0.8814783221684205
10.39,10.41,0.7772595288923152
10.39,10.42,0.7518781294954466
10.39,10.61,0.8150812446847433
10.39,10.71,0.8118955266857522
10.39,10.72,0.8118955266857522
10.39,10.73,0.7625410651596694
10.39,10.81,0.7523701529892752
10.39,10.84,0.785973510399177
10.39,10.85,0.7625410651596696
10.39,10.86,0.753494679482436
10.39,11.07,0.7566166766340559
10.39,12.00,0.8167059261167986
10.39,14.12,0.7923379825817913
10.39,14.13,0.7712221105960327
10.39,14.14,0.7940687340219942
10.39,14.39,0.7967532848274472
10.39,15.11,0.751086910546015
10.39,17.21,0.7509269074041391
10.39,22.22,0.773408216169447
10.39,23.51,0.7637727042571149
10.39,23.52,0.7930517506083472
10.41,01.11,0.7505820758944742
10.41,01.13,0.8086198028877625
10.41,01.49,0.7611958949940374
10.41,01.50,0.8312149653915549
10.41,08.12,0.7678073003056809
10.41,10.39,0.7772595288923152
10.41,10.81,0.7515771610091315
10.41,20.15,0.7749832686757354
10.42,10.20,0.7561471516789066
10.42,10.32,0.7712534686243456
10.42,10.39,0.7518781294954466
10.42,10.52,0.7521285111724364
10.42,10.61,0.7567025901895017
10.42,10.71,0.7769506280563837
10.42,10.72,0.7769506280563837
10.42,10.84,0.8112104242347781
10.42,10.86,0.7519594914546046
10.42,11.05,0.750502605417247
10.42,16.21,0.7781741596277582
10.42,16.22,0.7678788750400921
10.42,16.23,0.7529929248483211
10.42,17.21,0.7713385935230113
10.42,20.15,0.750883577788971
10.42,23.52,0.770142282599114
10.42,23.69,0.7570245073000098
10.42,25.11,0.7574086456356481
10.42,25.12,0.7510306173803625
10.42,25.91,0.7577948606525327
10.51,01.41,0.7718788674809556
10.51,01.42,0.7716175533312473
10.51,01.43,0.754990605148611
10.51,10.11,0.8292261440968336
10.51,10.13,0.8690856439089321
10.51,10.52,0.7939328935277886
10.51,10.61,0.785890849643673
10.51,10.62,0.7547779808778157
10.51,10.71,0.7669142788260224
10.51,10.72,0.7669142788260224
10.51,10.82,0.7888164679538958
10.51,10.86,0.8304885475550553
10.51,10.89,0.8244917723747226
10.51,10.91,0.7941243942456477
10.51,10.92,0.795234673482879
10.51,11.03,0.7915522182555553
10.51,11.05,0.8131375423376372
10.51,16.21,0.761644288786015
10.51,28.93,0.7718941938610051
10.51,58.13,0.7534446483349029
10.51,58.14,0.7534446483349029
10.52,01.13,0.7571853861613891
10.52,01.24,0.7600623892049765
10.52,01.26,0.754011317092896
10.52,01.30,0.7600401711819519
10.52,01.49,0.7552609596666272
10.52,10.13,0.8185900844839515
10.52,10.32,0.7525145796128572
10.52,10.42,0.7521285111724364
10.52,10.51,0.7939328935277886
10.52,10.61,0.7990128811635853
10.52,10.71,0.8416183419614475
10.52,10.72,0.8416183419614475
10.52,10.82,0.7738376408891665
10.52,10.84,0.7551919463565482
10.52,10.86,0.7864103756455132
10.52,10.89,0.7616981655878513
10.52,10.91,0.7536437791600661
10.52,10.92,0.7567510501160637
10.52,11.03,0.7719138465105556
10.52,11.05,0.8577391729139423
10.52,11.07,0.8367267260715128
10.52,17.21,0.8023558012422722
10.52,20.30,0.7907218180261095
10.52,20.41,0.8776626753548105
10.52,22.21,0.8250598437953607
10.52,22.22,0.8138655342597882
10.52,23.32,0.7997145443534207
10.52,23.52,0.7564389306273809
10.52,23.61,0.7570732705568108
10.52,23.69,0.8230244798422574
10.52,24.33,0.7734939184679859
10.52,25.11,0.7977850348665863
10.52,25.12,0.8027445077740996
10.52,25.29,0.766708053045982
10.52,25.91,0.8257847462472503
10.52,25.92,0.8265735308358442
10.52,35.11,0.7644635429453782
10.52,58.13,0.7892323947155144
10.52,58.14,0.7892323947155144
10.52,58.19,0.8232976519487952
10.61,01.13,0.8274154873646239
10.61,01.22,0.7568097896638937
10.61,01.26,0.7783376972951239
10.61,01.41,0.7574071172889771
10.61,01.42,0.7588988034777489
10.61,01.49,0.7872122519296447
10.61,10.13,0.8140377815620615
10.61,10.32,0.7855958566317334
10.61,10.39,0.8150812446847433
10.61,10.42,0.7567025901895017
10.61,10.51,0.785890849643673
10.61,10.52,0.7990128811635853
10.61,10.71,0.7973803996526502
10.61,10.72,0.7973803996526502
10.61,10.84,0.7857189484263589
10.61,10.86,0.9462168968128624
10.61,10.89,0.9419448855831418
10.61,10.91,0.8161414164377537
10.61,10.92,0.8145614255132043
10.61,11.05,0.8059564493433269
10.61,11.07,0.7838809901981312
10.61,12.00,0.7537129198973282
10.61,20.41,0.8467781978655715
10.61,22.21,0.7865924933415905
10.61,22.22,0.7601022583694982
10.61,23.52,0.7851673566816175
10.61,23.69,0.765745676067769
10.61,25.91,0.7852879297333948
10.61,25.92,0.8196056916609984
10.61,58.19,0.7514468051715157
10.62,10.51,0.7547779808778157
10.62,10.89,0.7610584897758581
10.62,20.52,0.7943794529592692
10.62,28.30,0.8038259813430526
10.71,01.13,0.7811819650121761
10.71,01.26,0.8389758647398227
10.71,01.41,0.7570539924566324
10.71,01.42,0.7572940084615636
10.71,01.49,0.7745267703399357
10.71,10.13,0.768492614928626
10.71,10.32,0.7927819175070684
10.71,10.39,0.8118955266857522
10.71,10.42,0.7769506280563837
10.71,10.51,0.7669142788260224
10.71,10.52,0.8416183419614475
10.71,10.61,0.7973803996526502
10.71,10.72,1.0000000000000002
10.71,10.81,0.7555110119863286
10.71,10.82,0.7963845268576487
10.71,10.84,0.8303466377947935
10.71,10.86,0.754773960810716
10.71,11.05,0.8547141129169673
10.71,11.07,0.8120147878565476
10.71,12.00,0.8003078713242914
10.71,14.12,0.7665590360093
10.71,17.21,0.853955080226322
10.71,20.41,0.8112664832341467
10.71,22.21,0.7861612138391765
10.71,22.22,0.8658235239788714
10.71,23.51,0.7808821040308739
10.71,23.52,0.8049047696006048
10.71,23.69,0.7823377715739076
10.71,25.11,0.7581211163466167
10.71,25.12,0.7617864855820433
10.71,25.29,0.7534475174008366
10.71,25.91,0.8381679991254591
10.71,25.92,0.7986060309553871
10.71,27.32,0.7504986102422576
10.71,35.11,0.7947389044341016
10.71,38.11,0.7726582628614018
10.72,01.13,0.7811819650121761
10.72,01.26,0.8389758647398227
10.72,01.41,0.7570539924566324
10.72,01.42,0.7572940084615636
10.72,01.49,0.7745267703399357
10.72,10.13,0.768492614928626
10.72,10.32,0.7927819175070684
10.72,10.39,0.8118955266857522
10.72,10.42,0.7769506280563837
10.72,10.51,0.7669142788260224
10.72,10.52,0.8416183419614475
10.72,10.61,0.7973803996526502
10.72,10.71,1.0000000000000002
10.72,10.81,0.7555110119863286
10.72,10.82,0.7963845268576487
10.72,10.84,0.8303466377947935
10.72,10.86,0.754773960810716
10.72,11.05,0.8547141129169673
10.72,11.07,0.8120147878565476
10.72,12.00,0.8003078713242914
10.72,14.12,0.7665590360093
10.72,17.21,0.853955080226322
10.72,20.41,0.8112664832341467
10.72,22.21,0.7861612138391765
10.72,22.22,0.8658235239788714
10.72,23.51,0.7808821040308739
10.72,23.52,0.8049047696006048
10.72,23.69,0.7823377715739076
10.72,25.11,0.7581211163466167
10.72,25.12,0.7617864855820433
10.72,25.29,0.7534475174008366
10.72,25.91,0.8381679991254591
10.72,25.92,0.7986060309553871
10.72,27.32,0.7504986102422576
10.72,35.11,0.7947389044341016
10.72,38.11,0.7726582628614018
10.73,01.22,0.797141179617887
10.73,10.39,0.7625410651596694
10.73,10.85,0.9999999999999998
10.81,01.15,0.7653855947614696
10.81,01.26,0.7684864396083155
10.81,01.41,0.7506536819323455
10.81,01.42,0.752717032378316
10.81,01.49,0.7541436146634983
10.81,01.50,0.7893854587089404
10.81,10.32,0.7573652385448604
10.81,10.39,0.7523701529892752
10.81,10.41,0.7515771610091315
10.81,10.71,0.7555110119863286
10.81,10.72,0.7555110119863286
10.81,11.05,0.7964739487226251
10.81,11.07,0.775170533576333
10.81,12.00,0.757223280794098
10.81,22.22,0.7612582492460611
10.81,23.51,0.7566793365557922
10.81,35.11,0.7937929259361798
10.82,10.51,0.7888164679538958
10.82,10.52,0.7738376408891665
10.82,10.71,0.7963845268576487
10.82,10.72,0.7963845268576487
10.82,10.86,0.759515014782306
10.82,10.89,0.7570569829637144
10.82,11.05,0.7641257618207236
10.82,23.52,0.7566236229638588
10.83,01.15,0.7798924542495344
10.83,01.22,0.8173384194012461
10.83,01.27,0.9942741894026073
10.83,01.28,0.7816513354351187
10.83,02.30,0.8061093292654026
10.83,12.00,0.7676024779896553
10.83,24.41,0.760537929663772
10.84,01.13,0.7847185448629554
10.84,01.22,0.7776620684205666
10.84,01.26,0.7844433193659538
10.84,01.28,0.809860931979357
10.84,03.11,0.8005128017815749
10.84,03.12,0.8005128017815749
10.84,08.93,0.8076847535795005
10.84,10.20,0.8033219642726246
10.84,10.32,0.8061163569158416
10.84,10.39,0.785973510399177
10.84,10.42,0.8112104242347781
10.84,10.52,0.7551919463565482
10.84,10.61,0.7857189484263589
10.84,10.71,0.8303466377947935
10.84,10.72,0.8303466377947935
10.84,10.86,0.7530956257140264
10.84,11.05,0.8203197206629147
10.84,11.07,0.8018988900869748
10.84,12.00,0.7825961793946952
10.84,17.21,0.819760027638802
10.84,22.22,0.784426412187899
10.84,23.51,0.7792616412521286
10.84,23.52,0.7844825496809955
10.84,25.91,0.7763038371813951
10.84,38.11,0.7502346925100387
10.85,01.22,0.797141179617887
10.85,10.39,0.7625410651596696
10.85,10.73,0.9999999999999998
10.86,01.13,0.7578349161051987
10.86,01.41,0.7737698159289175
10.86,01.42,0.7738017749863167
10.86,10.13,0.8820480836890237
10.86,10.39,0.753494679482436
10.86,10.42,0.7519594914546046
10.86,10.51,0.8304885475550553
10.86,10.52,0.7864103756455132
10.86,10.61,0.9462168968128624
10.86,10.71,0.754773960810716
10.86,10.72,0.754773960810716
10.86,10.82,0.759515014782306
10.86,10.84,0.7530956257140264
10.86,10.89,0.9777077944154536
10.86,10.91,0.8212451377934407
10.86,10.92,0.8226431777503596
10.86,11.05,0.8114591446721631
10.86,11.07,0.7928209549801384
10.86,16.21,0.7637130000101788
10.86,20.41,0.7927557885524745
10.86,22.21,0.7545961682067461
10.86,23.69,0.7711685179650213
10.86,25.91,0.766128653848531
10.86,25.92,0.7912073410911584
10.89,01.13,0.7577871274093503
10.89,01.49,0.7507216712772755
10.89,10.11,0.7739426158088378
10.89,10.13,0.8279389994547436
10.89,10.51,0.8244917723747226
10.89,10.52,0.7616981655878513
10.89,10.61,0.9419448855831418
10.89,10.62,0.7610584897758581
10.89,10.82,0.7570569829637144
10.89,10.86,0.9777077944154536
10.89,10.91,0.8165949376977559
10.89,10.92,0.8165191635725983
10.89,11.05,0.7714689966818955
10.89,20.41,0.7867118806819944
10.89,23.69,0.7560625893537445
10.89,25.92,0.7797233403629857
10.91,10.13,0.8235809632727598
10.91,10.51,0.7941243942456477
10.91,10.52,0.7536437791600661
10.91,10.61,0.8161414164377537
10.91,10.86,0.8212451377934407
10.91,10.89,0.8165949376977559
10.91,10.92,0.9991289689958749
10.91,11.05,0.8214610509844908
10.91,20.41,0.7745656389356772
10.91,25.91,0.7808272555137525
10.91,25.92,0.824664625642826
10.91,58.19,0.7658067195493818
10.92,10.13,0.8292520012184306
10.92,10.51,0.795234673482879
10.92,10.52,0.7567510501160637
10.92,10.61,0.8145614255132043
10.92,10.86,0.8226431777503596
10.92,10.89,0.8165191635725983
10.92,10.91,0.9991289689958749
10.92,11.05,0.8236879649859575
10.92,20.41,0.7746138373055992
10.92,25.91,0.7829518566422381
10.92,25.92,0.8264222937536765
10.92,58.19,0.7696441475985647
11.02,01.24,0.7822691215949169
11.02,11.04,0.8173517724412087
11.03,10.13,0.7882259831341678
11.03,10.51,0.7915522182555553
11.03,10.52,0.7719138465105556
11.03,11.05,0.7603840101315378
11.04,11.02,0.8173517724412087
11.05,01.13,0.7518755320971189
11.05,01.26,0.7577000276451658
11.05,01.41,0.8010414423127634
11.05,01.42,0.8017534401973099
11.05,01.47,0.7756536355759642
11.05,01.49,0.7783594966886103
11.05,01.50,0.7547027042207779
11.05,10.13,0.8650647511836813
11.05,10.32,0.7810665063619215
11.05,10.42,0.750502605417247
11.05,10.51,0.8131375423376372
11.05,10.52,0.8577391729139423
11.05,10.61,0.8059564493433269
11.05,10.71,0.8547141129169673
11.05,10.72,0.8547141129169673
11.05,10.81,0.7964739487226251
11.05,10.82,0.7641257618207236
11.05,10.84,0.8203197206629147
11.05,10.86,0.8114591446721631
11.05,10.89,0.7714689966818955
11.05,10.91,0.8214610509844908
11.05,10.92,0.8236879649859575
11.05,11.03,0.7603840101315378
11.05,11.07,0.9190015264068891
11.05,12.00,0.7613064361508539
11.05,16.21,0.7626878681158819
11.05,16.22,0.7534403742457247
11.05,17.21,0.8232928691840566
11.05,20.30,0.7751409516584056
11.05,20.41,0.8061205902971713
11.05,22.21,0.7547234494987557
11.05,22.22,0.8362011385046575
11.05,23.51,0.7697561117706492
11.05,23.52,0.7607530245860417
11.05,23.69,0.7796034367346956
11.05,25.11,0.769530384224354
11.05,25.12,0.77073976392636
11.05,25.91,0.8132329320481286
11.05,25.92,0.8102234671595125
11.05,35.11,0.8429950074588066
11.05,38.11,0.7955012652755378
11.05,58.13,0.7572218526078852
