source,target,weight
01.11,01.12,0.9177849822481937
01.12,01.11,0.9177849822481937
01.13,01.19,0.9737569147825094
01.13,01.28,0.9737569147825094
01.13,01.29,0.9531472392276876
01.13,01.30,0.9238820622817355
01.14,01.15,0.9999999999999999
01.14,01.16,0.9999999999999993
01.14,01.50,0.7684103047562525
01.15,01.14,0.9999999999999999
01.15,01.16,0.9999999999999993
01.15,01.50,0.7684103047562525
01.16,01.14,0.9999999999999993
01.16,01.15,0.9999999999999993
01.16,01.50,0.768410304756252
01.19,01.13,0.9737569147825094
01.19,01.28,1.0000000000000002
01.19,01.29,0.9764793673544917
01.19,01.30,0.831259469087501
01.20,01.21,0.9999999999999998
01.20,01.22,0.7644638601053957
01.20,01.23,0.9999999999999998
01.20,01.24,0.9999999999999998
01.20,01.25,0.9999999999999998
01.20,01.26,0.9999999999999998
01.20,01.27,0.9235904262101747
01.21,01.20,0.9999999999999998
01.21,01.22,0.7644638601053957
01.21,01.23,0.9999999999999999
01.21,01.24,0.9999999999999999
01.21,01.25,1.0000000000000002
01.21,01.26,0.9999999999999999
01.21,01.27,0.9235904262101752
01.22,01.20,0.7644638601053957
01.22,01.21,0.7644638601053957
01.22,01.23,0.7644638601053957
01.22,01.24,0.7644638601053957
01.22,01.25,0.7644638601053957
01.22,01.26,0.7644638601053957
01.23,01.20,0.9999999999999998
01.23,01.21,0.9999999999999999
01.23,01.22,0.7644638601053957
01.23,01.24,0.9999999999999999
01.23,01.25,0.9999999999999999
01.23,01.26,0.9999999999999999
01.23,01.27,0.9235904262101748
01.24,01.20,0.9999999999999998
01.24,01.21,0.9999999999999999
01.24,01.22,0.7644638601053957
01.24,01.23,0.9999999999999999
01.24,01.25,0.9999999999999999
01.24,01.26,0.9999999999999999
01.24,01.27,0.9235904262101748
01.25,01.20,0.9999999999999998
01.25,01.21,1.0000000000000002
01.25,01.22,0.7644638601053957
01.25,01.23,0.9999999999999999
01.25,01.24,0.9999999999999999
01.25,01.26,0.9999999999999999
01.25,01.27,0.9235904262101752
01.26,01.20,0.9999999999999998
01.26,01.21,0.9999999999999999
01.26,01.22,0.7644638601053957
01.26,01.23,0.9999999999999999
01.26,01.24,0.9999999999999999
01.26,01.25,0.9999999999999999
01.26,01.27,0.9235904262101748
01.27,01.20,0.9235904262101747
01.27,01.21,0.9235904262101752
01.27,01.23,0.9235904262101748
01.27,01.24,0.9235904262101748
01.27,01.25,0.9235904262101752
01.27,01.26,0.9235904262101748
01.28,01.13,0.9737569147825094
01.28,01.19,1.0000000000000002
01.28,01.29,0.9764793673544917
01.28,01.30,0.831259469087501
01.29,01.13,0.9531472392276876
01.29,01.19,0.9764793673544917
01.29,01.28,0.9764793673544917
01.29,01.30,0.8678234300713418
01.30,01.13,0.9238820622817355
01.30,01.19,0.831259469087501
01.30,01.28,0.831259469087501
01.30,01.29,0.8678234300713418
01.41,10.51,0.7927600185639542
01.43,01.44,0.9999999999999999
01.43,01.45,0.9999999999999996
01.43,01.46,0.9999999999999999
01.43,03.21,0.9999999999999998
01.43,03.22,0.831460928358114
01.44,01.43,0.9999999999999999
01.44,01.45,0.9999999999999996
01.44,01.46,0.9999999999999999
01.44,03.21,0.9999999999999998
01.44,03.22,0.831460928358114
01.45,01.43,0.9999999999999996
01.45,01.44,0.9999999999999996
01.45,01.46,0.9999999999999996
01.45,03.21,0.9999999999999997
01.45,03.22,0.8314609283581138
01.46,01.43,0.9999999999999999
01.46,01.44,0.9999999999999999
01.46,01.45,0.9999999999999996
01.46,03.21,0.9999999999999998
01.46,03.22,0.831460928358114
01.47,01.49,0.8868740536741482
01.47,10.12,0.9402197787068637
01.49,01.47,0.8868740536741482
01.49,10.12,0.8760452156036594
01.50,01.14,0.7684103047562525
01.50,01.15,0.7684103047562525
01.50,01.16,0.768410304756252
01.61,01.62,1.0
01.61,01.63,1.0
01.61,01.64,1.0
01.61,20.20,0.8411143665877283
01.61,75.00,0.9265071633172619
01.62,01.61,1.0
01.62,01.63,1.0
01.62,01.64,1.0
01.62,20.20,0.8411143665877283
01.62,75.00,0.9265071633172622
01.63,01.61,1.0
01.63,01.62,1.0
01.63,01.64,1.0
01.63,20.20,0.8411143665877283
01.63,75.00,0.9265071633172622
01.64,01.61,1.0
01.64,01.62,1.0
01.64,01.63,1.0
01.64,20.20,0.8411143665877283
01.64,75.00,0.9265071633172619
01.70,03.11,0.9997320895932661
01.70,03.12,0.9999999999999996
02.10,02.20,1.0000000000000002
02.10,02.30,0.9707511325613759
02.10,02.40,0.9222521902074329
02.20,02.10,1.0000000000000002
02.20,02.30,0.9707511325613757
02.20,02.40,0.9222521902074328
02.30,02.10,0.9707511325613759
02.30,02.20,0.9707511325613757
02.30,02.40,0.9094913865702239
02.40,02.10,0.9222521902074329
02.40,02.20,0.9222521902074328
02.40,02.30,0.9094913865702239
03.11,01.70,0.9997320895932661
03.11,03.12,0.9997320895932656
03.12,01.70,0.9999999999999996
03.12,03.11,0.9997320895932656
03.21,01.43,0.9999999999999998
03.21,01.44,0.9999999999999998
03.21,01.45,0.9999999999999997
03.21,01.46,0.9999999999999998
03.21,03.22,0.831460928358114
03.22,01.43,0.831460928358114
03.22,01.44,0.831460928358114
03.22,01.45,0.8314609283581138
03.22,01.46,0.831460928358114
03.22,03.21,0.831460928358114
05.10,06.10,0.9491882101361357
05.10,06.20,0.9491882101361357
06.10,05.10,0.9491882101361357
06.10,06.20,0.9999999999999992
06.20,05.10,0.9491882101361357
06.20,06.10,0.9999999999999992
07.10,07.21,1.0
07.10,07.29,0.9156969490364976
07.21,07.10,1.0
07.21,07.29,0.9156969490364976
07.29,07.10,0.9156969490364976
07.29,07.21,0.9156969490364976
08.12,08.91,0.9585090737616737
08.12,08.92,0.9999999999999989
08.12,08.93,0.8593315277001131
08.12,08.99,0.9999999999999987
08.91,08.12,0.9585090737616737
08.91,08.92,0.9585090737616736
08.91,08.93,0.8237723158826101
08.91,08.99,0.9585090737616738
08.92,08.12,0.9999999999999989
08.92,08.91,0.9585090737616736
08.92,08.93,0.859331527700113
08.92,08.99,0.9999999999999988
08.93,08.12,0.8593315277001131
08.93,08.91,0.8237723158826101
08.93,08.92,0.859331527700113
08.93,08.99,0.8593315277001132
08.99,08.12,0.9999999999999987
08.99,08.91,0.9585090737616738
08.99,08.92,0.9999999999999988
08.99,08.93,0.8593315277001132
09.10,33.16,0.8044638383647765
09.10,38.31,0.8044638383647765
09.10,49.10,0.7636951109634809
09.10,50.10,0.7962505961226357
09.10,50.30,0.8022217613195103
09.10,52.21,0.803929903620686
09.10,52.22,0.8044638383647761
09.10,52.23,0.8044638383647755
09.10,52.24,0.8044638383647755
09.10,52.29,0.8044638383647754
09.90,43.12,0.9999999999999998
10.11,10.13,0.8566212442051446
10.12,01.47,0.9402197787068637
10.12,01.49,0.8760452156036594
10.13,10.11,0.8566212442051446
10.20,10.52,0.9816854707703153
10.31,10.39,0.8325933104284251
10.31,10.61,0.9401820630392704
10.31,10.73,0.8562460679772231
10.31,10.85,0.8156306914164834
10.31,11.06,0.9394774932149469
10.32,22.22,0.7701263035221653
10.39,10.31,0.8325933104284251
10.39,10.73,0.9036723729802778
10.39,10.85,0.8604183150689706
10.41,10.62,0.8396274640508395
10.51,01.41,0.7927600185639542
10.51,10.86,0.8512922979511498
10.52,10.20,0.9816854707703153
10.61,10.31,0.9401820630392704
10.61,11.06,0.9995430130087195
10.62,10.41,0.8396274640508395
10.71,10.73,0.7715077702883517
10.71,10.85,0.7673654212362533
10.72,10.81,0.9457921199382107
10.72,10.82,0.9546575387807102
10.73,10.31,0.8562460679772231
10.73,10.39,0.9036723729802778
10.73,10.71,0.7715077702883517
10.73,10.85,0.9467717330561135
10.81,10.72,0.9457921199382107
10.81,10.82,0.9917515946122705
10.82,10.72,0.9546575387807102
10.82,10.81,0.9917515946122705
10.83,10.84,0.7830405814108448
10.84,10.83,0.7830405814108448
10.85,10.31,0.8156306914164834
10.85,10.39,0.8604183150689706
10.85,10.71,0.7673654212362533
10.85,10.73,0.9467717330561135
10.86,10.51,0.8512922979511498
10.91,10.92,0.9443782420164766
10.92,10.91,0.9443782420164766
11.02,11.03,1.0000000000000004
11.02,11.04,1.0000000000000004
11.02,28.29,0.8830510639043595
11.03,11.02,1.0000000000000004
11.03,11.04,1.0000000000000004
11.03,28.29,0.8830510639043595
11.04,11.02,1.0000000000000004
11.04,11.03,1.0000000000000004
11.04,28.29,0.8830510639043595
11.06,10.31,0.9394774932149469
11.06,10.61,0.9995430130087195
13.10,13.20,0.7634671032414767
13.10,13.91,0.7634671032414767
13.10,13.95,0.7634671032414767
13.10,20.17,0.8254563027728476
13.10,20.60,0.8254563027728478
13.20,13.10,0.7634671032414767
13.20,13.91,1.000000000000001
13.20,13.95,1.000000000000001
13.20,13.99,0.9781680946004889
13.20,14.20,0.9647370097770642
13.91,13.10,0.7634671032414767
13.91,13.20,1.000000000000001
13.91,13.95,1.000000000000001
13.91,13.99,0.9781680946004889
13.91,14.20,0.9647370097770642
13.94,46.65,0.8275183892339472
13.95,13.10,0.7634671032414767
13.95,13.20,1.000000000000001
13.95,13.91,1.000000000000001
13.95,13.99,0.9781680946004889
13.95,14.20,0.9647370097770642
13.99,13.20,0.9781680946004889
