,0src0,0dest0,weight
3320,1.26,1.22,0.8528553147587995
3321,1.26,1.23,0.7971362220353718
3328,1.26,1.3,0.7857871179931815
3352,1.26,8.11,0.7502219348163738
3356,1.26,8.93,0.7905342000017606
3363,1.26,10.32,0.8094020005597942
3364,1.26,10.39,0.8845957277234338
3368,1.26,10.52,0.7688377182030388
3369,1.26,10.61,0.7661772425934155
3371,1.26,10.71,0.8529129990487847
3372,1.26,10.72,0.8529129990487847
3377,1.26,10.84,0.801462754322519
3387,1.26,11.05,0.7739015416307526
3389,1.26,11.07,0.8028825587104365
3390,1.26,12.0,0.7857969747748355
3401,1.26,14.12,0.8137045505391314
3402,1.26,14.13,0.7966657279061522
3403,1.26,14.14,0.798664454654648
3407,1.26,14.39,0.7801041678448841
3419,1.26,17.21,0.8208181430858431
3448,1.26,22.22,0.8113340275589649
3464,1.26,23.51,0.8196690380819187
3465,1.26,23.52,0.7596053458894898
3592,1.27,1.15,0.7642595572596209
3596,1.27,1.22,0.7831959559817441
3602,1.27,1.28,0.7932665813286888
3616,1.27,2.3,0.7787642523983458
3652,1.27,10.83,0.9944633642814731
3757,1.27,24.41,0.7685417136180983
3877,1.28,1.27,0.7932665813286888
3913,1.28,10.2,0.7593970587206759
3928,1.28,10.83,0.7927127388912227
3929,1.28,10.84,0.8094027735097131
4168,1.29,2.3,0.8956011447977545
4418,1.3,1.13,0.8081032305425406
4428,1.3,1.26,0.7857871179931815
4468,1.3,10.39,0.7506009681909668
4472,1.3,10.52,0.7609039578290662
4491,1.3,11.05,0.7520218758118092
4710,1.41,1.42,0.9991999024921879
4715,1.41,1.47,0.7527781849478459
4716,1.41,1.49,0.7993463890954562
4717,1.41,1.5,0.8151971171976333
4719,1.41,2.2,0.770085150369092
4736,1.41,8.93,0.7704475529609764
4740,1.41,10.13,0.828776279179753
4747,1.41,10.51,0.7750933542946575
4749,1.41,10.61,0.757287190532439
4751,1.41,10.71,0.7693885449887616
4752,1.41,10.72,0.7693885449887616
4759,1.41,10.86,0.7721157368266864
4767,1.41,11.05,0.7975519580938473
4769,1.41,11.07,0.7696740022727658
4791,1.41,16.1,0.7791425348476124
4792,1.41,16.21,0.7973266660723755
4793,1.41,16.22,0.7534076962436524
4794,1.41,16.23,0.7517794760984322
4879,1.41,25.92,0.7529108607780001
4938,1.41,31.03,0.7564522149485502
4949,1.41,35.11,0.800042956813166
4985,1.42,1.41,0.9991999024921879
4991,1.42,1.47,0.7541861057701951
4992,1.42,1.49,0.8029947172560926
4993,1.42,1.5,0.8152007745794563
4995,1.42,2.2,0.770744258887281
5012,1.42,8.93,0.7724824244005781
5016,1.42,10.13,0.8279608081155335
5023,1.42,10.51,0.7764866442045407
5025,1.42,10.61,0.7611110264825767
5027,1.42,10.71,0.7712790611131009
5028,1.42,10.72,0.7712790611131009
5035,1.42,10.86,0.7745381361913628
5043,1.42,11.05,0.7982693994691549
5045,1.42,11.07,0.770613088717033
5067,1.42,16.1,0.7784002197554336
5068,1.42,16.21,0.7932053589920796
5155,1.42,25.92,0.7524474087344231
5214,1.42,31.03,0.7534512537530778
5225,1.42,35.11,0.8011862558111553
5290,1.43,10.11,0.8118419770106735
5299,1.43,10.51,0.7559907429957395
5373,1.43,20.59,0.7751403920792694
5544,1.44,1.49,0.8201510604906224
5549,1.44,3.11,0.7733485232377004
5550,1.44,3.12,0.7733485232377004
5551,1.44,3.21,0.9967871543374868
5552,1.44,3.22,0.9967871543374868
5796,1.45,1.11,0.7581824482370942
5821,1.45,1.5,0.7841887235214073
6115,1.46,8.92,0.7681791867721317
6118,1.46,10.11,0.7597610779690935
6365,1.47,1.41,0.7527781849478459
6366,1.47,1.42,0.7541861057701951
6372,1.47,1.49,0.8470896486810156
6396,1.47,10.13,0.7676695788727046
6423,1.47,11.05,0.7863327812128611
6507,1.47,23.69,0.7909429673715855
6527,1.47,25.21,0.7665927656858418
6534,1.47,25.91,0.7908311694805457
6535,1.47,25.92,0.8192387808804981
6554,1.47,27.33,0.7797683279268041
6626,1.49,1.13,0.7533044703062006
6641,1.49,1.41,0.7993463890954562
6642,1.49,1.42,0.8029947172560926
6644,1.49,1.44,0.8201510604906224
6647,1.49,1.47,0.8470896486810156
6649,1.49,1.5,0.7573228309520019
6655,1.49,3.21,0.8047139748850985
6656,1.49,3.22,0.8047139748850985
6665,1.49,8.12,0.7689503909325572
6668,1.49,8.93,0.7706361659722019
6672,1.49,10.13,0.767746364754563
6677,1.49,10.41,0.7651897459745698
6681,1.49,10.61,0.7820983034796472
6683,1.49,10.71,0.7836784218296069
6684,1.49,10.72,0.7836784218296069
6699,1.49,11.05,0.7736820983320936
6760,1.49,22.22,0.7555134155059195
6777,1.49,23.52,0.7659140599791572
6783,1.49,23.69,0.7839854242493904
6810,1.49,25.91,0.7674093258666694
6811,1.49,25.92,0.7588280590008946
6881,1.49,35.11,0.7639697199516453
6900,1.5,1.11,0.9439603841683352
6902,1.5,1.13,0.775538250874796
6911,1.5,1.25,0.758810547555837
6917,1.5,1.41,0.8151971171976333
6918,1.5,1.42,0.8152007745794563
6921,1.5,1.45,0.7841887235214073
6924,1.5,1.49,0.7573228309520019
6944,1.5,8.93,0.7555481401755558
6953,1.5,10.41,0.8312536308068874
6955,1.5,10.51,0.7596313458620454
6962,1.5,10.81,0.7923583245108932
7000,1.5,16.21,0.7575753139437873
7019,1.5,20.15,0.794750830576511
7178,2.1,1.13,0.8432570056427726
7182,2.1,1.19,0.9806582581646515
7187,2.1,1.25,0.969456127702795
7469,2.2,1.41,0.770085150369092
7470,2.2,1.42,0.770744258887281
7506,2.2,10.42,0.7505435808666232
7551,2.2,16.1,0.9757074548710841
7552,2.2,16.21,0.8332911051563922
7553,2.2,16.22,0.7898734956998343
7554,2.2,16.23,0.8019789376172203
7571,2.2,20.15,0.830393026485285
7606,2.2,23.61,0.7825812187697949
7709,2.2,35.11,0.7528465872606114
7741,2.3,1.27,0.7787642523983458
7743,2.3,1.29,0.8956011447977545
7757,2.3,3.11,0.7513137146881896
7758,2.3,3.12,0.7513137146881896
7792,2.3,10.83,0.7950996420325538
8024,3.11,1.44,0.7733485232377004
8032,3.11,2.3,0.7513137146881896
8034,3.11,3.12,1.0000000000000004
8035,3.11,3.21,0.7812192934466858
8036,3.11,3.22,0.7812192934466858
8048,3.11,8.93,0.7548581377404626
8053,3.11,10.2,0.9433406605829631
8069,3.11,10.84,0.7649425485375055
8082,3.11,12.0,0.7639572288094395
8088,3.11,13.94,0.7704874073239808
8095,3.11,14.14,0.7614598112677247
8099,3.11,14.39,0.7596744852345285
8300,3.12,1.44,0.7733485232377004
8308,3.12,2.3,0.7513137146881896
8309,3.12,3.11,1.0000000000000004
8311,3.12,3.21,0.7812192934466858
8312,3.12,3.22,0.7812192934466858
8324,3.12,8.93,0.7548581377404626
8329,3.12,10.2,0.9433406605829631
8345,3.12,10.84,0.7649425485375055
8358,3.12,12.0,0.7639572288094395
8364,3.12,13.94,0.7704874073239808
8371,3.12,14.14,0.7614598112677247
8375,3.12,14.39,0.7596744852345285
8576,3.21,1.44,0.9967871543374868
8580,3.21,1.49,0.8047139748850985
8585,3.21,3.11,0.7812192934466858
8586,3.21,3.12,0.7812192934466858
8588,3.21,3.22,0.9999999999999998
8852,3.22,1.44,0.9967871543374868
8856,3.22,1.49,0.8047139748850985
8861,3.22,3.11,0.7812192934466858
8862,3.22,3.12,0.7812192934466858
8863,3.22,3.21,0.9999999999999998
9145,5.1,7.1,0.7976044471091716
9282,5.1,24.46,0.7508587252106281
10050,6.2,19.2,0.806377821106985
10245,7.1,5.1,0.7976044471091716
10251,7.1,7.29,0.7722444731573191
10801,7.29,7.1,0.7722444731573191
10806,7.29,8.91,0.7759235717486281
11042,8.11,1.13,0.7889275537143643
11047,8.11,1.21,0.7550723220621475
11052,8.11,1.26,0.7502219348163738
11092,8.11,10.39,0.816241005755808
11193,8.11,23.52,0.7900736546539626
11200,8.11,23.7,0.7905868202975185
11340,8.12,1.49,0.7689503909325572
11369,8.12,10.41,0.7560195022348826
11469,8.12,23.52,0.760326447731191
11573,8.12,35.11,0.7507517262418473
11576,8.12,38.11,0.7557955194847759
11631,8.91,7.29,0.7759235717486281
11890,8.92,1.46,0.7681791867721317
12146,8.93,1.13,0.7677747939109311
12153,8.93,1.23,0.7602570319593323
12156,8.93,1.26,0.7905342000017606
12161,8.93,1.41,0.7704475529609764
12162,8.93,1.42,0.7724824244005781
12168,8.93,1.49,0.7706361659722019
12169,8.93,1.5,0.7555481401755558
12173,8.93,3.11,0.7548581377404626
12174,8.93,3.12,0.7548581377404626
12193,8.93,10.2,0.7728866577377469
12196,8.93,10.39,0.754257450583542
12203,8.93,10.71,0.7578738875702997
12204,8.93,10.72,0.7578738875702997
12209,8.93,10.84,0.7997120803340922
12222,8.93,12.0,0.7687902275729114
12240,8.93,15.11,0.7886166863989664
12296,8.93,23.51,0.7649152765284382
12678,8.99,35.21,0.7604297113914438
12715,10.11,1.43,0.8118419770106735
12718,10.11,1.46,0.7597610779690935
12743,10.11,10.12,0.7624411490530962
12751,10.11,10.51,0.829741215263344
12754,10.11,10.62,0.7724185573256357
12763,10.11,10.86,0.7638872352699703
12764,10.11,10.89,0.8028058516248731
12772,10.11,11.06,0.7696777786750567
12918,10.11,28.3,0.7883029583295611
13018,10.12,10.11,0.7624411490530962
13194,10.12,28.3,0.7533183580608804
13265,10.13,1.41,0.828776279179753
13266,10.13,1.42,0.8279608081155335
13271,10.13,1.47,0.7676695788727046
13272,10.13,1.49,0.767746364754563
13302,10.13,10.42,0.751733990676185
13303,10.13,10.51,0.8765092642538304
13304,10.13,10.52,0.8301092417660929
13305,10.13,10.61,0.8328836108667823
13307,10.13,10.71,0.7552461083232758
13308,10.13,10.72,0.7552461083232758
13313,10.13,10.84,0.7559962506622595
13315,10.13,10.86,0.9011653804622651
13316,10.13,10.89,0.8583536867812968
13317,10.13,10.91,0.8089047455854643
13318,10.13,10.92,0.8147449129378233
13321,10.13,11.03,0.7604180476179265
13323,10.13,11.05,0.8532879260006527
13325,10.13,11.07,0.8244930576766369
13348,10.13,16.21,0.8134044357001892
13349,10.13,16.22,0.8117244502668253
13350,10.13,16.23,0.7890243569345706
13372,10.13,20.41,0.7945474922295135
13384,10.13,22.22,0.7638276439926308
13394,10.13,23.32,0.7758986982169835
13402,10.13,23.61,0.7807152015829637
13407,10.13,23.69,0.8121447444047747
13425,10.13,25.11,0.8150774612742249
13426,10.13,25.12,0.8102857172109365
13434,10.13,25.91,0.7841668167656803
13435,10.13,25.92,0.7932125943640622
13454,10.13,27.33,0.7751734748583041
13494,10.13,31.03,0.7536260506234369
13513,10.13,58.13,0.7523364211658126
13514,10.13,58.14,0.7523364211658126
13515,10.13,58.19,0.7544022846808458
13532,10.2,1.22,0.7551318268534588
13538,10.2,1.28,0.7593970587206759
13553,10.2,3.11,0.9433406605829631
13554,10.2,3.12,0.9433406605829631
13568,10.2,8.93,0.7728866577377469
13589,10.2,10.84,0.786223836015161
13608,10.2,13.94,0.8138234690628222
13615,10.2,14.14,0.761619006915609
13619,10.2,14.39,0.7540160314636393
13802,10.31,1.13,0.7903778685525853
13852,10.31,10.39,0.8732680646566995
14078,10.32,1.13,0.7828188668460372
14080,10.32,1.15,0.7572773056572484
14084,10.32,1.22,0.7942531432858284
14087,10.32,1.25,0.7533376616489598
14088,10.32,1.26,0.8094020005597942
14128,10.32,10.39,0.888157901971494
14130,10.32,10.42,0.7661801990570851
14133,10.32,10.61,0.7902687413465779
14135,10.32,10.71,0.8165455879816429
14136,10.32,10.72,0.8165455879816429
14138,10.32,10.81,0.7625377664151707
14141,10.32,10.84,0.8230134221836285
14143,10.32,10.86,0.7578906494741232
14151,10.32,11.05,0.7767721492948021
14153,10.32,11.07,0.755892317554057
14154,10.32,12.0,0.7532908318812912
14200,10.32,20.41,0.784222753657698
14212,10.32,22.22,0.7888576029086509
14354,10.39,1.13,0.882338951528759
14356,10.39,1.15,0.8028067682966586
14359,10.39,1.21,0.771498915290234
14360,10.39,1.22,0.8821157480560988
14361,10.39,1.23,0.8095281772372853
14362,10.39,1.24,0.7942763986629755
14363,10.39,1.25,0.8042281463635605
14364,10.39,1.26,0.8845957277234338
14368,10.39,1.3,0.7506009681909668
14392,10.39,8.11,0.816241005755808
14396,10.39,8.93,0.754257450583542
14402,10.39,10.31,0.8732680646566995
14403,10.39,10.32,0.888157901971494
14405,10.39,10.41,0.7757738833582423
14409,10.39,10.61,0.7940061086486561
14411,10.39,10.71,0.8184837498836864
14412,10.39,10.72,0.8184837498836864
14413,10.39,10.73,0.7567608613476141
14414,10.39,10.81,0.7662189684677916
14417,10.39,10.84,0.8124689963532281
14418,10.39,10.85,0.756760861347614
14429,10.39,11.07,0.7537384119795651
14430,10.39,12.0,0.786653529175023
14441,10.39,14.12,0.795538780754337
14442,10.39,14.13,0.7737985805105024
14443,10.39,14.14,0.7940332901516913
14447,10.39,14.39,0.8003272308879426
14448,10.39,15.11,0.7577187762088302
14459,10.39,17.21,0.7561422775517342
14476,10.39,20.41,0.7597952728241419
14488,10.39,22.22,0.7704512021319125
14504,10.39,23.51,0.7564098875585585
14505,10.39,23.52,0.7734692758706565
14628,10.41,1.11,0.7511995244779862
14630,10.41,1.13,0.8073720571825718
14652,10.41,1.49,0.7651897459745698
14653,10.41,1.5,0.8312536308068874
14669,10.41,8.12,0.7560195022348826
14680,10.41,10.39,0.7757738833582423
14690,10.41,10.81,0.7603169155426072
14691,10.41,10.82,0.7581990776795966
14931,10.42,2.2,0.7505435808666232
14952,10.42,10.13,0.751733990676185
14955,10.42,10.32,0.7661801990570851
14960,10.42,10.52,0.7577311883551381
14963,10.42,10.71,0.7991585712139078
14964,10.42,10.72,0.7991585712139078
14969,10.42,10.84,0.8000470049312645
14979,10.42,11.05,0.751892131754667
15003,10.42,16.1,0.7518268057514905
15004,10.42,16.21,0.7514773913340991
15011,10.42,17.21,0.7725651195902277
15040,10.42,22.22,0.770211896391139
15057,10.42,23.52,0.7524134825853572
15081,10.42,25.11,0.7593471144336245
15197,10.51,1.41,0.7750933542946575
15198,10.51,1.42,0.7764866442045407
15199,10.51,1.43,0.7559907429957395
15205,10.51,1.5,0.7596313458620454
15226,10.51,10.11,0.829741215263344
15228,10.51,10.13,0.8765092642538304
15236,10.51,10.52,0.8029611234298624
15237,10.51,10.61,0.7877276933910924
15238,10.51,10.62,0.7564825827370576
15239,10.51,10.71,0.7557322969231346
15240,10.51,10.72,0.7557322969231346
15243,10.51,10.82,0.7967148623032545
15247,10.51,10.86,0.8372289218503142
15248,10.51,10.89,0.8390534669279552
15249,10.51,10.91,0.784965928907672
15250,10.51,10.92,0.7867897379147755
15253,10.51,11.03,0.7798819955951597
15255,10.51,11.05,0.7958525946937247
15280,10.51,16.21,0.7557102106680538
15339,10.51,23.69,0.7586119576518346
15407,10.51,28.93,0.7655452666182181
15445,10.51,58.13,0.7533353794631124
15446,10.51,58.14,0.7533353794631124
15458,10.52,1.13,0.7744047888747838
15466,10.52,1.24,0.7726484396562513
15468,10.52,1.26,0.7688377182030388
15472,10.52,1.3,0.7609039578290662
15504,10.52,10.13,0.8301092417660929
15510,10.52,10.42,0.7577311883551381
15511,10.52,10.51,0.8029611234298624
15513,10.52,10.61,0.8070125394185904
15515,10.52,10.71,0.8334090268614051
15516,10.52,10.72,0.8334090268614051
15519,10.52,10.82,0.7740430767751864
15521,10.52,10.84,0.7550000664756542
15523,10.52,10.86,0.7844941545727742
15524,10.52,10.89,0.7587475193785413
15526,10.52,10.92,0.7522281856114126
15529,10.52,11.03,0.7547074141870966
15531,10.52,11.05,0.8658954005510502
15533,10.52,11.07,0.8443337874770407
15550,10.52,14.31,0.7541141164193736
15558,10.52,16.23,0.7573734494899791
15563,10.52,17.21,0.8054516555065507
15579,10.52,20.3,0.783904870004239
15580,10.52,20.41,0.8738804589863115
15591,10.52,22.21,0.8112974772323351
15592,10.52,22.22,0.7872424067954404
15602,10.52,23.32,0.792587587480421
15610,10.52,23.61,0.7683788152254558
15615,10.52,23.69,0.800690758344059
15623,10.52,24.33,0.7711633453639286
15633,10.52,25.11,0.8014508585990985
15634,10.52,25.12,0.797150829110961
15642,10.52,25.91,0.8318822034073541
15643,10.52,25.92,0.8260753742840752
15713,10.52,35.11,0.7575492360433799
15720,10.52,58.11,0.7568416405422034
15721,10.52,58.13,0.7826365391809339
15722,10.52,58.14,0.7826365391809339
15723,10.52,58.19,0.8182399267350383
15734,10.61,1.13,0.8280819929551869
15742,10.61,1.24,0.7552142500916244
15744,10.61,1.26,0.7661772425934155
15749,10.61,1.41,0.757287190532439
15750,10.61,1.42,0.7611110264825767
15756,10.61,1.49,0.7820983034796472
15780,10.61,10.13,0.8328836108667823
15783,10.61,10.32,0.7902687413465779
15784,10.61,10.39,0.7940061086486561
15787,10.61,10.51,0.7877276933910924
15788,10.61,10.52,0.8070125394185904
15791,10.61,10.71,0.7702823628947977
15792,10.61,10.72,0.7702823628947977
15797,10.61,10.84,0.785924202962726
15799,10.61,10.86,0.9438049583322168
15800,10.61,10.89,0.9425021406689751
15801,10.61,10.91,0.8395593810800747
15802,10.61,10.92,0.8376968666248127
15807,10.61,11.05,0.8107010428691035
15809,10.61,11.07,0.765348384544053
15856,10.61,20.41,0.8293137007146492
15867,10.61,22.21,0.7824873148854086
15868,10.61,22.22,0.7518972426667339
15885,10.61,23.52,0.783144443602005
15891,10.61,23.69,0.7599376348866476
15918,10.61,25.91,0.779999916734227
15919,10.61,25.92,0.811951952776932
15999,10.61,58.19,0.7686349616193249
16054,10.62,10.11,0.7724185573256357
16063,10.62,10.51,0.7564825827370576
16135,10.62,20.52,0.7884012813993072
16230,10.62,28.3,0.8143921030205611
16286,10.71,1.13,0.7852079311396436
16296,10.71,1.26,0.8529129990487847
16301,10.71,1.41,0.7693885449887616
16302,10.71,1.42,0.7712790611131009
16308,10.71,1.49,0.7836784218296069
16328,10.71,8.93,0.7578738875702997
16332,10.71,10.13,0.7552461083232758
16335,10.71,10.32,0.8165455879816429
16336,10.71,10.39,0.8184837498836864
16338,10.71,10.42,0.7991585712139078
16339,10.71,10.51,0.7557322969231346
16340,10.71,10.52,0.8334090268614051
16341,10.71,10.61,0.7702823628947977
16344,10.71,10.72,1.0
16346,10.71,10.81,0.7528374652962702
16347,10.71,10.82,0.7935485576579758
16349,10.71,10.84,0.8180720936120374
16359,10.71,11.05,0.8605565780139197
16361,10.71,11.07,0.8287079487765505
16362,10.71,12.0,0.7987241642617438
16373,10.71,14.12,0.7669460964653523
16391,10.71,17.21,0.8658444837354806
16408,10.71,20.41,0.815636325923172
16419,10.71,22.21,0.7676646775407108
16420,10.71,22.22,0.8628823923128128
16436,10.71,23.51,0.7648162711666293
16437,10.71,23.52,0.792459898832102
16443,10.71,23.69,0.7726424036854166
16461,10.71,25.11,0.7623460612904731
16462,10.71,25.12,0.762273373146235
16470,10.71,25.91,0.8241922350635976
16471,10.71,25.92,0.8139501386738799
16489,10.71,27.32,0.7605936686183692
16541,10.71,35.11,0.7991382501166944
16544,10.71,38.11,0.7537404334711402
16562,10.72,1.13,0.7852079311396436
16572,10.72,1.26,0.8529129990487847
16577,10.72,1.41,0.7693885449887616
16578,10.72,1.42,0.7712790611131009
16584,10.72,1.49,0.7836784218296069
16604,10.72,8.93,0.7578738875702997
16608,10.72,10.13,0.7552461083232758
16611,10.72,10.32,0.8165455879816429
16612,10.72,10.39,0.8184837498836864
16614,10.72,10.42,0.7991585712139078
16615,10.72,10.51,0.7557322969231346
16616,10.72,10.52,0.8334090268614051
16617,10.72,10.61,0.7702823628947977
16619,10.72,10.71,1.0
16622,10.72,10.81,0.7528374652962702
16623,10.72,10.82,0.7935485576579758
16625,10.72,10.84,0.8180720936120374
16635,10.72,11.05,0.8605565780139197
16637,10.72,11.07,0.8287079487765505
16638,10.72,12.0,0.7987241642617438
16649,10.72,14.12,0.7669460964653523
16667,10.72,17.21,0.8658444837354806
16684,10.72,20.41,0.815636325923172
16695,10.72,22.21,0.7676646775407108
16696,10.72,22.22,0.8628823923128128
16712,10.72,23.51,0.7648162711666293
16713,10.72,23.52,0.792459898832102
16719,10.72,23.69,0.7726424036854166
16737,10.72,25.11,0.7623460612904731
16738,10.72,25.12,0.762273373146235
16746,10.72,25.91,0.8241922350635976
16747,10.72,25.92,0.8139501386738799
16765,10.72,27.32,0.7605936686183692
16817,10.72,35.11,0.7991382501166944
16820,10.72,38.11,0.7537404334711402
16844,10.73,1.22,0.7861252631142189
16888,10.73,10.39,0.7567608613476141
16902,10.73,10.85,1.0
17116,10.81,1.15,0.7646509978341265
17137,10.81,1.5,0.7923583245108932
17163,10.81,10.32,0.7625377664151707
17164,10.81,10.39,0.7662189684677916
17165,10.81,10.41,0.7603169155426072
17171,10.81,10.71,0.7528374652962702
17172,10.81,10.72,0.7528374652962702
17187,10.81,11.05,0.794512383675777
17189,10.81,11.07,0.7776761550986089
17248,10.81,22.22,0.7674675812433487
17265,10.81,23.52,0.7636741289940103
17369,10.81,35.11,0.7683640916123481
17372,10.81,38.11,0.7682879946358905
17441,10.82,10.41,0.7581990776795966
17443,10.82,10.51,0.7967148623032545
17444,10.82,10.52,0.7740430767751864
17447,10.82,10.71,0.7935485576579758
17448,10.82,10.72,0.7935485576579758
17455,10.82,10.86,0.7514798767414896
17456,10.82,10.89,0.75461709371011
17463,10.82,11.05,0.7596167994794999
17574,10.82,25.91,0.7528751666473121
17655,10.82,58.19,0.7550698592506608
17668,10.83,1.15,0.7573447183775739
17672,10.83,1.22,0.7881404889989998
17677,10.83,1.27,0.9944633642814731
17678,10.83,1.28,0.7927127388912227
17692,10.83,2.3,0.7950996420325538
17742,10.83,12.0,0.763285864454285
17833,10.83,24.41,0.767429511787007
17942,10.84,1.13,0.7927693915800557
17948,10.84,1.22,0.7605655293354521
17952,10.84,1.26,0.801462754322519
17954,10.84,1.28,0.8094027735097131
17969,10.84,3.11,0.7649425485375055
17970,10.84,3.12,0.7649425485375055
17984,10.84,8.93,0.7997120803340922
17988,10.84,10.13,0.7559962506622595
17989,10.84,10.2,0.786223836015161
17991,10.84,10.32,0.8230134221836285
17992,10.84,10.39,0.8124689963532281
17994,10.84,10.42,0.8000470049312645
17996,10.84,10.52,0.7550000664756542
17997,10.84,10.61,0.785924202962726
17999,10.84,10.71,0.8180720936120374
18000,10.84,10.72,0.8180720936120374
18007,10.84,10.86,0.7821982904212477
18015,10.84,11.05,0.830580721254802
18017,10.84,11.07,0.797050715551809
18018,10.84,12.0,0.7673398614406259
18047,10.84,17.21,0.8146744004958136
18076,10.84,22.22,0.8031267013280636
18093,10.84,23.52,0.7789064570290044
18126,10.84,25.91,0.789311932811557
18200,10.84,38.11,0.7565745112713992
18224,10.85,1.22,0.7861252631142188
18268,10.85,10.39,0.756760861347614
18277,10.85,10.73,1.0
18494,10.86,1.13,0.7517297309536494
18509,10.86,1.41,0.7721157368266864
18510,10.86,1.42,0.7745381361913628
18538,10.86,10.11,0.7638872352699703
18540,10.86,10.13,0.9011653804622651
18543,10.86,10.32,0.7578906494741232
18547,10.86,10.51,0.8372289218503142
18548,10.86,10.52,0.7844941545727742
18549,10.86,10.61,0.9438049583322168
18555,10.86,10.82,0.7514798767414896
18557,10.86,10.84,0.7821982904212477
18560,10.86,10.89,0.9791590382318031
18561,10.86,10.91,0.8336971153595121
18562,10.86,10.92,0.8337676278608714
18567,10.86,11.05,0.812213826271442
18569,10.86,11.07,0.7718414138332488
18616,10.86,20.41,0.7872045566311504
18651,10.86,23.69,0.7679771174182178
18678,10.86,25.91,0.7645648650839478
18679,10.86,25.92,0.7815463687982221
18759,10.86,58.19,0.7628529497883012
18770,10.89,1.13,0.7529035688336356
18814,10.89,10.11,0.8028058516248731
18816,10.89,10.13,0.8583536867812968
