,0src0,0dest0,weight
18823,10.89,10.51,0.8390534669279552
18824,10.89,10.52,0.7587475193785413
18825,10.89,10.61,0.9425021406689751
18831,10.89,10.82,0.75461709371011
18835,10.89,10.86,0.9791590382318031
18837,10.89,10.91,0.8444456386059263
18838,10.89,10.92,0.8435346660059668
18843,10.89,11.05,0.7702965661569674
18892,10.89,20.41,0.782083719929524
18927,10.89,23.69,0.7612395202715909
18954,10.89,25.91,0.7552836970006356
18955,10.89,25.92,0.7828142839905814
19035,10.89,58.19,0.7708276283506058
19092,10.91,10.13,0.8089047455854643
19099,10.91,10.51,0.784965928907672
19101,10.91,10.61,0.8395593810800747
19111,10.91,10.86,0.8336971153595121
19112,10.91,10.89,0.8444456386059263
19114,10.91,10.92,0.999112331526986
19119,10.91,11.05,0.8096983593523663
19168,10.91,20.41,0.770201301473538
19230,10.91,25.91,0.7746389194334824
19231,10.91,25.92,0.8289324613770332
19311,10.91,58.19,0.7741593053452003
19368,10.92,10.13,0.8147449129378233
19375,10.92,10.51,0.7867897379147755
19376,10.92,10.52,0.7522281856114126
19377,10.92,10.61,0.8376968666248127
19387,10.92,10.86,0.8337676278608714
19388,10.92,10.89,0.8435346660059668
19389,10.92,10.91,0.999112331526986
19395,10.92,11.05,0.813713146952931
19444,10.92,20.41,0.7703573398553801
19506,10.92,25.91,0.7802651835285178
19507,10.92,25.92,0.8324840889650766
19587,10.92,58.19,0.7772167186972331
19882,11.02,1.24,0.8021928206343464
19946,11.02,11.04,0.8239605855011221
20196,11.03,10.13,0.7604180476179265
20203,11.03,10.51,0.7798819955951597
20204,11.03,10.52,0.7547074141870966
20223,11.03,11.05,0.7605884274334492
20496,11.04,11.02,0.8239605855011221
20702,11.05,1.13,0.7600843719942091
20712,11.05,1.26,0.7739015416307526
20716,11.05,1.3,0.7520218758118092
20717,11.05,1.41,0.7975519580938473
20718,11.05,1.42,0.7982693994691549
20723,11.05,1.47,0.7863327812128611
20724,11.05,1.49,0.7736820983320936
20748,11.05,10.13,0.8532879260006527
20751,11.05,10.32,0.7767721492948021
20754,11.05,10.42,0.751892131754667
20755,11.05,10.51,0.7958525946937247
20756,11.05,10.52,0.8658954005510502
20757,11.05,10.61,0.8107010428691035
20759,11.05,10.71,0.8605565780139197
20760,11.05,10.72,0.8605565780139197
20762,11.05,10.81,0.794512383675777
20763,11.05,10.82,0.7596167994794999
20765,11.05,10.84,0.830580721254802
20767,11.05,10.86,0.812213826271442
20768,11.05,10.89,0.7702965661569674
20769,11.05,10.91,0.8096983593523663
20770,11.05,10.92,0.813713146952931
20773,11.05,11.03,0.7605884274334492
20777,11.05,11.07,0.9213873845692209
20778,11.05,12.0,0.7500888999321642
20807,11.05,17.21,0.8062976836430606
20823,11.05,20.3,0.7842257789508953
20824,11.05,20.41,0.8170320042164652
20836,11.05,22.22,0.8148651461395654
20846,11.05,23.32,0.7588258387411249
20853,11.05,23.52,0.7623156722716304
20877,11.05,25.11,0.7543521626818024
20878,11.05,25.12,0.7575608663879206
20886,11.05,25.91,0.7920205987569848
20887,11.05,25.92,0.8098386031932197
20957,11.05,35.11,0.8159453202070497
20960,11.05,38.11,0.7945763338964522
20965,11.05,58.13,0.7560995513758021
20966,11.05,58.14,0.7560995513758021
20967,11.05,58.19,0.7639868607459703
21022,11.06,10.11,0.7696777786750567
21198,11.06,28.3,0.7959000536001362
21209,11.06,29.2,0.7528836355859885
21254,11.07,1.13,0.7639067305932736
21264,11.07,1.26,0.8028825587104365
21269,11.07,1.41,0.7696740022727658
21270,11.07,1.42,0.770613088717033
21300,11.07,10.13,0.8244930576766369
21303,11.07,10.32,0.755892317554057
21304,11.07,10.39,0.7537384119795651
21308,11.07,10.52,0.8443337874770407
21309,11.07,10.61,0.765348384544053
21311,11.07,10.71,0.8287079487765505
21312,11.07,10.72,0.8287079487765505
21314,11.07,10.81,0.7776761550986089
21317,11.07,10.84,0.797050715551809
21319,11.07,10.86,0.7718414138332488
21327,11.07,11.05,0.9213873845692209
21346,11.07,14.31,0.755039295481589
21359,11.07,17.21,0.7977878671067578
21375,11.07,20.3,0.7504017352700807
21376,11.07,20.41,0.79446384816971
21387,11.07,22.21,0.7624955649625877
21388,11.07,22.22,0.8032190287490927
21404,11.07,23.51,0.7815902525447898
21405,11.07,23.52,0.7782444080945843
21429,11.07,25.11,0.775596113343104
21430,11.07,25.12,0.7802690578639343
21438,11.07,25.91,0.7867097554484761
21439,11.07,25.92,0.7831502500613059
21509,11.07,35.11,0.8018664694266818
21530,12.0,1.13,0.7640913191942253
21532,12.0,1.15,0.8957638447595273
21536,12.0,1.22,0.7653332361807388
21540,12.0,1.26,0.7857969747748355
21557,12.0,3.11,0.7639572288094395
21558,12.0,3.12,0.7639572288094395
21572,12.0,8.93,0.7687902275729114
21579,12.0,10.32,0.7532908318812912
21580,12.0,10.39,0.786653529175023
21587,12.0,10.71,0.7987241642617438
21588,12.0,10.72,0.7987241642617438
21592,12.0,10.83,0.763285864454285
21593,12.0,10.84,0.7673398614406259
21603,12.0,11.05,0.7500888999321642
21617,12.0,14.12,0.7798055705876937
21618,12.0,14.13,0.7628118255166726
21619,12.0,14.14,0.7783608799072936
21623,12.0,14.39,0.7629518937352079
21635,12.0,17.21,0.8032288247094644
21664,12.0,22.22,0.7602211138923229
21680,12.0,23.51,0.7501400934163751
21809,13.1,1.16,0.9473918821118377
22166,13.2,13.96,0.7534730189143956
22210,13.2,20.6,0.7765931284080098
22270,13.2,25.99,0.7867415465708323
22720,13.92,14.11,0.7998954410140666
22721,13.92,14.12,0.8235139018860118
22722,13.92,14.13,0.8480450960479671
22723,13.92,14.14,0.8288738362964782
22724,13.92,14.19,0.8384490827626341
22726,13.92,14.31,0.8106595219162034
22727,13.92,14.39,0.7858489250105128
22730,13.92,15.2,0.7906849058059824
22792,13.92,23.7,0.7521709914590099
22876,13.92,31.01,0.7514669689986426
22877,13.92,31.02,0.7514669689986426
22878,13.92,31.03,0.8285178212676587
22879,13.92,31.09,0.7602956507255194
22884,13.92,32.3,0.8220339797833194
23213,13.94,3.11,0.7704874073239808
23214,13.94,3.12,0.7704874073239808
23233,13.94,10.2,0.8138234690628222
23273,13.94,14.12,0.7912056120413016
23274,13.94,14.13,0.7911558912359581
23275,13.94,14.14,0.8153555320541697
23279,13.94,14.39,0.7738635207348243
23336,13.94,23.51,0.7595666620229524
23816,13.96,13.2,0.7534730189143956
23924,13.96,25.93,0.7597483675463006
24240,13.99,28.94,0.7530934352565317
24370,14.11,13.92,0.7998954410140666
24377,14.11,14.12,0.8104416577608405
24378,14.11,14.13,0.8278905869678466
24379,14.11,14.14,0.8197616000243817
24380,14.11,14.19,0.933755929642835
24383,14.11,14.39,0.7911007581541494
24386,14.11,15.2,0.8168572273608544
24540,14.11,32.3,0.86898757881609
24544,14.11,32.99,0.8151078147697943
24568,14.12,1.15,0.8178237693051583
24576,14.12,1.26,0.8137045505391314
24616,14.12,10.39,0.795538780754337
24623,14.12,10.71,0.7669460964653523
24624,14.12,10.72,0.7669460964653523
24642,14.12,12.0,0.7798055705876937
24646,14.12,13.92,0.8235139018860118
24648,14.12,13.94,0.7912056120413016
24652,14.12,14.11,0.8104416577608405
24654,14.12,14.13,0.9888854850417155
24655,14.12,14.14,0.980063571317719
24656,14.12,14.19,0.9101617165878774
24658,14.12,14.31,0.8361584544395954
24659,14.12,14.39,0.9602254704368495
24662,14.12,15.2,0.8220520614134643
24671,14.12,17.21,0.8103072290312191
24700,14.12,22.22,0.7677013168663618
24716,14.12,23.51,0.7692238373338645
24768,14.12,27.31,0.7919205296729287
24769,14.12,27.32,0.804006999394542
24816,14.12,32.3,0.836041827871939
24844,14.13,1.15,0.7981285280879006
24852,14.13,1.26,0.7966657279061522
24892,14.13,10.39,0.7737985805105024
24918,14.13,12.0,0.7628118255166726
24922,14.13,13.92,0.8480450960479671
24924,14.13,13.94,0.7911558912359581
24928,14.13,14.11,0.8278905869678466
24929,14.13,14.12,0.9888854850417155
24931,14.13,14.14,0.9825633503136626
24932,14.13,14.19,0.9212386490638915
24934,14.13,14.31,0.852509568217164
24935,14.13,14.39,0.9583367778169751
24938,14.13,15.2,0.8424413159627979
24947,14.13,17.21,0.7775787488973991
25044,14.13,27.31,0.7793943733390937
25045,14.13,27.32,0.7887728818578091
25092,14.13,32.3,0.854783895033926
25120,14.14,1.15,0.8157893835053927
25124,14.14,1.22,0.7504472572712787
25128,14.14,1.26,0.798664454654648
25145,14.14,3.11,0.7614598112677247
25146,14.14,3.12,0.7614598112677247
25165,14.14,10.2,0.761619006915609
25168,14.14,10.39,0.7940332901516913
25194,14.14,12.0,0.7783608799072936
25198,14.14,13.92,0.8288738362964782
25200,14.14,13.94,0.8153555320541697
25204,14.14,14.11,0.8197616000243817
25205,14.14,14.12,0.980063571317719
25206,14.14,14.13,0.9825633503136626
25208,14.14,14.19,0.9170009253428328
25210,14.14,14.31,0.8276834053312521
25211,14.14,14.39,0.9722627842695508
25214,14.14,15.2,0.8233458090656828
25223,14.14,17.21,0.770542238294494
25268,14.14,23.51,0.752977750389451
25320,14.14,27.31,0.7673296942093852
25321,14.14,27.32,0.7754237889870251
25368,14.14,32.3,0.8355954774523434
25474,14.19,13.92,0.8384490827626341
25480,14.19,14.11,0.933755929642835
25481,14.19,14.12,0.9101617165878774
25482,14.19,14.13,0.9212386490638915
25483,14.19,14.14,0.9170009253428328
25486,14.19,14.31,0.7711389262725852
25487,14.19,14.39,0.9010701941208363
25490,14.19,15.2,0.8563900468805901
25644,14.19,32.3,0.8895350344878385
25648,14.19,32.99,0.7516118605403193
26000,14.31,10.52,0.7541141164193736
26021,14.31,11.07,0.755039295481589
26026,14.31,13.92,0.8106595219162034
26033,14.31,14.12,0.8361584544395954
26034,14.31,14.13,0.852509568217164
26035,14.31,14.14,0.8276834053312521
26036,14.31,14.19,0.7711389262725852
26039,14.31,14.39,0.7942964158166521
26042,14.31,15.2,0.7629818523109995
26104,14.31,23.7,0.750960641842835
26121,14.31,25.11,0.7691682995613445
26122,14.31,25.12,0.7740751851515028
26148,14.31,27.31,0.7676431825473924
26149,14.31,27.32,0.7845632506348234
26153,14.31,27.52,0.7631413116222296
26188,14.31,31.01,0.8512065372856461
26189,14.31,31.02,0.8512065372856461
26190,14.31,31.03,0.8186769870780175
26191,14.31,31.09,0.8358392408731541
26196,14.31,32.3,0.7773474569189849
26224,14.39,1.15,0.8224724982509714
26228,14.39,1.22,0.7516385079639516
26232,14.39,1.26,0.7801041678448841
26249,14.39,3.11,0.7596744852345285
26250,14.39,3.12,0.7596744852345285
26269,14.39,10.2,0.7540160314636393
26272,14.39,10.39,0.8003272308879426
26298,14.39,12.0,0.7629518937352079
26302,14.39,13.92,0.7858489250105128
26304,14.39,13.94,0.7738635207348243
26308,14.39,14.11,0.7911007581541494
26309,14.39,14.12,0.9602254704368495
26310,14.39,14.13,0.9583367778169751
26311,14.39,14.14,0.9722627842695508
26312,14.39,14.19,0.9010701941208363
26314,14.39,14.31,0.7942964158166521
26318,14.39,15.2,0.814279850709844
26327,14.39,17.21,0.7637112379072966
26424,14.39,27.31,0.761866362768158
26425,14.39,27.32,0.770224075793284
26472,14.39,32.3,0.8232083866939921
26500,15.11,1.15,0.7757966273746879
26540,15.11,8.93,0.7886166863989664
26548,15.11,10.39,0.7577187762088302
26648,15.11,23.51,0.7603834363028468
26665,15.11,24.41,0.7530555764968594
27022,15.12,32.13,0.768446374061005
27028,15.12,32.99,0.7726582149801458
27047,15.12,96.02,0.7563199483421524
27130,15.2,13.92,0.7906849058059824
27136,15.2,14.11,0.8168572273608544
27137,15.2,14.12,0.8220520614134643
27138,15.2,14.13,0.8424413159627979
27139,15.2,14.14,0.8233458090656828
27140,15.2,14.19,0.8563900468805901
27142,15.2,14.31,0.7629818523109995
27143,15.2,14.39,0.814279850709844
27300,15.2,32.3,0.9510859851954463
27341,16.1,1.41,0.7791425348476124
27342,16.1,1.42,0.7784002197554336
27351,16.1,2.2,0.9757074548710841
27378,16.1,10.42,0.7518268057514905
27424,16.1,16.21,0.8610984024727225
27425,16.1,16.22,0.8145134816032329
27426,16.1,16.23,0.8159495553906724
27443,16.1,20.15,0.8479933230671335
27478,16.1,23.61,0.7904634260795532
27501,16.1,25.11,0.7547648909351187
27581,16.1,35.11,0.7710899656679591
27617,16.21,1.41,0.7973266660723755
27618,16.21,1.42,0.7932053589920796
27625,16.21,1.5,0.7575753139437873
27627,16.21,2.2,0.8332911051563922
27648,16.21,10.13,0.8134044357001892
27654,16.21,10.42,0.7514773913340991
27655,16.21,10.51,0.7557102106680538
27699,16.21,16.1,0.8610984024727225
27701,16.21,16.22,0.8680122500531846
27702,16.21,16.23,0.8149683868484776
27719,16.21,20.15,0.779577014484184
27753,16.21,23.52,0.7671178018073062
27754,16.21,23.61,0.7852699878440175
27759,16.21,23.69,0.8141008928577704
27777,16.21,25.11,0.8240177474491317
27778,16.21,25.12,0.8191133435298776
27806,16.21,27.33,0.7952506164795291
27809,16.21,27.52,0.7524466516364086
27844,16.21,31.01,0.7767987512046537
27845,16.21,31.02,0.7767987512046537
27847,16.21,31.09,0.7515120974447332
27857,16.21,35.11,0.7528209860693473
27893,16.22,1.41,0.7534076962436524
27903,16.22,2.2,0.7898734956998343
27924,16.22,10.13,0.8117244502668253
27975,16.22,16.1,0.8145134816032329
27976,16.22,16.21,0.8680122500531846
27978,16.22,16.23,0.9130893020991234
27983,16.22,17.21,0.7676581425448911
28012,16.22,22.22,0.7514291529236741
28013,16.22,22.23,0.7547067534422011
28030,16.22,23.61,0.8578724534652982
28035,16.22,23.69,0.8585391257399702
28043,16.22,24.33,0.8225873761449058
28053,16.22,25.11,0.9096228001058777
28054,16.22,25.12,0.9027109417340907
28055,16.22,25.21,0.767441291878604
28062,16.22,25.91,0.7714563178115412
28063,16.22,25.92,0.7645499349599231
28080,16.22,27.31,0.7683501896832265
28081,16.22,27.32,0.7816864888709789
28082,16.22,27.33,0.8581758026411989
28085,16.22,27.52,0.7795945328602285
28109,16.22,29.2,0.7833133782670838
28119,16.22,30.99,0.8309734134450925
28120,16.22,31.01,0.8535648821751407
28121,16.22,31.02,0.8535648821751407
28123,16.22,31.09,0.8099579956279084
28169,16.23,1.41,0.7517794760984322
28179,16.23,2.2,0.8019789376172203
28200,16.23,10.13,0.7890243569345706
28208,16.23,10.52,0.7573734494899791
28251,16.23,16.1,0.8159495553906724
28252,16.23,16.21,0.8149683868484776
28253,16.23,16.22,0.9130893020991234
28259,16.23,17.21,0.7989929998713825
28288,16.23,22.22,0.7523471780106404
28306,16.23,23.61,0.983305372588654
28311,16.23,23.69,0.8399849306914889
28319,16.23,24.33,0.8086635671917533
28329,16.23,25.11,0.9280163406136976
28330,16.23,25.12,0.8789552545258117
28338,16.23,25.91,0.7908779012582243
28339,16.23,25.92,0.752649943046447
28356,16.23,27.31,0.780910574230078
28357,16.23,27.32,0.7979950603302297
28358,16.23,27.33,0.8030775866598474
28385,16.23,29.2,0.757462434622472
28395,16.23,30.99,0.8250352392100218
28396,16.23,31.01,0.8010102387316773
28397,16.23,31.02,0.8010102387316773
28399,16.23,31.09,0.7618463744793066
28409,16.23,35.11,0.7602760227602665
28956,16.29,32.3,0.7560913010318114
29376,17.12,20.16,0.7678458113602016
29417,17.12,23.91,0.7589898458334905
29419,17.12,24.1,0.767193303804411
29422,17.12,24.32,0.8418782343617213
29471,17.12,28.15,0.7589979779528904
29478,17.12,28.3,0.7770735964529473
29482,17.12,28.92,0.7867635763895922
29536,17.21,1.15,0.7506831691962935
29544,17.21,1.26,0.8208181430858431
29584,17.21,10.39,0.7561422775517342
29586,17.21,10.42,0.7725651195902277
29588,17.21,10.52,0.8054516555065507
29591,17.21,10.71,0.8658444837354806
29592,17.21,10.72,0.8658444837354806
29597,17.21,10.84,0.8146744004958136
29607,17.21,11.05,0.8062976836430606
29609,17.21,11.07,0.7977878671067578
29610,17.21,12.0,0.8032288247094644
29621,17.21,14.12,0.8103072290312191
29622,17.21,14.13,0.7775787488973991
29623,17.21,14.14,0.770542238294494
29627,17.21,14.39,0.7637112379072966
29633,17.21,16.22,0.7676581425448911
29634,17.21,16.23,0.7989929998713825
29656,17.21,20.41,0.7884541679150846
29667,17.21,22.21,0.7615250469734117
29668,17.21,22.22,0.8636079643672558
29685,17.21,23.52,0.7600270963188211
29686,17.21,23.61,0.8113906731066854
29691,17.21,23.69,0.7978224352148142
29709,17.21,25.11,0.8298855856542791
29710,17.21,25.12,0.8178207353128341
29712,17.21,25.29,0.7678904915416767
29718,17.21,25.91,0.8522354621775222
29719,17.21,25.92,0.7992562072978233
29736,17.21,27.31,0.7961768789821242
29737,17.21,27.32,0.8162488616462615
29789,17.21,35.11,0.7510456658831469
29799,17.21,58.19,0.7949987135675491
29917,17.22,17.23,0.8975117782341004
29919,17.22,17.29,0.8740452015160525
30192,17.23,17.22,0.8975117782341004
30195,17.23,17.29,0.833902855465115
30744,17.29,17.22,0.8740452015160525
30745,17.29,17.23,0.833902855465115
30823,17.29,25.92,0.7544592454530704
31041,18.13,20.59,0.7832746154547343
31108,18.13,26.51,0.7534236430708503
31124,18.13,28.12,0.7905331998332019
31125,18.13,28.13,0.7728015417178211
31126,18.13,28.14,0.7826821535707451
31127,18.13,28.15,0.7527840048017945
31133,18.13,28.29,0.7906281844877702
31135,18.13,28.41,0.8133622585729541
31140,18.13,28.94,0.8128341031707845
31141,18.13,28.95,0.784536541791768
31143,18.13,28.99,0.8453551356131557
31351,19.1,24.1,0.7787585890547148
31500,19.2,6.2,0.806377821106985
31583,19.2,20.15,0.77413892845366
31616,19.2,23.51,0.7594175543483592
31725,19.2,38.12,0.9795339387339197
32134,20.12,20.14,0.7514638491428078
32465,20.13,24.45,0.7981037355571174
32466,20.13,24.46,0.9610569276714512
32473,20.13,25.3,0.7619862675500932
32531,20.13,30.3,0.7607099416222709
32684,20.14,20.12,0.7514638491428078
32688,20.14,20.16,0.807485458879786
32697,20.14,20.59,0.7861054869501252
32869,20.15,1.5,0.794750830576511
32871,20.15,2.2,0.830393026485285
32943,20.15,16.1,0.8479933230671335
32944,20.15,16.21,0.779577014484184
32958,20.15,19.2,0.77413892845366
33105,20.15,38.12,0.7518873062257796
33226,20.16,17.12,0.7678458113602016
33238,20.16,20.14,0.807485458879786
33241,20.16,20.17,0.7529244341727364
33249,20.16,20.59,0.7683966178762358
33286,20.16,24.32,0.7627283530381488
33346,20.16,28.92,0.7580218661270681
33516,20.17,20.16,0.7529244341727364
33525,20.17,20.59,0.7810098449626812
33607,20.17,28.11,0.7658880764213016
33609,20.17,28.13,0.7797181370985429
34004,20.3,10.52,0.783904870004239
34023,20.3,11.05,0.7842257789508953
34025,20.3,11.07,0.7504017352700807
34072,20.3,20.41,0.797405501082955
34073,20.3,20.42,0.7612174469191291
34083,20.3,22.21,0.8395457688008348
34134,20.3,25.91,0.7609574731948885
34135,20.3,25.92,0.7818052599305763
34212,20.3,58.11,0.7564363730679002
34213,20.3,58.13,0.8149148594009596
34214,20.3,58.14,0.8149148594009596
34215,20.3,58.19,0.8598545018832793
34226,20.41,1.13,0.756012933956399
34234,20.41,1.24,0.7519958560018485
34272,20.41,10.13,0.7945474922295135
34275,20.41,10.32,0.784222753657698
34276,20.41,10.39,0.7597952728241419
34280,20.41,10.52,0.8738804589863115
34281,20.41,10.61,0.8293137007146492
34283,20.41,10.71,0.815636325923172
34284,20.41,10.72,0.815636325923172
34291,20.41,10.86,0.7872045566311504
34292,20.41,10.89,0.782083719929524
34293,20.41,10.91,0.770201301473538
34294,20.41,10.92,0.7703573398553801
34299,20.41,11.05,0.8170320042164652
34301,20.41,11.07,0.79446384816971
34331,20.41,17.21,0.7884541679150846
34347,20.41,20.3,0.797405501082955
34359,20.41,22.21,0.8441782762637199
34360,20.41,22.22,0.7958448953269344
34370,20.41,23.32,0.7720621469754714
34383,20.41,23.69,0.760302411769181
34391,20.41,24.33,0.7763641790848554
34401,20.41,25.11,0.7910815120424064
34402,20.41,25.12,0.7870077398917497
34404,20.41,25.29,0.8203708573291725
34410,20.41,25.91,0.8394579356128975
34411,20.41,25.92,0.8743035958110251
34429,20.41,27.32,0.7584802851780614
34489,20.41,58.13,0.7613653730890036
34490,20.41,58.14,0.7613653730890036
34491,20.41,58.19,0.8176650532281388
34623,20.42,20.3,0.7612174469191291
35110,20.52,10.62,0.7884012813993072
35181,20.52,20.59,0.7676481135603266
35269,20.52,28.22,0.7569753408656494
35274,20.52,28.3,0.7943224878339139
35623,20.59,1.43,0.7751403920792694
35716,20.59,18.13,0.7832746154547343
35722,20.59,20.14,0.7861054869501252
35724,20.59,20.16,0.7683966178762358
35725,20.59,20.17,0.7810098449626812
35731,20.59,20.52,0.7676481135603266
35735,20.59,21.1,0.7523865805310019
35777,20.59,24.45,0.823215273944386
35800,20.59,26.51,0.8009951342846071
35802,20.59,26.6,0.8284836127939181
35815,20.59,28.11,0.7582253770642291
35821,20.59,28.22,0.8800400384151916
35825,20.59,28.29,0.7694435232795184
35826,20.59,28.3,0.7816448239576892
35835,20.59,28.99,0.7604884840582677
35843,20.59,30.3,0.7549417676458615
35960,20.6,13.2,0.7765931284080098
36285,21.1,20.59,0.7523865805310019
36288,21.1,21.2,0.9961425064567491
36354,21.1,26.6,0.7548543381537074
36563,21.2,21.1,0.9961425064567491
36914,22.11,27.33,0.7666256215044771
36916,22.11,27.51,0.7542006353985092
37128,22.19,23.2,0.7775406502615134
37133,22.19,23.43,0.7534105675592675
37145,22.19,23.91,0.7660589891730634
37148,22.19,24.2,0.7791652136654241
37163,22.19,25.21,0.7560412945324173
37168,22.19,25.72,0.792365229174407
37185,22.19,27.11,0.7687503403674072
37190,22.19,27.33,0.7564511344645716
37191,22.19,27.4,0.7548746644332442
37192,22.19,27.51,0.8318085565954338
37197,22.19,28.13,0.825646721149178
37199,22.19,28.15,0.819674951308317
37204,22.19,28.25,0.8521340105021424
37216,22.19,29.1,0.7945606679565094
37218,22.19,29.31,0.7992871579155023
37219,22.19,29.32,0.9189938892696912
37222,22.19,30.2,0.7648749737160301
37226,22.19,30.92,0.8190961519961355
37316,22.21,10.52,0.8112974772323351
37317,22.21,10.61,0.7824873148854086
37319,22.21,10.71,0.7676646775407108
37320,22.21,10.72,0.7676646775407108
37337,22.21,11.07,0.7624955649625877
37367,22.21,17.21,0.7615250469734117
37383,22.21,20.3,0.8395457688008348
37384,22.21,20.41,0.8441782762637199
37396,22.21,22.22,0.7825648741855165
37414,22.21,23.61,0.7686285573027871
37419,22.21,23.69,0.8058759542713574
37427,22.21,24.33,0.7939934850572146
37437,22.21,25.11,0.8172496211587605
37438,22.21,25.12,0.8162838912694834
37440,22.21,25.29,0.7955687716781308
37446,22.21,25.91,0.8009036026605835
37447,22.21,25.92,0.8030076687598655
37466,22.21,27.33,0.7525827896238722
37525,22.21,58.13,0.7628117134678924
37526,22.21,58.14,0.7628117134678924
37527,22.21,58.19,0.808715015424659
37548,22.22,1.26,0.8113340275589649
37560,22.22,1.49,0.7555134155059195
37584,22.22,10.13,0.7638276439926308
37587,22.22,10.32,0.7888576029086509
37588,22.22,10.39,0.7704512021319125
37590,22.22,10.42,0.770211896391139
37592,22.22,10.52,0.7872424067954404
37593,22.22,10.61,0.7518972426667339
37595,22.22,10.71,0.8628823923128128
37596,22.22,10.72,0.8628823923128128
37598,22.22,10.81,0.7674675812433487
37601,22.22,10.84,0.8031267013280636
37611,22.22,11.05,0.8148651461395654
37613,22.22,11.07,0.8032190287490927
37614,22.22,12.0,0.7602211138923229
37625,22.22,14.12,0.7677013168663618
37637,22.22,16.22,0.7514291529236741
37638,22.22,16.23,0.7523471780106404
37643,22.22,17.21,0.8636079643672558
37660,22.22,20.41,0.7958448953269344
37671,22.22,22.21,0.7825648741855165
37688,22.22,23.51,0.7582926749792156
37689,22.22,23.52,0.7781831185006873
37690,22.22,23.61,0.7719465493979534
37695,22.22,23.69,0.8115290811447536
37713,22.22,25.11,0.7779282441550526
37714,22.22,25.12,0.7713145274795765
37716,22.22,25.29,0.7525667507609852
37722,22.22,25.91,0.8330938319840506
37723,22.22,25.92,0.7849618780115787
37793,22.22,35.11,0.7620882591348848
37796,22.22,38.11,0.7612568891422685
37913,22.23,16.22,0.7547067534422011
37979,22.23,24.33,0.77686128238627
37989,22.23,25.11,0.7814257619590715
37990,22.23,25.12,0.7993857687364653
38018,22.23,27.33,0.8385894735658512
38020,22.23,27.51,0.8001112284424584
38032,22.23,28.25,0.7712751090283771
38056,22.23,31.01,0.7600633245347677
38057,22.23,31.02,0.7600633245347677
38231,22.29,23.19,0.8192374727667423
38295,22.29,27.4,0.8589438438640595
38784,23.12,23.2,0.7946418607497361
38824,23.12,25.72,0.7666686721688424
38828,23.12,25.93,0.7516726050819017
38847,23.12,27.4,0.8179040685735853
38848,23.12,27.51,0.7872854969569718
38849,23.12,27.52,0.7689051975400226
38855,23.12,28.15,0.7568613524494459
38860,23.12,28.25,0.7595937895681676
38873,23.12,29.2,0.7626662926426704
38874,23.12,29.31,0.7638532676103418
38875,23.12,29.32,0.7916128579115782
38882,23.12,30.92,0.7622139524191347
38899,23.12,37.0,0.7591913993815038
39059,23.13,23.19,0.7968601004883322
39125,23.13,27.52,0.78152496780521
39606,23.19,22.29,0.8192374727667423
39609,23.19,23.13,0.7968601004883322
39675,23.19,27.4,0.7787542925250073
39878,23.2,22.19,0.7775406502615134
39884,23.2,23.12,0.7946418607497361
39908,23.2,24.2,0.750661788469465
39909,23.2,24.31,0.8144655558584939
39910,23.2,24.32,0.77996763788668
39919,23.2,24.51,0.784642508778192
39928,23.2,25.72,0.7952132851126803
39933,23.2,25.94,0.7989280219959953
39951,23.2,27.4,0.7901222444841332
39957,23.2,28.13,0.7576842644848871
39959,23.2,28.15,0.8321866147346373
39960,23.2,28.21,0.7582601760089277
39979,23.2,29.32,0.8154891793933137
39982,23.2,30.2,0.8361992448687456
39986,23.2,30.92,0.7919572855253341
40344,23.32,10.13,0.7758986982169835
40352,23.32,10.52,0.792587587480421
40371,23.32,11.05,0.7588258387411249
40420,23.32,20.41,0.7720621469754714
40463,23.32,24.33,0.770423549365612
40473,23.32,25.11,0.7533262882052629
40474,23.32,25.12,0.7592633302215
40475,23.32,25.21,0.7642355434525505
40482,23.32,25.91,0.763167856762042
40483,23.32,25.92,0.7672699499841058
40523,23.32,28.93,0.7500733775835813
40561,23.32,58.13,0.811364210179372
40562,23.32,58.14,0.811364210179372
41025,23.42,25.11,0.782572053513473
41026,23.42,25.12,0.7839277437672243
41052,23.42,27.31,0.8544642061836116
41053,23.42,27.32,0.860826822440188
41057,23.42,27.52,0.7810699247783564
41058,23.42,27.9,0.7875517743931114
41082,23.42,29.31,0.8056635988706012
41092,23.42,31.01,0.7589530535275384
41093,23.42,31.02,0.7589530535275384
41258,23.43,22.19,0.7534105675592675
41285,23.43,23.91,0.8197107497271554
41308,23.43,25.72,0.7695685993955808
41325,23.43,27.11,0.757053740254337
41330,23.43,27.33,0.7912088592115657
41331,23.43,27.4,0.8040783564812498
41332,23.43,27.51,0.8060393846105367
41337,23.43,28.13,0.7907289709563625
41339,23.43,28.15,0.7921398382135598
41344,23.43,28.25,0.8084613987603133
41349,23.43,28.91,0.758510820977523
41359,23.43,29.32,0.8177418042742091
41366,23.43,30.92,0.8342320045138532
41624,23.44,28.49,0.7786042274062457
41894,23.49,28.23,0.7565237829650753
41956,23.51,1.15,0.7796115175548911
41960,23.51,1.22,0.7598392045603832
41964,23.51,1.26,0.8196690380819187
41996,23.51,8.93,0.7649152765284382
42004,23.51,10.39,0.7564098875585585
42011,23.51,10.71,0.7648162711666293
42012,23.51,10.72,0.7648162711666293
42029,23.51,11.07,0.7815902525447898
42030,23.51,12.0,0.7501400934163751
